Time(Iteration),GOBLin
240,64.5714935243
260,62.9913228805
250,66.1200011617
260,65.3210359881
240,64.7625507995
250,57.9904313699
250,64.3397076661
250,65.0080986835
250,61.6643171936
250,64.9623393864
270,63.3975649874
260,66.3680406636
250,65.12301913
270,65.601284348
260,58.3907047537
260,65.2503127843
260,64.7124798694
260,62.1148144517
260,65.5546315598
280,63.7268474256
260,65.3735182572
270,65.5304652909
270,66.6556655579
280,65.9392150265
270,58.7799651781
270,64.9881620808
270,65.876556537
270,62.4776242431
290,64.0005050686
280,65.7435223546
270,65.6649906884
280,67.1814257287
280,59.2162114322
290,66.3758070111
280,65.3094976939
280,66.1923960431
280,62.7965756333
290,65.9948902313
300,64.2683504886
280,65.9842614791
290,67.4449980897
290,59.4388362079
300,66.7051765589
290,65.7232484566
300,66.2291019956
290,66.5752231951
290,63.0794256721
310,64.7294654104
290,66.2991025882
310,66.5450424456
300,67.8359885045
300,59.7480741034
300,66.0043387841
300,66.8703960573
300,63.3130399855
310,67.0842840578
320,65.1070130666
300,66.5874176224
320,66.7775244827
310,68.1746376174
310,67.0800472342
310,66.268753142
310,59.9119815839
310,63.7652776993
320,67.6256787924
330,65.4368717243
310,66.7997854301
330,66.9710102169
320,67.4100867092
320,66.4549927182
320,68.4982591133
320,64.1928028693
320,60.1712274344
330,67.9234864407
340,65.7820557732
340,67.1750181234
320,66.9847719344
330,67.6356381349
330,66.8357613894
350,66.1890886958
330,64.5299501601
330,68.6418634408
330,60.4764516044
340,68.165429441
350,67.4133009121
330,67.2001976543
360,66.5300895509
340,67.7722951994
340,64.9309377286
340,67.083011865
340,68.8353101626
340,60.9720334531
350,68.4028521605
360,67.8686009337
340,67.4418145092
370,66.7773880763
350,65.2395218206
350,67.9819690692
350,67.329153116
350,69.053340296
350,61.1519987109
370,68.0294947052
360,68.6472991991
350,67.7449308561
360,65.751384693
380,67.0021772997
360,67.4382434352
360,68.1555734158
360,69.2501498045
360,61.4101297025
380,68.2764358513
360,67.9034893894
370,68.9539173025
370,66.1248168589
370,67.7230159615
390,67.1560438868
370,68.430611279
370,69.4755973222
370,68.0505751025
370,61.7077799344
390,68.5870114292
380,69.3398432551
380,66.4107406915
380,68.0547925088
400,67.3482579185
380,68.298827595
380,68.7071652805
380,69.8105499228
380,62.0560045777
400,68.8033490527
390,69.6257574884
410,67.5791214287
390,66.6565289216
390,68.3470406248
390,68.4054867981
390,68.880947441
390,69.9266826748
390,62.2111219568
420,67.9104560651
410,69.005426425
400,68.6082758391
400,69.9461341123
400,67.0825858664
400,68.5522126588
400,69.0965844433
430,68.1392200528
400,70.1469263381
410,68.7912886015
400,62.4967003791
410,70.1800445766
420,69.2522348115
410,67.2271788381
440,68.3781535692
410,68.7899437269
420,68.8950391681
410,69.3738334016
410,70.3415643007
420,70.3948794655
450,68.6404722849
410,62.7267964626
430,69.4583082202
420,68.9947860886
430,69.1019408722
420,69.5508169572
420,67.4609003047
460,68.824503971
430,70.5300612933
420,70.4828535223
420,63.014536066
440,69.5864883975
440,69.338382014
470,69.0029409824
430,69.1277039769
440,70.805097509
430,69.8606044833
430,70.7595184252
430,67.8203232605
480,69.3216121365
450,70.9729197047
450,69.4574416444
450,69.827097258
440,69.2330141783
430,63.1789580466
440,69.9965056059
440,70.9703817736
440,67.9356447628
490,69.4460746794
460,69.6174326421
460,71.2345574007
450,69.3674046452
460,69.9062987729
440,63.4441555428
450,71.1693368491
450,70.1924941521
450,68.4223859998
470,69.8714646407
460,69.5286452606
470,71.3902311032
470,70.0894340886
460,71.3107406546
450,63.6432255062
480,69.9969176731
460,68.6172355342
470,69.6571133732
460,70.3641271119
480,70.2680710215
480,71.6461565629
470,71.5067513628
490,70.1375923181
480,69.8770277506
460,63.9135761221
470,68.8800312929
480,71.7061286713
470,70.6005759935
490,70.475941498
490,71.7505736344
490,70.0732638496
470,64.0664313742
490,71.9207560369
480,69.0894186776
480,70.7424061347
480,64.2338933316
490,69.3855395125
490,70.9908975162
490,64.3459167246
