Time(Iteration),GOBLin
Time(Iteration),GOBLin
Time(Iteration),GOBLin
Time(Iteration),GOBLin
0,13.2687833401
Time(Iteration),GOBLin
Time(Iteration),GOBLin
0,13.2378603135
0,11.2978184766
Time(Iteration),GOBLin
Time(Iteration),GOBLin
Time(Iteration),GOBLin
0,11.0084394079
0,9.52177417665
0,8.48923185253
0,10.9199919061
0,10.6046154492
0,10.1881620945
10,36.8193344396
10,37.3192605035
10,37.132665014
10,34.6677264827
10,39.3554138986
10,35.1109102824
10,38.0328235114
10,43.2351624713
10,35.0940657209
20,43.1003196739
20,42.6769609159
20,39.7736979366
20,41.1482604626
20,47.1090121063
20,41.5810574552
20,40.8626088828
20,44.4621362482
20,47.5412051298
30,46.1876647036
30,42.7117653707
30,47.3748698704
30,44.3751729559
30,49.5068200103
30,43.3619577317
30,44.1488794491
30,47.6725017566
30,49.9526276909
40,48.6101328263
40,45.5726146679
40,49.8879301793
40,47.1156075273
40,45.4235152262
40,51.1224548962
40,46.2607768645
40,52.1270034109
50,50.2013251716
40,50.2185756177
50,48.0848911
50,51.2967519157
50,46.6116637406
50,50.157168877
50,53.7117607604
50,52.4247947905
50,48.030062151
50,51.8580649015
60,51.1912091225
60,49.5228696556
60,47.8285321082
60,52.88786037
60,51.7485390817
60,54.6175197827
60,53.4672251704
60,49.3944312392
60,53.5387403915
70,51.1351647658
70,52.7539922672
70,48.948534602
70,52.9220864155
70,55.646691133
70,54.2785852285
70,54.1313057128
80,52.232254197
80,53.8254177919
70,50.6686191643
70,54.9634820916
80,49.9941351355
80,54.0247755269
80,56.9647080244
80,55.2535520826
80,54.9392269527
90,53.448898765
90,54.6341941293
80,51.3872071403
80,56.3230038242
90,50.9671418722
90,58.0772274101
90,56.227910582
100,54.2018462692
90,54.9385638224
90,55.9961928333
100,55.6483572827
90,52.2200634812
90,56.9350401677
100,51.722438176
100,58.8874355542
110,54.8952321543
100,56.9514041438
100,55.6956434939
100,56.8295590057
110,56.5847637273
100,52.9935791244
100,57.887348291
110,52.3402332996
110,59.6530608978
120,55.5895941571
110,57.705958705
110,56.4532127177
110,57.5160785586
120,57.5913699207
110,54.1819683988
110,58.3648301299
120,52.7851997682
120,60.3835603679
130,56.5947838962
120,58.3419977114
120,57.3043231278
120,58.250108761
130,58.219873179
120,54.8748264486
130,53.2828069983
120,59.1698425509
130,60.7870695431
140,57.4970888032
130,59.0576959428
130,58.0387258801
130,58.8770264181
130,55.550826843
140,59.167247356
140,53.6376154849
150,58.1690658937
130,59.6768819582
140,61.2349854976
140,59.8939992329
140,59.0149479336
140,59.6501647349
150,59.7511837878
140,56.1842411243
160,58.5916683506
150,53.9779210171
140,60.2570763921
150,60.5196594126
150,61.8031559007
150,59.5673982309
160,60.2618265306
150,60.1488130084
150,56.8170969233
170,59.0209850757
150,60.6089243784
160,54.4639746153
160,61.3640543161
160,62.1961820831
160,60.0747459524
170,60.8558507433
160,60.9113027621
160,57.4302882778
180,59.6950459282
170,54.7836215498
160,61.1842006675
170,62.7265566681
170,61.8658617426
170,60.8014761901
180,61.539757177
170,61.5389345273
190,60.0074776048
180,55.3319030496
170,58.1964506421
170,61.8647183022
180,63.2051930132
180,62.193287961
190,62.0707719659
180,61.2247931414
180,61.8747890952
200,60.5081044257
180,58.5923862004
190,55.6080654799
180,62.3358540895
190,63.675705843
200,62.5374564032
190,62.5724757425
190,62.3258686249
190,61.6028694403
210,61.0220776658
190,59.0761042709
200,56.0173115452
190,62.7908997421
210,62.9660919433
200,63.9618987496
200,62.9855599945
200,62.0392340882
200,62.8053450189
220,61.5027514642
200,59.7098794291
210,56.5137471551
220,63.3889060176
200,63.1214205422
210,64.4632535311
210,62.6154907964
210,63.4320633717
210,63.5734497815
210,60.1300713772
230,61.7681333743
220,57.0809152424
210,63.5560118925
230,63.7316924553
220,64.8470848326
220,63.0919993447
220,64.0311476683
220,60.7097910936
220,63.8982433117
240,62.2569220757
220,64.126363594
230,57.2922593621
240,64.2103132961
230,65.2538626043
230,63.5514809776
230,64.5212612174
230,60.9925477382
230,64.2791212494
250,62.5618625132
230,64.4527791409
250,64.5831569416
240,65.6196203168
240,57.6280624555
240,64.0765308018
240,64.7253436492
240,61.3939574119
