Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,12.8731602089,17.7016154534,8.08529811367,12.2362824596
10,29.3220385726,39.9178420766,26.0803488238,41.9100035646
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
20,33.1472074302,45.0646067985,29.8754982734,47.6127604788
0,12.8361134428,3.85233922994,8.70333893154,12.8924253828
30,35.0156956707,48.5337530375,31.9660140286,50.5824272445
40,36.2598918391,51.0552676473,33.016365162,52.6009782022
50,37.7040961057,53.5294699193,34.3331967817,54.8360433443
60,38.8719835056,55.0732341709,35.3675878551,56.8235684071
70,39.9428877568,56.6171194811,36.482533806,58.4192372242
80,40.9259246981,57.7849644689,37.3878925739,59.5494539252
90,41.5675862964,58.7426885838,38.0198441099,60.5327576892
100,42.077869104,59.6746275178,38.494549464,61.4422702122
110,42.3995441142,60.2805375417,38.7755898415,62.1846363833
120,42.7335423997,60.85335462,39.0891720656,62.7667591372
130,43.0312214138,61.3784478235,39.410334317,63.2362272442
140,43.3648289208,61.8478635652,39.6917644284,63.7526082798
150,43.6341285717,62.2686076974,39.8885303756,64.1737557951
160,43.9985917972,62.6815425562,40.1983604834,64.7582121378
170,44.2955440665,63.0535196366,40.4244116226,65.1670198593
180,44.5538569405,63.4478510633,40.6490119569,65.5184436219
190,44.9203767935,63.8489137532,40.9329352575,66.0282227622
10,33.0330322866,22.3368687964,29.3345359488,46.8727491425
200,45.1341236418,64.2936031301,41.1527372007,66.3419500227
210,45.3956811055,64.7217087977,41.4695206023,66.7680150824
220,45.5128565113,65.0936743806,41.5519810747,67.1193860471
230,45.8333552665,65.7204096903,41.9013244148,67.8186609658
240,46.0007944849,66.0425171765,42.0687636331,68.0828160575
250,46.2574695352,66.4371844655,42.3224124289,68.4354683238
260,46.5701561484,66.7624974455,42.6649968134,68.8128885142
270,46.8196927473,67.2792770969,42.8848423729,69.228649315
280,47.0920177058,67.7575769167,43.1609064768,69.7341308243
290,47.2583792706,68.0946182217,43.2937671305,69.9821740768
300,47.4803050388,68.390661645,43.524287429,70.3586698144
310,47.7233571418,68.7494465864,43.767889879,70.7442671079
320,47.9454638855,69.0091527149,43.9896696574,71.0300286532
330,48.0841685867,69.2321812295,44.1482554298,71.2901250497
340,48.2231064183,69.6027228003,44.3070590601,71.591906475
20,37.2018891849,28.191004677,33.7362723318,52.8473758865
350,48.5203905569,69.9548459691,44.5655782679,71.9658829151
360,48.6792134559,70.2135359822,44.7320002144,72.2433473328
370,48.7974679046,70.4747663102,44.8546575357,72.5323263191
380,48.9402731809,70.7582150012,44.9901551435,72.7625907092
390,49.063849246,71.0250921427,45.1137312086,73.0746339516
400,49.1787841889,71.1945328121,45.2306194035,73.2924199707
410,49.2557634903,71.3926286944,45.3415565492,73.4485343583
420,49.3542751671,71.6100337267,45.5805432297,73.6541742244
430,49.5201237239,71.832706118,45.7504428891,73.8234207211
440,49.6314830065,72.0545431722,45.8687969903,74.0089928548
450,49.8565784636,72.245254593,46.0965447483,74.2467147895
460,49.9323856898,72.3667705554,46.1696268376,74.358945801
470,49.9941877088,72.5716569594,46.2233828297,74.5342751717
480,50.0472631963,72.7015124636,46.3125116804,74.6725188779
490,50.1070702767,72.8316146629,46.3851404476,74.7857071195
30,40.1019677741,31.262758577,36.3137519468,56.139620917
40,41.7342769099,32.9919538712,38.0035754697,58.5691696533
50,43.2246745636,34.6285728117,39.5662575869,60.3183031135
60,44.2186004756,36.4538972115,40.5862795525,61.7630961922
70,44.9572260258,37.9854197537,41.3632933203,63.137434916
80,45.8750769493,39.7326314164,42.2965322589,64.1852836178
90,46.4710025777,40.7518252,42.9159333065,65.1013805393
100,46.856395148,41.6227716426,43.3178276812,65.7513949226
110,47.1853320937,42.5714799885,43.6458331418,66.2921515252
120,47.5850264479,43.5566047061,44.0634507086,67.0152910221
130,47.9897183344,44.3438568139,44.4708226659,67.7107477513
140,48.3000650803,45.2078522828,44.7844133886,68.3245352257
150,48.6086554386,45.9728185,45.1277177949,68.9752639785
160,48.9591220191,46.7514859998,45.5420857256,69.7026571967
170,49.3419526887,47.3126054898,45.9183119152,70.155532993
180,49.6791792464,47.8398596473,46.2214649338,70.6569502035
190,49.9948202663,48.2764525526,46.5347307005,71.1160848018
200,50.3960689912,48.7656773305,46.9206845078,71.5798057789
210,50.5574007761,49.1362170001,47.0825802796,71.9234227112
220,50.8030359807,49.4916428194,47.2979225626,72.2167071133
230,51.0443582525,49.9878624238,47.5426036359,72.6079462551
240,51.2482477083,50.2221654202,47.7117126295,72.8831659161
250,51.3949220323,50.5232717216,47.8598361177,73.205742884
260,51.6704149961,51.0340028864,48.1399036134,73.6401224426
270,51.9229038985,51.6356547399,48.3463315066,74.004379984
280,52.1486364719,51.9759456054,48.5336781062,74.3021804687
290,52.2695408373,52.2179257481,48.6634383365,74.4888325816
300,52.4457060339,52.5884713725,48.8577935138,74.792061375
310,52.6728988116,52.861117958,49.0792408495,75.0643930766
320,52.7686884651,53.1771023145,49.1748330356,75.3306610048
330,52.9248140596,53.4545607264,49.3182481636,75.5832296428
340,53.1547842047,53.7764492973,49.5482183087,75.8495331745
350,53.3062821496,54.058071419,49.6989295867,76.0345378624
360,53.4376358287,54.3971993441,49.832002526,76.3420381603
370,53.5735539244,54.7839759099,49.9667271396,76.647286827
380,53.6741206784,54.8947653159,50.0672938936,76.7572881074
