Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,12.1044858678,14.7387825657,8.41345728212,12.1842215141
10,35.0597858381,45.2383379749,30.1774003652,42.990836479
20,38.0730717224,49.7854156933,32.5453797996,47.3129162018
30,40.1848943163,52.5956284067,34.5861957197,50.9682445373
40,41.6683504331,55.3728823266,35.9313698106,53.7955789923
50,42.7153399185,57.6062920921,36.9885206509,55.6270985992
60,44.1394451915,59.9059682961,38.1582866957,57.4390416667
70,45.211080574,61.3108205303,39.1632942515,58.9435544591
80,45.9629016233,62.2215992104,39.7627158676,60.0168125246
90,46.6629625888,63.0362778168,40.4217111977,61.2075528149
100,47.3476308703,64.0437606715,41.1713350634,62.1533845623
110,47.9237191669,64.8231199149,41.7792831852,62.9581750168
120,48.3699044194,65.423099284,42.2404811119,63.6512636581
130,48.7377630666,65.9692332214,42.6417716552,64.2778239688
140,49.211764123,66.6693970071,43.0618954957,65.0533930435
150,49.7672757723,67.6423350945,43.6253169566,65.9574190948
160,50.3213850622,68.6351707768,44.2046780078,66.8151445211
170,50.6921903368,69.008511422,44.5605516505,67.421142709
180,51.0645601658,69.6238539273,44.9498932085,67.8636773794
190,51.4724696149,70.0355679289,45.3909904956,68.4213902112
200,51.9321526219,70.7368335928,45.8298062029,69.1035879116
210,52.1398041104,70.9946843118,46.1047454763,69.3746424378
220,52.5582356389,71.3933244649,46.5424801143,69.9961412
230,52.812862555,71.7171623252,46.7971070304,70.3570230426
240,53.2041711428,72.1915172617,47.1886741238,70.8411485974
250,53.4502802874,72.6449036627,47.4030007314,71.2238289713
260,53.790123722,73.1422470633,47.6956005355,71.7233816789
270,54.0217177654,73.412691406,47.9463721514,72.0168439947
280,54.2541238205,73.8779028798,48.1660022978,72.4935210245
290,54.5016523478,74.1747073811,48.4382120323,72.9024216173
300,54.812855346,74.5603693271,48.7494150304,73.2261258458
310,55.1002623316,74.9608167371,49.0134866373,73.7006451818
320,55.3326635844,75.4196928465,49.2289975888,74.0790506216
330,55.5402707982,75.6197457018,49.4142193775,74.3245524174
340,55.7699926173,75.8791345833,49.6322351335,74.6487609947
350,55.9571721952,76.1749533396,49.8198991783,74.9432400702
360,56.0766260061,76.3870329299,49.9518127693,75.059868754
370,56.2691386902,76.5861491759,50.129457299,75.2723728696
380,56.4420594824,76.797432039,50.3231143163,75.462985882
390,56.5893960091,77.0096667783,50.473168935,75.6713534969
400,56.7952622666,77.3345405621,50.6884413518,76.0196440202
410,56.8955549883,77.5630757811,50.795788233,76.2307953847
420,57.0747853378,77.7207318824,50.9470689555,76.4237468629
430,57.1733855351,77.9300002451,51.0755213291,76.5855937197
440,57.3675276908,78.2377223361,51.279303294,76.8587667015
450,57.5572899645,78.4737377069,51.4715431069,77.2254639837
460,57.6143744913,78.6648310353,51.5357944213,77.3514407624
470,57.7349562327,78.8305786627,51.6524665051,77.5347837377
480,57.9057236314,79.1209649025,51.8240289336,77.7360912169
490,57.9949558338,79.2530477339,51.9309888747,77.9044159778
