Time(Iteration),syncCoLinUCBCoTheta,GOBLinCoTheta,AsyncCoLinUCBCoTheta,LinUCBCoTheta,syncCoLinUCBTheta,AsyncCoLinUCBTheta,
0,0.991687183881,0.83868640145,0.790930231341,0.798594461126,1.0,0.802407681475,
10,0.224570997305,0.299976497205,0.218009711846,0.232505460355,0.251116092295,0.23407535271,
20,0.177071760631,0.26438237468,0.175390922951,0.184614029382,0.200496784302,0.193332408061,
30,0.143858393896,0.269299133897,0.140035612699,0.146613704839,0.168183232708,0.156962299829,
40,0.131673261902,0.262506107312,0.127363303858,0.135692503039,0.157061282148,0.145779659997,
50,0.119369148541,0.255867585921,0.116992046005,0.123669781402,0.14343911993,0.134727583122,
60,0.116077033631,0.264775384978,0.119407416251,0.12488161342,0.142143676925,0.140498487482,
70,0.106688946904,0.261466708184,0.107344693965,0.112547796106,0.132085301066,0.128037483758,
80,0.0987495444482,0.252836623285,0.101781514729,0.107389352199,0.123968188854,0.123006742929,
90,0.0956229838239,0.251567480328,0.095992845587,0.101063763164,0.12371375285,0.118322265041,
100,0.0949211526312,0.24845072586,0.0929274457184,0.0988840893777,0.121067655564,0.114109578041,
110,0.0928661646766,0.242741884947,0.0900182449201,0.0959359082673,0.116087732087,0.109122899749,
120,0.0899428479914,0.243416829376,0.0870938864326,0.0936514670806,0.112499118091,0.105872180412,
130,0.0855239169112,0.240344782701,0.0821773363345,0.0888861000675,0.107773647415,0.101113369225,
140,0.0823077073693,0.242369827121,0.0819277465427,0.0882329494612,0.10412764147,0.101046499148,
150,0.0825103461393,0.24462812828,0.0816566496911,0.0878132085584,0.106468600718,0.102707709481,
160,0.0829591436553,0.244296252846,0.0823851654805,0.0877318854707,0.105881826357,0.1022295086,
170,0.0828513593196,0.245045605258,0.0816710511878,0.0857228935806,0.10348238097,0.0994111486639,
180,0.0816062124115,0.242935117756,0.0797766147286,0.083897626382,0.102479773516,0.0979409481167,
190,0.0798480263905,0.241561024752,0.0782997370775,0.081740314869,0.101239782121,0.0968320394882,
200,0.0761679150309,0.237324878911,0.0752689021111,0.0773009103406,0.0955072682683,0.0921708584004,
210,0.0748197938463,0.235999222063,0.0744487364099,0.0765246366397,0.0919545851132,0.0887202853295,
220,0.076892041745,0.236151749367,0.075669479561,0.0780811544837,0.09266245102,0.0894724932583,
230,0.0724878510636,0.233903216725,0.0718809088691,0.0742069134474,0.0873669635151,0.0856134302568,
240,0.0718476726534,0.232302580249,0.0705077840463,0.0732081352603,0.0877281753462,0.0850086295291,
250,0.0714865337899,0.229123948781,0.0695212250471,0.0726236224891,0.0860676669504,0.0828417741258,
260,0.0704664407644,0.228698643071,0.0693495830063,0.072577099799,0.085808320874,0.0832887419653,
270,0.0708632212533,0.226401998124,0.0693348639179,0.0725490309716,0.0861911785213,0.0834062572255,
280,0.0705271533054,0.226430196813,0.0694625901483,0.0728539344967,0.086886089982,0.0841083582211,
290,0.0700357645918,0.225865947642,0.0678279911173,0.0708413061464,0.0867738389207,0.082606721173,
300,0.0690597420975,0.226764458848,0.0672882494776,0.069812020758,0.0871731621827,0.0836086092316,
310,0.0683899109499,0.226336779722,0.0668212807528,0.069314963292,0.0853899430226,0.0818876791934,
320,0.0660960468698,0.226181631777,0.0653403339655,0.0680820490527,0.0816509554214,0.0789400672936,
330,0.0663029267237,0.226821569564,0.0654897397051,0.0680101905089,0.0812599635027,0.0785462148121,
340,0.0675126524349,0.227918754987,0.0668125524672,0.0696262371848,0.0818147218557,0.0791436774321,
350,0.0684803905499,0.228162795707,0.0679379985076,0.0709912799811,0.0818899920749,0.0798881834312,
360,0.0675462334084,0.226853405263,0.0668514899733,0.0698385507179,0.0805677691588,0.0785409503764,
370,0.0666443367772,0.225601584064,0.0656887395963,0.0684353104338,0.0779967684156,0.0758019584363,
380,0.0640371181271,0.224113526005,0.0634144312918,0.0658647956044,0.074597321433,0.0729955548683,
390,0.0637858827701,0.223972752452,0.0632924530702,0.0663421909637,0.0738949865985,0.0730037614531,
400,0.0641539027115,0.22372387383,0.0632522249688,0.066096306746,0.0748240744829,0.0735301334426,
410,0.0633179456622,0.224291637966,0.0630251675451,0.0663489478798,0.0725435956561,0.0717531960409,
420,0.0635290077569,0.224550914505,0.0630374697327,0.0663730392598,0.0728338710692,0.0721107536116,
430,0.0623598831849,0.223339560062,0.0620385263825,0.0655542744151,0.0725277060906,0.0722088105491,
440,0.0613224666532,0.223972388334,0.0604223796331,0.0640408772863,0.0714708428213,0.0706095513788,
450,0.0625721427513,0.224699690389,0.062190527649,0.0654643941827,0.0740746617354,0.0742645105758,
460,0.0615464522421,0.225483636687,0.0610183481238,0.064222563903,0.0724715898152,0.0720788743727,
470,0.06081902524,0.225609697468,0.0595872905613,0.0632341908527,0.0714769688118,0.0701691453372,
480,0.0604959916542,0.225008216966,0.0599825949233,0.0636756747498,0.0714783878639,0.0711318335566,
490,0.0603530790022,0.225512012834,0.0597111050893,0.0640317283031,0.0698352123576,0.0694270271286,
