Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,15.767467546,12.287033889,14.7651796577,16.3574931761
0,12.1016315404,15.9296807025,11.1786205949,12.7752709017
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,12.9840717952,9.27922398207,10.2065563115,12.8433630742
10,45.7837764566,37.5224176077,45.5236196092,51.8115082206
10,39.6899085702,38.1370511256,38.4304547306,46.6911914064
10,42.7687747553,32.6953659,40.3221055736,48.985725224
20,50.0152989092,42.9114554874,49.6071725611,57.3612779367
20,47.1262096102,38.3233726813,45.2621713405,54.7071343326
20,44.7348724636,43.3121109829,43.2287056161,52.1018076975
30,52.5677118543,46.4069685555,51.9013122703,60.5153320905
30,47.5060399816,45.4310185815,45.9128799955,54.7818120344
30,49.3842760644,41.0490116684,47.6508493406,57.3494392052
40,53.8798320578,48.8518859559,53.2601598776,62.3890858029
40,49.3926594609,47.2583559121,47.8147069873,57.0517169174
40,51.3084039201,43.4554741993,50.2203605242,60.4433887318
50,55.3666297061,50.5904547944,54.8488638528,64.2388195779
50,52.8483561603,45.293628869,51.409772472,61.8528996623
50,50.7002040453,48.6349981718,49.0812360454,58.462592495
60,54.3169270451,46.9060814877,52.7876678293,63.3542799088
60,56.686803493,51.8046513639,56.2021551928,65.6651316006
60,51.549665099,49.6234031522,49.8494963785,59.6344172587
70,57.8267720119,52.9243191647,57.2473973913,66.8932381724
70,55.261351349,47.7071943826,53.6323839958,64.2939852402
70,52.4512852581,50.8585596492,50.7452999051,60.7140203742
80,58.4729390889,53.6768542834,57.8968955236,67.7394308352
80,55.9367298404,48.8357860319,54.4881483362,65.1053724594
80,53.5384778971,51.6325332281,51.84282899,62.1174798275
90,59.1728795973,54.6668668825,58.6045652108,68.801782584
90,56.823919259,49.9689691631,55.3376103462,66.0869798226
90,54.0881350572,52.2597875563,52.3878580491,62.7941847149
100,59.8063337472,55.6301604248,59.2490371998,69.5329665508
100,57.4394132061,50.810568629,56.0676575016,66.8629064897
110,60.3955907975,56.1294074001,59.9417870178,70.2625870733
100,54.7573944959,52.8408752827,53.0693271997,63.4292384342
110,58.0912914014,51.582154177,56.6639265132,67.6184584707
120,60.7050230836,56.6215768598,60.2931586727,70.6962608917
120,58.5805805534,52.1434070715,57.1550675792,68.1831200551
110,55.2176855195,53.6808663795,53.5296182233,63.9057093182
130,61.2365316528,57.0785519831,60.8153018502,71.2966338373
130,59.2345137802,52.7404925528,57.857887924,68.8993101443
120,55.8146858494,54.4591958433,54.1598670836,64.5859204189
140,59.6932436324,53.2845591687,58.3327867908,69.4574568846
140,61.6634981994,57.3987419117,61.2563539788,71.7268842987
150,62.0032329622,57.9759302726,61.7022613619,72.3134306934
150,59.99971359,53.7495147077,58.6801881501,69.9022118078
130,56.30992906,55.1680462321,54.662117311,65.2120913879
160,62.2738495241,58.3550811279,62.0278782137,72.6784265215
160,60.5028920528,54.298945542,59.1710095365,70.4241191795
140,56.6236356943,55.6554625632,55.0643096444,65.6722135522
170,62.6558587408,58.7188547921,62.4164902575,73.1100961476
170,60.9237993915,54.6748743553,59.5856542251,70.8814397552
150,57.0285173242,56.0152775786,55.4764096607,66.2392517951
180,63.0380249504,59.3706607264,62.7958746394,73.5325391401
160,57.73630393,56.6673501906,56.1972161777,66.8843475579
180,61.4230834963,55.0370657532,60.0546307411,71.3812531962
190,63.3914977507,59.8398064244,63.1195480679,73.9291861506
170,58.1716840033,56.9982463328,56.6398189667,67.481534632
190,61.6943778386,55.4861267605,60.4124349102,71.7870267938
200,63.56781922,60.0585074846,63.2905960655,74.1012416515
180,58.4283314617,57.1566298224,56.8964664251,67.794813561
200,61.914203479,55.8720466229,60.6680371155,72.1975225375
210,63.9341183995,60.3642594357,63.6537517153,74.5070716325
210,62.1531827129,56.2115779432,60.978241958,72.6215018257
190,58.711711107,57.3292818277,57.1785378413,68.0774492035
220,64.0920679119,60.61374377,63.8297917898,74.6950755106
220,62.5309765698,56.7143821899,61.4460331566,73.1339496588
200,59.1320509061,57.8555081061,57.6702771489,68.6397551607
230,64.3958573513,60.9346858337,64.1315022652,75.0868678152
230,62.590288711,56.9778470888,61.508661478,73.3903225543
210,59.512613966,58.0107124872,58.012920833,68.9896286367
240,64.6605291118,61.2574362388,64.4236688689,75.4729346272
240,63.0897446359,57.5562816035,62.0382068427,74.0232051058
220,59.7671373905,58.3983307029,58.2674442575,69.3843875841
250,64.8309809423,61.5133132203,64.5630462317,75.6886250972
250,63.3588486275,57.7606469232,62.3056632353,74.2970855508
230,60.0777974605,58.6964003869,58.621339986,69.7388884874
260,65.0353292418,61.832065847,64.73563136,75.9750998699
240,60.3461316213,58.9133547125,58.8364522691,70.0080704953
260,63.5672676928,57.9893397835,62.5594663484,74.5778356588
270,65.2712665471,62.0772769249,64.9450752596,76.2570798355
