Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,14.8988727538,8.18240899499,13.8957022624,15.2191698459
10,46.0092437837,34.4908396808,41.6802939328,46.6849492526
20,48.5576962862,39.5029689229,44.2388018606,49.6787169421
30,50.6705408444,42.9470907268,46.3645022931,51.9916315047
40,52.5767271675,45.6549132919,48.2806107433,54.5036241529
50,54.1011261754,47.4996969159,50.0690355662,56.2785145231
60,55.2334429804,48.7146375662,51.2044715931,57.6818174719
70,56.4817391083,50.04257102,52.4077325168,58.913945817
80,57.617197735,51.0388739177,53.4712439916,59.8692603581
90,58.2790820177,51.6220953204,54.1312153118,60.7265692197
100,58.7087053334,52.1951507933,54.5482509861,61.1940907425
110,59.1680575866,52.7456490495,55.0837184144,61.7126743181
120,59.6457611567,53.2622879638,55.5509398847,62.1973336053
130,60.0179999561,53.723797077,55.915873422,62.7024704253
140,60.7059026258,54.4398894788,56.5665933798,63.3788613045
150,61.1033908798,54.9395722747,56.9289273598,63.8418122909
160,61.5945989138,55.3565325922,57.4128723987,64.3390334677
170,62.0066796557,55.6135788005,57.8541486871,64.7803097562
180,62.6493207812,56.3014137502,58.5015402227,65.4313126676
190,63.0362222689,56.6842523085,58.9147440116,65.8688214036
200,63.3113804005,57.0360013777,59.1745702998,66.183865414
210,63.6076775988,57.3026005585,59.4341661772,66.4967158794
220,64.1487141798,57.668038518,59.9873632247,67.0793891009
230,64.5371496649,58.0607369423,60.3700316417,67.4627349607
240,64.6544163532,58.2994345292,60.503864496,67.6331344308
250,64.848168157,58.6481926701,60.7289918487,67.8582617835
260,64.9732024683,58.8341656618,60.8632905338,68.0063507068
270,65.165386864,58.9614252775,61.0672759244,68.2166301561
280,65.4962581141,59.3343181108,61.4203209279,68.639533573
290,65.7374521729,59.5374866606,61.6729029235,68.8833787749
300,65.9473705744,59.7481035126,61.8834053541,69.0938812055
310,66.1295256096,59.8985941539,62.0724123255,69.3185818574
320,66.3417140488,60.1268244357,62.2645908193,69.5605805945
330,66.5476649067,60.5135882559,62.501648013,69.9092995258
340,66.8777854271,60.8830933685,62.8419834555,70.2726503048
350,67.0459196356,61.119100929,63.0065997541,70.480833429
360,67.2624008778,61.3732419917,63.2344500422,70.7086837171
370,67.5580007359,61.5726342737,63.5300499003,71.0042835752
380,67.6717597745,61.742264473,63.6465173903,71.1621072169
390,67.853599001,61.9482867478,63.8286424898,71.3442323165
400,68.0498175453,62.2242025822,64.0185032546,71.5340930813
410,68.26503097,62.4293748806,64.2517389569,71.8231065992
420,68.4317136639,62.6184999869,64.4240456985,71.9954133407
430,68.5830957614,62.8159624135,64.575427796,72.1676372399
440,68.8052144941,63.0168731703,64.7675979038,72.3756968415
450,68.9718369657,63.1221216527,64.9284212993,72.5471276682
460,69.112347678,63.2126711058,65.0677496327,72.6864560017
470,69.1976648151,63.3168776688,65.1530667698,72.7717731387
480,69.367675004,63.3972030011,65.3300830052,72.9487893741
490,69.5643125123,63.5032740693,65.5145974681,73.1479465824
