Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,14.220051333,5.64358411429,9.32942438024,12.4569862568
0,12.8380966836,15.8197650965,12.8132689454,13.2140769502
10,33.3594252378,25.9686630311,28.7609607538,44.228797136
10,33.7798614317,39.1613902017,32.1718200895,45.4732124126
20,36.0806385408,31.7838531905,32.0437420047,49.0581883223
20,36.4721537011,44.3266850973,35.0022044957,51.0823088128
30,37.8722601125,35.1290163266,33.8382771954,52.4060989222
30,38.377167618,47.6413377762,36.5680255525,54.1101450064
40,39.0023107826,37.8954060705,34.8655849682,54.7436552237
40,39.7893964294,49.6660537775,37.9981135636,56.122909556
50,40.6772607072,40.2002221224,36.2301489326,56.7733215879
50,41.3609145636,52.0728205281,39.0689096658,58.0870933319
60,41.2361945851,42.0576539024,36.9105533481,58.2795890332
60,42.0804802205,53.5027644465,39.6354442379,59.4703854474
70,42.2069823965,43.3578475262,37.8700052764,59.6828680579
70,43.1048194807,54.8344098904,40.603050622,61.107947495
80,43.0393001374,44.5720218353,38.6544624923,60.7875009018
80,43.6033968851,55.9052019562,40.9751397865,61.9759681921
90,43.7334992767,45.771412744,39.3745397285,62.0442043871
90,44.2874908936,56.9718582416,41.6654947878,63.0689966098
100,44.2579271871,46.6806190864,39.7959443628,63.0244028252
100,44.6869975448,57.6455684295,42.0450537677,63.7155896912
110,44.7127147138,47.4227623485,40.1944204948,63.824780866
110,45.0006146332,58.2289781544,42.3339444007,64.3920328425
120,44.9874513284,47.8741170785,40.4281386789,64.362955514
130,45.6030871442,48.9363649259,41.0482370007,65.1859587852
120,45.3373447031,58.7817995663,42.6056269082,65.0409412067
140,45.8094841674,49.6743261798,41.2479540583,65.6165576338
130,45.876851786,59.6442795673,43.1314622341,65.9624175955
150,46.1834975299,50.3036125683,41.6414350696,66.214900532
140,46.2546723713,60.1748978556,43.4741565548,66.455273414
160,46.5321057497,50.7985503151,41.9476080132,66.8473688469
150,46.5048894489,60.6450498751,43.6165932872,66.9350943886
170,47.0295633822,51.487884701,42.2770135685,67.3966387159
160,47.0003631329,61.3755348466,44.1142910432,67.8553178701
180,47.4230134705,52.0135313208,42.5703297345,68.0160583242
170,47.1403138551,61.8494627946,44.2351088884,68.3426707864
190,47.7503890073,52.6112703354,42.9036547671,68.5400369228
180,47.3627432811,62.2791146494,44.4126333658,68.8742525447
200,47.9473642209,53.1034273541,43.1000505453,68.9501504674
190,47.6615116949,62.7335461473,44.6915100385,69.2629118587
210,48.1837941967,53.4146097737,43.3023742637,69.2213659764
200,47.7878900167,63.0307170442,44.813091984,69.6255268431
220,48.4020856386,53.7594440998,43.4978136077,69.5347490483
210,47.9137245482,63.4629122732,44.9230699558,69.992666285
230,48.6382111336,54.1711969378,43.717878193,69.8856733144
220,48.185407601,63.9593438103,45.1935241185,70.2564298895
240,48.8560997289,54.4260484939,43.9425172997,70.3840804773
230,48.3077316977,64.3110146759,45.2981054874,70.5228427265
250,49.0393132216,54.7742192906,44.1149963898,70.6563590798
240,48.4769034179,64.662371125,45.4885935584,70.8395252373
260,49.3070734472,55.1033489358,44.3457112305,70.9394295802
250,48.5568627085,64.9195399579,45.563450902,71.1400455251
270,49.5432074275,55.4853726005,44.525676266,71.1812245426
260,48.8086436636,65.3318585178,45.8048205808,71.5201695768
280,49.7332311978,55.7348732268,44.7103039596,71.4531184627
270,49.0036751125,65.6034364644,46.0102895092,71.8674973802
290,49.8388936869,56.0225823726,44.8503468498,71.7504889867
280,49.1484154578,65.7968717,46.1550298545,72.0761200558
300,49.9487107347,56.2451209128,44.9560378709,71.9717105078
290,49.2996904355,66.1242385139,46.3170101304,72.5971101161
310,50.0738698188,56.4738956897,45.0934543774,72.1546091819
300,49.4731165762,66.3812534355,46.4198023544,72.9233106421
320,50.1851767428,56.7034046249,45.1747315816,72.3320617318
310,49.7781130827,66.8380833121,46.7183433611,73.3968687974
330,50.351300989,56.957712599,45.2834041966,72.5358675138
320,49.8871230799,67.0204587052,46.820001881,73.6931025958
340,50.4886079047,57.2200664118,45.4242795487,72.7131406357
330,49.9897752549,67.3172956565,46.9397355063,73.9745267473
350,50.634512794,57.4582546371,45.5664942741,72.929070067
340,50.0912100015,67.4876288946,47.0383609389,74.2185659004
360,50.6984358159,57.6638880345,45.6124934285,73.1135865254
350,50.1865823062,67.6444330975,47.1558844135,74.3333179531
370,50.930384212,58.1955304144,45.8437846964,73.5956447018
360,50.2397455258,67.8916630495,47.2127097232,74.4647306538
370,50.3595229231,68.095675226,47.3201270208,74.6583858691
380,50.994745337,58.4534309137,45.9455607029,73.7651064066
