Time(Iteration),syncCoLinUCBCoTheta,GOBLinCoTheta,AsyncCoLinUCBCoTheta,LinUCBCoTheta,syncCoLinUCBTheta,AsyncCoLinUCBTheta,
0,0.938636595224,0.805809968834,0.713787877939,0.757789845263,1.0,0.801328407491,
10,0.199554090625,0.289305755215,0.188231144741,0.241650237563,0.297293763703,0.280792317359,
20,0.164747896112,0.284497880765,0.161561791074,0.206159599924,0.25092712195,0.242702532489,
30,0.132052078824,0.274000415877,0.134071402545,0.175114055385,0.201002485875,0.200889182053,
40,0.124196782996,0.278410859753,0.125135177573,0.165620124075,0.185974422199,0.18251253609,
50,0.120422777212,0.269354163199,0.123765544506,0.158163415333,0.179879478032,0.179219018854,
60,0.113713360714,0.264053157785,0.120722916549,0.15311948114,0.167918777345,0.173319179106,
70,0.100128930475,0.24683872986,0.103515789855,0.13103896876,0.165071277669,0.164740250857,
80,0.095552658875,0.242416648209,0.0960436141279,0.121166640651,0.162068707717,0.158757768925,
90,0.0930999174348,0.234047762511,0.0933901985568,0.11560071317,0.156739157332,0.152791310741,
100,0.0877445169032,0.228352793285,0.0832953748019,0.105946163301,0.143603492659,0.134291885689,
110,0.0855923230613,0.227254543864,0.0797353765791,0.102750980878,0.146265586159,0.13638415379,
120,0.0797271373257,0.227212072039,0.0774716530937,0.0998453604321,0.142471587082,0.136746816173,
130,0.0771399892184,0.224674308673,0.0744050763513,0.0988089963586,0.137128395712,0.131107594849,
140,0.0750735433425,0.223167249747,0.0717503265592,0.0947373739072,0.134924724917,0.129362447406,
150,0.0739185530173,0.218441571522,0.068972844694,0.0906871856662,0.134770932344,0.128784827665,
160,0.0681646342024,0.21929645376,0.0648916889753,0.0871192378681,0.135283171802,0.128543203048,
170,0.0672383738101,0.219523430973,0.0636282634359,0.0857609397886,0.132858585518,0.126672404642,
180,0.0659708243073,0.217960854552,0.0619021048099,0.0831933486365,0.130752918072,0.122742929492,
190,0.065013027513,0.214431265833,0.0613533841784,0.0794584325133,0.127856859215,0.120609029349,
200,0.0630405722652,0.21283522918,0.0597376813329,0.077108267292,0.124291506309,0.119360798314,
210,0.0620446209312,0.208679149728,0.0584661379147,0.0752510818612,0.125457799877,0.119123022669,
220,0.0567576471902,0.207902102688,0.0530176249012,0.0702036165485,0.12031597965,0.114006852176,
