Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,11.7379909122,13.1075616881,14.3386159869,11.5754297635
10,33.8525449315,49.4244943057,44.1387122735,46.2741845238
20,38.1061659936,54.0237809077,48.3443337385,52.2068926874
30,40.2742216031,57.5424322936,50.3179598678,55.3613212827
40,41.8830782138,59.8820259149,51.6724501211,57.602414883
50,43.0808313184,61.6211081138,52.7429405854,59.3384014709
60,44.2430685407,63.0791684352,53.6348434688,60.4733723945
70,45.0566092013,64.2365658053,54.4000163744,61.6989518383
80,45.8493971573,65.4602233592,54.991769894,62.8422286458
90,46.5968161073,66.4243376998,55.6896930273,63.9974732095
100,47.110872626,67.2651034798,56.149778329,65.0128594974
110,47.5639732607,68.5834543576,56.6087815495,66.1025611749
120,47.9554282761,69.2654573697,56.990453526,66.8965478664
130,48.2318605286,69.8889571425,57.2127286676,67.5620443059
140,48.5027971756,70.6051032902,57.4639435357,68.0984426836
150,48.8154563956,71.0175995536,57.731790605,68.5405311884
160,49.1244707657,71.3749763931,58.0207003246,69.1003243394
170,49.600929124,71.9413579158,58.4734130389,69.7747160885
180,49.9327276375,72.682947156,58.8055024775,70.4306081927
190,50.3293821487,73.1640264678,59.1551904627,70.9606322161
200,50.6424144528,73.4483616669,59.4618449552,71.3355985755
210,50.9237055999,73.904506715,59.7475017973,71.8176862484
220,51.1817538124,74.3816908476,60.0002039211,72.3669629773
230,51.5535172281,74.9373508814,60.3713183625,72.863914074
240,51.6890818717,75.1664217361,60.4923102284,73.0938050466
250,52.069876896,75.3780972592,60.8779232812,73.4941882192
260,52.2478708551,75.6657033804,61.0616054963,73.8681491083
270,52.5269852848,76.0087362617,61.3465793351,74.3061607277
280,52.8107568377,76.3939513935,61.6350894624,74.6718603109
290,53.0078774123,76.6428120719,61.8328693599,75.0179427263
300,53.2470943825,77.0295219387,62.0720863301,75.4656044585
310,53.5516008573,77.3259855249,62.3718304323,75.8558142144
320,53.6574961427,77.6024423396,62.4777257178,76.1947658441
330,53.8419288147,77.9022906464,62.6621583897,76.4278652012
340,53.9455088405,78.111512025,62.7826500376,76.6983215801
350,54.1391404807,78.4620942149,62.979502262,77.0627521501
360,54.2472209128,78.643163372,63.0945485274,77.2398715186
370,54.3197885117,78.8899668992,63.1671161262,77.4643392165
