Time(Iteration),syncCoLinUCBCoTheta,GOBLinCoTheta,AsyncCoLinUCBCoTheta,LinUCBCoTheta,syncCoLinUCBTheta,AsyncCoLinUCBTheta,
0,0.991687183881,0.676158474784,0.775939380566,0.819206341165,1.0,0.790043524067,
10,0.211567911355,0.307028262366,0.201091049452,0.221000319542,0.236846468093,0.223872436308,
20,0.176826186102,0.272116608346,0.181259848489,0.196136340974,0.19960274643,0.205047097469,
30,0.153592539224,0.258295183688,0.161909509908,0.176086305894,0.177845225449,0.182490378897,
40,0.135197097608,0.256070247732,0.140873446067,0.158057017845,0.155902785192,0.158959246529,
50,0.129593096644,0.253354956053,0.136418175232,0.152586479418,0.151416411515,0.153712448206,
60,0.124998655791,0.2485501846,0.130007292832,0.139594569372,0.143206894524,0.145901592931,
70,0.118296429004,0.249111600972,0.12141227422,0.129955548401,0.134626695558,0.133623265555,
80,0.115205212071,0.24738001106,0.116134512782,0.124422645054,0.125715885629,0.123679146622,
90,0.104887470185,0.247463228319,0.105386784998,0.113279314221,0.115669855491,0.113713490545,
100,0.0978327511995,0.24979848078,0.102028504377,0.110987742031,0.109356318522,0.111984647517,
110,0.0907849366742,0.247907588433,0.0954139446136,0.104489630421,0.101385333769,0.10332584351,
120,0.0886219087934,0.248401187835,0.0940088011153,0.103744102541,0.0990219752385,0.102901913382,
130,0.0834078612766,0.246206837595,0.0888497454469,0.0986327728998,0.092731693646,0.0963705189598,
140,0.0824734675718,0.249104587438,0.0864910590949,0.0958938110411,0.0904892127127,0.0927121978548,
150,0.0839030690584,0.251364847601,0.0877555357739,0.0974815675406,0.0903320146558,0.0928600343296,
160,0.0829913518838,0.251892452682,0.0857022031444,0.0944732347356,0.0914727251364,0.0907948752154,
170,0.0820999870021,0.250245404648,0.0856550551528,0.0944320922147,0.0917548528722,0.092198109892,
180,0.0819396492326,0.249333052524,0.0834944970407,0.0917714302404,0.0930013684649,0.0915177827014,
190,0.0806315178765,0.247185078235,0.0815323311415,0.0892087989679,0.0901753686676,0.0890000839229,
200,0.0771888185045,0.247252503021,0.0778203488471,0.085473173639,0.0861381910106,0.0844863323911,
210,0.076303714776,0.247119431967,0.076671567687,0.0842892882249,0.0844529682229,0.0830517816381,
220,0.0776498289465,0.246787283201,0.0781864703141,0.0850154815709,0.0856550931794,0.0841084128446,
230,0.0737211250327,0.245496001184,0.0743879545793,0.0803847096003,0.0812183807931,0.0797624673522,
240,0.070928279001,0.245011647318,0.0724668200334,0.0788959093677,0.0799559937612,0.0795619719944,
250,0.0694322803657,0.242935853334,0.0710717891217,0.0770915091309,0.0767918335966,0.0779949819491,
260,0.0702097139398,0.244202058609,0.0714173369028,0.0775930939825,0.0781856520556,0.0788176286381,
270,0.0690523449611,0.242176831141,0.0684252057478,0.0744185173206,0.0773482927765,0.0756748042027,
280,0.0670339893064,0.241083255717,0.0662384156885,0.0719773788519,0.0747514304548,0.0731236060024,
290,0.0662617434575,0.240193634608,0.0669093819636,0.0721303852799,0.0729844030505,0.0720763530872,
300,0.0645131598686,0.240900482675,0.0643406458859,0.069371652224,0.0708746592586,0.0690914946271,
310,0.0646688009155,0.240554671418,0.0644891806079,0.0694247729307,0.0697105054237,0.069051729923,
320,0.0628327414749,0.238936236285,0.0626962399258,0.0671881465109,0.0682467441088,0.0683507810876,
330,0.0623197120579,0.238253327042,0.0625633280529,0.0666834232123,0.0675313285141,0.0686739252948,
340,0.0613091076784,0.237381754878,0.0615519198407,0.0652928824934,0.0674329223894,0.0686126595476,
350,0.0598120886584,0.235555208096,0.0605908992348,0.0643837278129,0.06522933817,0.0673199599174,
360,0.0577515854548,0.233005030919,0.0586162622136,0.0621639477865,0.0638453743148,0.065835709408,
370,0.0563207017791,0.232842663961,0.0564079909152,0.0603275240425,0.0626863795125,0.0630075555042,
380,0.0551168020913,0.233468299894,0.0555383554705,0.0593486138614,0.0610792621688,0.0618041026607,
390,0.0541948209115,0.231782022181,0.0547632110224,0.0584344622165,0.0598527209828,0.0607471243382,
400,0.0554620722848,0.231926313941,0.0560366620518,0.0595951775671,0.0612192583401,0.0619548456151,
410,0.0558237798937,0.231507464168,0.0558127962599,0.0592913639186,0.0612127319219,0.0615294262607,
420,0.0544283320819,0.231550097111,0.0551653503841,0.0580756904279,0.0604185246269,0.0612609061891,
430,0.0552291409747,0.232399350899,0.0556251976907,0.0584543734655,0.0603199603548,0.0605935685032,
440,0.05372315286,0.231413941891,0.0543879311129,0.0568177613735,0.0598065574036,0.0605508764981,
450,0.053231328103,0.231291021739,0.0537653387407,0.0556972282617,0.0589907879406,0.0593537558037,
460,0.0539987341887,0.230955258703,0.0547550792206,0.0569147744279,0.0612793061648,0.0621260810835,
470,0.0528542921683,0.231191966064,0.0536533640167,0.0561531540181,0.0601247856745,0.0607292253981,
480,0.0527985321531,0.231006772922,0.0529710673332,0.0556026456438,0.0598568599046,0.0603015356284,
490,0.0523040303512,0.230292768652,0.0524299847444,0.0553265999234,0.0595400647124,0.0598733443604,
