Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,32.8008894214,39.6391730174,38.1608263327,35.0352000552
0,29.8045063376,38.419911807,34.7626600303,31.7984051935
0,32.0304259633,30.3755437032,22.6660537936,31.4721250414
0,36.6691547249,34.6867975141,31.2195819196,34.8292920103
0,33.1634221074,36.3246102796,24.9247373209,31.4932491909
0,31.3776046147,36.5347699485,28.3883404434,29.7157260227
0,28.9118171603,29.7682667428,27.0738199663,29.6702283793
0,30.9189496055,34.2094152084,26.9913863778,30.971096648
10,68.5197347767,66.1492420216,55.976200192,85.2975801939
10,66.0249938679,62.1009067658,68.5228981608,92.3625862331
10,78.7103219731,74.6435235455,84.7620263125,104.379052062
10,73.0784635351,74.544253037,67.8412402447,92.9512690371
10,84.8090169553,71.4051653432,81.2838686037,95.1740610556
10,81.5274998351,64.6288481287,78.257309664,94.0999995843
10,78.428917459,72.7920369931,67.8362504388,88.9258890949
10,81.1776169633,72.3092543112,83.7106968257,93.7398960956
20,73.3667051795,75.7088847724,60.2625325776,93.2129121632
20,72.0987759547,68.9769908096,74.2693801624,101.66037744
20,84.2485449907,84.861803935,89.8082248886,113.226190628
20,77.9717429807,86.0600706861,73.5116584547,103.789796402
20,91.7214217036,79.1590198557,88.8642933399,105.156519903
20,87.6535238477,72.7996676049,84.6222283123,102.72991112
20,87.0268902025,80.1629857844,89.7677058442,102.923046249
20,84.7184874691,80.3367376172,73.8863400507,98.1106765334
30,78.3921197985,80.9924902976,65.155187554,100.183046824
30,87.4456696447,88.3951226937,93.5694581364,119.139160262
30,74.8447965471,74.0517702656,77.4231864879,106.41838204
30,80.8616221351,90.5445345383,76.295427726,109.15369406
30,95.1858957508,85.3014890866,91.7794278433,109.704895881
30,91.3088274876,77.2337507719,87.8058919069,107.335004398
40,80.2919170105,84.5420012995,67.2410282518,103.126357571
40,89.2656196381,91.7093758985,95.3841841854,121.895048687
30,90.1861273051,83.6475841376,92.9085081377,106.881004881
40,83.2787919027,95.240206246,78.8475341484,113.57508114
30,87.6413336761,84.7689298555,77.0752642851,103.024066089
40,76.6580904964,77.4279050226,79.3582760792,109.742815075
50,82.3132358598,87.6264746475,69.2853264943,105.844320165
50,91.8603852644,94.9725829974,98.1300543845,125.245438881
50,84.839703877,98.5537272215,80.4266858786,116.736735997
40,93.5906908815,79.5033925903,89.6749820281,110.183940012
40,97.9352217473,89.9404931573,94.404101415,113.692084177
40,92.1352531685,87.0312897906,95.2887005601,110.032067502
50,78.0953999837,79.9190942806,81.0077816804,112.116862281
40,90.3254005887,87.3661812984,79.9858056487,106.198371507
60,83.7256879943,90.314375223,70.5740869848,108.335431444
60,93.2143891343,97.1571037602,99.6433541334,127.717619991
60,86.4191790798,101.170682811,82.0014781859,119.313552902
50,95.4007815336,81.7399660398,91.5038311626,112.466118588
50,99.7137309992,92.2775927516,96.1092579952,115.786103066
60,79.3306372495,82.2699712337,82.3358421429,114.895774885
50,92.1632153297,90.3956472602,81.8282394891,109.01124899
70,84.6191344009,92.1713137168,71.4023214246,109.410429393
50,93.5991167018,89.7594352704,96.5324790619,112.171752571
70,87.7962501962,103.153708151,83.7354088756,121.654159473
70,94.4840799954,99.2283640961,100.983402344,129.785472784
60,96.5823650296,83.1964554358,92.6283428358,114.342140835
70,80.3643668026,84.9010400863,83.6343681437,117.377548038
80,85.8042949027,94.3161360283,72.5799903128,111.166875184
60,100.990227818,94.2066382061,97.6912806892,117.857128573
80,88.5722895258,104.773487934,84.5974168165,122.841349858
80,95.6677901526,101.000802397,102.384160832,131.711079077
60,93.5972877546,92.3368176209,83.5349571818,111.352255148
60,95.1392960539,92.5208899843,98.0125545302,114.586353427
80,81.588116698,86.6002458605,84.655648429,119.257788782
90,86.7937083916,95.5803490707,73.5009442875,112.646873441
90,89.5125590786,106.31943374,85.5645413512,124.728513168
70,97.8359218103,85.537301708,93.9231830411,116.185924173
90,96.9328586045,102.654705429,103.632240123,133.283662986
90,82.386143538,87.7146282127,85.4737133368,120.548745032
100,87.8907600612,97.3367250042,74.601027191,114.242578076
70,102.323281201,96.1703363808,99.1421134479,119.521303036
100,98.0502560351,104.463207689,104.665322717,135.163363015
100,90.3433287025,107.622825896,86.4258571976,126.051879651
70,95.2967488283,94.6085417035,85.2045590879,113.411411747
70,96.4711543125,94.4258651683,99.4129721977,116.82432582
100,83.3870535087,89.1093919709,86.0217221746,122.087229685
110,98.6031160769,105.375256033,105.350166094,136.126670365
110,88.5643797718,98.3515548706,75.2610837607,115.382588345
80,98.3397895854,86.4423457002,94.3820110257,117.167924811
110,91.0312452294,108.55584085,87.139230365,127.420257045
110,83.8930106594,90.3440832359,86.4723186931,123.249016613
120,99.3680619499,106.609521718,105.977475678,137.116297654
80,103.492050419,97.6091202063,100.406841026,121.287506687
120,89.068390523,99.5467374039,75.7673678912,116.397039753
80,96.6192974454,96.4102430534,86.5107054734,115.276744617
120,91.7834956652,109.886496875,87.8984540078,128.740261464
80,98.0449097411,96.1375812489,100.886466945,118.538151577
130,99.912825762,107.975794415,106.49824103,138.033071356
120,84.4678296022,91.1877213416,86.9848149984,124.301312508
130,90.18697775,101.202539967,76.7956905427,117.914518042
90,99.5710043305,88.1152939112,95.6873446503,118.865919188
130,92.3952286636,110.846945783,88.5526702842,129.719540142
90,104.248776164,99.2927878497,101.183631715,122.567438584
140,100.464754243,108.750562561,107.047444142,138.831637113
90,97.6971103652,97.8573814644,87.6198583194,116.73608915
130,85.0345912315,92.1051639856,87.492207109,125.443768671
90,99.332463374,97.288021162,102.070772233,120.444718514
140,90.941634493,101.994613782,77.4206475404,118.777831272
100,100.010277004,89.0317075907,96.0864261132,119.545258951
140,92.8455252114,111.732285431,89.1090682529,130.481814699
100,105.401315569,101.274735242,102.541081364,124.249890675
150,100.755521524,109.33100363,107.440264874,139.54493723
100,100.268108554,98.5165778422,102.971003303,121.864749859
140,85.5658733891,93.3276558968,88.0637211221,126.524102181
100,98.6063186621,99.360405206,88.7055918055,118.320944686
150,91.4350088768,102.796434294,77.9066293675,119.524808327
