Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,15.5602839995,17.0637546045,13.3119652529,14.37024712
10,49.2358477136,39.8827404584,45.1711680781,49.6593900543
20,53.9922200283,45.3954193375,50.1691007499,55.5058798589
30,55.9623289754,48.4310459431,52.3530749897,57.7392199219
40,57.6690950116,50.2981036931,54.1118004878,59.4563748274
50,59.0480001421,52.097967901,55.4670680925,60.8604070354
60,60.4511199104,53.2494412311,56.9150957476,62.3507707481
70,61.5942649819,54.4628332854,58.1094905686,63.5510370933
80,62.5823634049,55.5631696782,59.1354972426,64.6076678493
90,63.2896084181,56.529897296,59.7800633318,65.2617491363
100,63.7440266182,57.1535815395,60.2164169975,65.7392127276
110,64.449479118,58.0891472009,60.7923020754,66.3502391933
120,64.9560818359,58.7956752981,61.2989047933,66.9410335767
130,65.4955791633,59.1524671312,61.8625146408,67.5046434242
140,65.8288400227,59.3832877431,62.2086989737,67.8951574414
150,66.1244785862,59.9473882761,62.5122880596,68.2563307053
160,66.2457322532,60.1000036101,62.6556981964,68.418917349
170,66.475679654,60.468791565,62.8942349693,68.7018721025
180,66.7686791011,60.9845995305,63.1646417935,69.0314732241
190,67.0506407832,61.4229011358,63.4840388529,69.4150424086
200,67.4754021753,61.8653117462,63.8208997755,69.8816566771
210,67.8702753598,62.3115259765,64.1043592383,70.1847073872
220,68.216930125,62.6994168763,64.4510140035,70.5569391243
230,68.5791912547,63.2533044425,64.8382097734,70.9496948712
240,68.6532037925,63.4394665955,64.9304180388,71.0419031366
250,68.9100104768,63.6876767268,65.1866041596,71.3481022344
260,69.2037629633,63.9959280775,65.4518553906,71.6674203349
270,69.3833006799,64.243774279,65.6313931071,71.8548813391
280,69.6716306314,64.4290653021,65.8843689104,72.1668612764
290,69.8671923703,64.7059481614,66.0581100821,72.449080916
300,70.1718882945,64.9060605359,66.3628060064,72.7672923617
310,70.4411483326,65.1425138664,66.6320660445,72.9793556676
320,70.5764939049,65.2763611979,66.7674116168,73.1079927021
330,70.8860351938,65.5142996049,67.0557940918,73.4220179767
340,71.0489802819,65.6540293062,67.2252333531,73.5881585988
350,71.1805483802,65.8060719004,67.340785011,73.7132811318
360,71.3213190986,65.9970905465,67.5021805564,73.8759971936
370,71.4411681649,66.131014834,67.6220296227,74.0112015866
380,71.6745582433,66.3817150514,67.8554197011,74.2622407309
390,71.9288865078,66.6497624167,68.089820148,74.5103426205
400,72.0605145217,66.8412645985,68.220801507,74.6853729119
410,72.2538911591,67.1051501135,68.4071272574,74.8756930457
420,72.4260674046,67.2958052123,68.6010813129,75.0814611784
430,72.6210503541,67.4741898565,68.7960642624,75.278273651
440,72.8336012513,67.7039257012,69.0086151596,75.5413354768
450,72.9144163802,67.8029869289,69.0853760838,75.6222330401
460,73.1302448097,67.9900348154,69.2733859152,75.7993962211
470,73.2489061524,68.1392077715,69.3920472579,75.9180575638
480,73.3136920513,68.2472167002,69.4568245768,75.9989494889
490,73.4335610974,68.412284257,69.5766936228,76.1403136609
