Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
0,0.772877239233,,
0,0.72776227302,,
0,0.770353236606,,
0,0.768985665457,,
0,0.758355393689,,
10,0.228355004612,,
10,0.230144877399,,
10,0.252064087467,,
10,0.228001810532,,
10,0.218053101761,,
20,0.184619895006,,
20,0.197478152016,,
20,0.206938056921,,
30,0.168989551357,,
20,0.200367522608,,
20,0.20523632484,,
30,0.176493912487,,
30,0.187415279272,,
40,0.156969646522,,
30,0.175652666728,,
30,0.183706814921,,
40,0.161663760075,,
40,0.17599631282,,
50,0.144472597986,,
40,0.163095412255,,
50,0.14989457925,,
50,0.159806111481,,
40,0.170622577878,,
60,0.135803889854,,
60,0.14059015112,,
60,0.148507102018,,
50,0.158986518238,,
50,0.157230140067,,
70,0.130166863283,,
70,0.137039341663,,
70,0.139021456777,,
60,0.15154014984,,
60,0.146938790238,,
80,0.126362482041,,
80,0.131802302553,,
80,0.132212901198,,
70,0.144578038763,,
70,0.147558565794,,
90,0.124373493957,,
90,0.124158739218,,
90,0.127849895474,,
80,0.137649657226,,
100,0.121771049472,,
80,0.140223573757,,
100,0.121349396347,,
100,0.127749407831,,
90,0.133791449699,,
110,0.11533029065,,
90,0.137016255366,,
110,0.119749777793,,
110,0.118798348517,,
100,0.130338968931,,
120,0.10826283385,,
100,0.132827775226,,
120,0.115711433952,,
120,0.117321661918,,
130,0.104939902936,,
110,0.126076608242,,
110,0.130132929717,,
130,0.110104266987,,
140,0.102623644415,,
130,0.115261708202,,
120,0.125231659561,,
150,0.101221239612,,
140,0.110205625072,,
120,0.127400078972,,
140,0.111516596434,,
130,0.126637780297,,
160,0.0979129878786,,
150,0.107547189491,,
130,0.124264561477,,
150,0.108221690085,,
140,0.122067129072,,
170,0.0946960355318,,
160,0.105183769164,,
160,0.108431151035,,
140,0.118887168999,,
150,0.119761693364,,
180,0.0929289085673,,
170,0.103236703189,,
170,0.105778249749,,
150,0.117059771461,,
160,0.116494544542,,
190,0.0907369384297,,
180,0.100060044594,,
160,0.114070861201,,
180,0.101491694346,,
170,0.115164687951,,
200,0.0890582127053,,
180,0.113927756898,,
190,0.0987786319981,,
190,0.0978572866178,,
170,0.109316225822,,
210,0.0882945291045,,
190,0.110277915517,,
200,0.0958203351228,,
200,0.0971170152354,,
180,0.106774809505,,
220,0.087182605712,,
200,0.106746188562,,
210,0.0944459359066,,
210,0.0953092874997,,
190,0.105785167083,,
230,0.0883400023614,,
210,0.101400126397,,
220,0.0933610828407,,
220,0.0933610791063,,
200,0.103206064768,,
220,0.0996682695034,,
230,0.0910291673259,,
240,0.0876539715816,,
230,0.0933679258991,,
230,0.0989428533907,,
210,0.103475737796,,
240,0.0908199314386,,
250,0.0871509508871,,
240,0.0915279191522,,
240,0.097596165805,,
250,0.0899075576856,,
220,0.102742849364,,
260,0.0867526517142,,
250,0.0904210278612,,
250,0.0951654377389,,
260,0.0907952112943,,
230,0.101944596881,,
270,0.0858310797258,,
260,0.090782646625,,
260,0.093317943112,,
270,0.0901944190467,,
240,0.100712981711,,
280,0.0836427183818,,
270,0.0897974163502,,
280,0.0893078387916,,
270,0.0920028238927,,
250,0.0996294711258,,
290,0.0834458541195,,
280,0.0919888949869,,
280,0.0907021269758,,
290,0.0879007787913,,
260,0.0973649300149,,
300,0.0815423088798,,
290,0.088136390358,,
300,0.0844768160692,,
290,0.0914706606108,,
270,0.0936427620961,,
310,0.0800011256413,,
300,0.0883665765384,,
310,0.0845742144804,,
300,0.0916257898437,,
280,0.0913863203451,,
320,0.0805909639616,,
310,0.0884643952256,,
320,0.0834946631116,,
310,0.0892704259355,,
290,0.0906124030433,,
320,0.0869813992951,,
330,0.0837020518929,,
330,0.0792583623679,,
320,0.08742864795,,
300,0.0887051630807,,
330,0.0857581370926,,
340,0.082894049794,,
340,0.0793518238137,,
330,0.0863530019251,,
310,0.0868454104507,,
340,0.0847222366416,,
350,0.0774557941469,,
350,0.0837010727762,,
340,0.0855365718064,,
320,0.087645106828,,
350,0.0838057998426,,
360,0.0766433701779,,
360,0.0816999336438,,
350,0.0838656467928,,
330,0.0857663729779,,
360,0.0822787424755,,
370,0.0802014796731,,
370,0.076343314749,,
360,0.0808000767864,,
340,0.0835841274533,,
370,0.0826247890374,,
370,0.080466276534,,
380,0.0755010819259,,
380,0.0789466204873,,
350,0.0810329834549,,
380,0.0808206355006,,
380,0.0797083231958,,
390,0.0758005750274,,
390,0.0792903279668,,
360,0.0799698867414,,
390,0.0798897205826,,
390,0.0794367755529,,
400,0.0797587833459,,
400,0.0755384103204,,
370,0.0801234509678,,
400,0.078726853483,,
400,0.0789613839074,,
410,0.0790039952267,,
410,0.0751285137823,,
380,0.0815337963715,,
410,0.0777748198151,,
410,0.0786598355906,,
420,0.073660596881,,
420,0.0783782017179,,
390,0.0799390842685,,
420,0.0764941670294,,
420,0.0769415974571,,
430,0.0733814609194,,
430,0.0788430023476,,
430,0.0767541053847,,
400,0.0785031096991,,
430,0.0754113686671,,
440,0.0720306808992,,
440,0.0783654689015,,
440,0.0764342522279,,
410,0.0777108648376,,
440,0.0744702014967,,
450,0.0715390786459,,
450,0.0761685051883,,
450,0.0774141981279,,
460,0.0754883229972,,
420,0.0763888303201,,
450,0.0741997066154,,
460,0.0708009359918,,
460,0.0775238807143,,
470,0.0764412961066,,
430,0.0748912235708,,
470,0.0694041422876,,
460,0.0750205371819,,
480,0.0760830754717,,
470,0.0751540309603,,
440,0.0732990448297,,
480,0.0692735218456,,
470,0.0739784375611,,
490,0.0750266884696,,
480,0.074488221764,,
490,0.0683823883322,,
450,0.0713275454524,,
480,0.0729600039876,,
490,0.0732579653742,,
460,0.0711667554455,,
490,0.0725337899386,,
470,0.070361197486,,
480,0.069896729133,,
490,0.0686798689966,,
