Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,13.0855370304,7.30045332599,14.4351316444,12.3442680064
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,12.6675183721,7.48567330791,7.92212735473,12.165620373
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,12.6683825913,11.7455633513,10.187266635,11.9981289526
10,31.3831399509,28.7353308799,23.6262582639,42.9237874861
10,34.2546075525,35.2329998208,30.6901415535,42.2043208746
10,35.5956154793,26.6986690722,40.6756209834,41.8116222137
20,35.3547782754,34.8505743718,27.9190321999,49.0475281384
20,39.3963035974,42.0387137975,35.768564455,49.2940555822
30,36.8108974428,37.9376479686,29.5381276966,52.5006047118
30,42.1648335336,45.273239967,38.4349600719,53.1615284928
20,38.8529749626,31.0950764081,43.1814077623,46.7277308483
40,38.1452674699,39.8732805439,30.8763001054,54.9493945812
40,43.6499956677,46.7824090567,40.1494753976,55.3293640418
30,40.9265819027,34.5621084062,45.2949366257,49.3242214784
50,39.3294966324,42.1869950611,31.9011192464,56.5488827019
50,44.5704560487,48.9547227517,41.067919179,56.9467303424
60,40.6716649625,43.8727618241,33.0843846589,58.1041492842
40,41.6474957652,37.1622378111,46.4306088986,51.0685634183
60,45.1400372606,50.401506094,41.7623178323,57.9792160972
70,41.1301810418,45.2956578242,33.6534107895,59.0092607032
70,45.8971239199,51.7874872186,42.5091800474,59.0250528855
50,43.0451294759,39.036556064,47.5650334183,52.7676911179
80,41.4191333806,46.7877689965,33.9870616521,60.0528670623
80,46.3812961943,52.6411493669,43.010571746,59.6435383501
60,43.8026384131,40.2840378181,48.3529773593,54.22504513
90,41.995787031,47.748933695,34.5575783284,61.2259348338
90,46.8333177345,53.9361918227,43.4714300773,60.5023201668
100,42.477312338,48.2287739882,34.9599153945,62.1271831368
100,47.203304048,55.2505810021,43.8245376203,61.4041164771
70,44.1926239315,41.6973916874,48.8082926058,54.9366311213
110,42.6509403919,49.1830623595,35.1443727955,62.8237334604
110,47.7964219031,56.1509035463,44.3530751499,62.5916260285
120,42.9049101192,49.6296323103,35.4731973871,63.5688901069
80,44.7992216392,43.1488521423,49.3713992697,55.9958735388
