Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,13.2675265497,6.90282340567,10.3373363879,13.1629296586
10,35.9967568655,26.7775556762,33.1868994996,42.6931199406
20,38.8888519109,32.2868220508,36.1593800813,47.1432035992
30,40.6575245112,36.4123612582,37.9712629743,49.9346826881
40,41.7094315437,38.8937925789,39.2690053526,52.0621388299
50,42.8992484853,40.8252007,40.4857780305,54.2979494441
60,43.9471197628,42.5741030215,41.5216692377,56.1946149216
70,44.6770955118,44.1533583549,42.2499383802,57.3694495029
80,45.5325780902,45.2167889853,43.1077200462,58.8338748841
90,45.9503767057,46.1631349707,43.5440145221,59.7129237156
100,46.5366322711,46.9912103997,44.1289343579,60.7690439515
110,46.9531826148,47.7709344971,44.5473913651,61.4646182123
120,47.1999495795,48.4460381611,44.8217188151,62.1965514161
130,47.5439561909,49.1422470932,45.1657254264,62.7565255599
140,47.747298556,49.6896066558,45.3686286671,63.177673948
150,47.9680409356,50.1528357817,45.5950729225,63.6417219589
160,48.1629042392,50.7728177981,45.7899362261,63.9818845393
170,48.4950047661,51.314229577,46.1106957147,64.5462704138
180,49.0123674651,52.1777747788,46.6119548488,65.1271164906
190,49.4202381213,52.8678129774,47.0200098732,65.8323908801
200,49.6589256543,53.1966584382,47.2586974062,66.2284762464
210,49.962816785,53.823772064,47.5821476032,66.7825184037
220,50.128181199,54.2143832372,47.793309448,67.2271974348
230,50.3556500208,54.6564884701,48.0094774519,67.6124506818
240,50.7608587396,55.3142368745,48.399789926,68.2018368763
250,50.9716960447,55.7361352806,48.6116166423,68.6656711138
260,51.241073097,56.2519857762,48.8888468091,69.0841451865
270,51.4184653589,56.5563298259,49.0623430711,69.3773970126
280,51.6166005555,56.9295652396,49.2604782677,69.7247539865
290,51.716833,57.203939008,49.3607107122,70.0077262346
300,51.9509096114,57.6965764814,49.5812468858,70.4224227218
310,52.1608371392,58.0898739414,49.7763040444,70.7998206914
320,52.327554957,58.2746023445,49.9430218622,71.0983258549
330,52.4474560959,58.529530333,50.0629230011,71.34440785
340,52.6400078225,58.8587424837,50.2492064826,71.7250473611
350,52.9421728259,59.2796000021,50.5592251977,72.2168317738
360,53.119196224,59.4494916712,50.7500675779,72.5112104976
370,53.2296375014,59.7467174655,50.8605088553,72.735008998
380,53.3870487393,60.0207753976,51.0130794386,73.0477879562
390,53.4787640482,60.338740439,51.1047947475,73.2346375261
400,53.5767062884,60.5606926491,51.2302309122,73.4649405727
