Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,14.382741742,7.42829411293,12.9313316865,14.4623757939
10,41.9145694306,31.0561153464,39.5276254218,43.1708130029
20,46.4184281702,35.8176487248,44.0215530535,47.9443209201
30,48.5956726774,39.2733204333,46.1852167401,50.1161573876
40,50.555486924,41.2168932251,48.2668957083,52.2265686745
50,51.6461977115,42.5565965437,49.4848010942,53.3110449441
60,52.868276967,43.7457938748,50.4102547957,54.5295796036
70,53.7730422831,44.4659222032,51.3941546661,55.4696005295
80,54.5757368929,45.0569060121,52.1907499986,56.3055276616
90,55.1892536249,45.8540089702,52.936066909,56.9547199652
100,56.0119518014,46.6194578095,53.7665294038,57.78518246
110,56.662988099,47.4003903065,54.7825607957,58.6868724898
120,56.9888016762,47.6724545267,55.151242708,58.9833732596
130,57.2233772036,47.9949644438,55.3995877822,59.1851681535
140,57.6137041535,48.3387008704,55.7780604457,59.5603786332
150,57.9441898744,48.5891326153,56.102944088,59.8811148479
160,58.5062336553,49.1577840589,56.6660147339,60.4759915852
170,58.8716075741,49.4845029792,57.1032320464,60.9121636074
180,59.1755129548,49.9163601724,57.3895600336,61.2178402149
190,59.5654592351,50.2224572877,57.7270403854,61.5553205667
200,59.869788106,50.6472774051,58.0750690799,61.9033492612
210,60.3858669993,51.0297438308,58.6034922155,62.4317723968
220,60.5778114931,51.4719001731,58.8832394465,62.7733910257
230,60.7433212809,51.6711455238,59.059487092,62.9137389609
240,60.9769030501,52.153358541,59.3574065113,63.2136331353
250,61.2685313787,52.5817472146,59.7588079841,63.5659529642
260,61.6388854129,52.9817175026,60.1278096788,63.9993514592
270,61.9767619978,53.4109241069,60.5140690836,64.4183964138
280,62.1290456001,53.6200837699,60.6568345769,64.5611619071
290,62.3438709699,53.828587461,60.8852601712,64.7895875014
300,62.6470489576,54.1144153207,61.0957308152,65.1072940602
310,62.761502272,54.3008604122,61.2151526459,65.2395644271
320,63.0595787667,54.566382361,61.4391579643,65.5498209828
330,63.1866573815,54.7190496392,61.5841142529,65.6947772713
340,63.4617046747,54.9269625018,61.86244791,65.9713990362
350,63.7007710466,55.2167941898,62.1170291939,66.1744630493
360,63.8673934415,55.3796998999,62.2576070994,66.3384648953
370,64.0766458885,55.6702965527,62.4945235068,66.6634976195
380,64.2719760367,55.8940611577,62.761832212,66.9307366692
390,64.5375326627,56.0808076563,63.0581257959,67.1869448432
400,64.7747055464,56.3739988903,63.2753489551,67.4203227166
410,64.9156445949,56.5193967849,63.39501575,67.5277562534
420,65.1410654225,56.682143056,63.6114119325,67.7566518749
430,65.226887824,56.8248819628,63.713452923,67.8528520342
440,65.3292976901,57.0076276523,63.8523488448,67.9824093228
450,65.3762729753,57.0430214488,63.8993241301,68.0293846081
460,65.6180322081,57.2005002934,64.1410833629,68.2743721048
470,65.7365956522,57.3651782227,64.2614608764,68.3904968227
480,65.8010779143,57.4592424767,64.3259431385,68.4549790848
490,65.9171179396,57.550916241,64.4396056966,68.559385302
