Time(Iteration),syncCoLinUCBCoTheta,GOBLinCoTheta,AsyncCoLinUCBCoTheta,LinUCBCoTheta,syncCoLinUCBTheta,AsyncCoLinUCBTheta,
0,0.991687183881,0.690058068211,0.823490276645,0.816517389811,1.0,0.836363228072,
10,0.234833624867,0.306977350124,0.226296047644,0.241209503178,0.257367889947,0.250850295178,
20,0.184464840195,0.269277231999,0.17175947466,0.185491166706,0.202620787786,0.186790155888,
30,0.141986792222,0.249225224529,0.136778473025,0.143689804703,0.15415443087,0.145154897935,
40,0.125499261446,0.247669758201,0.119767096212,0.124110347677,0.137136323443,0.129689097418,
50,0.116502016039,0.252473900005,0.116475332685,0.118558918212,0.129851201568,0.127328219022,
60,0.112646167513,0.246513589114,0.114407086244,0.118156443552,0.124817791058,0.123691195888,
70,0.111947510226,0.240516364426,0.112428851174,0.115030002114,0.119725188706,0.118826708091,
80,0.112454167759,0.248404720133,0.114708852387,0.118791248425,0.123618401398,0.124313352755,
90,0.109616187944,0.248067001304,0.11002380006,0.114134992241,0.122934468051,0.121854617272,
100,0.105148723667,0.245399417343,0.103369534231,0.107339478614,0.116039584535,0.115635574328,
110,0.103019307953,0.245174131671,0.102311893532,0.107177971102,0.115758527223,0.115867348414,
120,0.0948015687487,0.24479411203,0.0945038685191,0.10010596101,0.109017858262,0.108837828766,
130,0.093780720672,0.243455141182,0.0941755381582,0.0987225060522,0.106014231886,0.10621247012,
140,0.0900303550331,0.243258089452,0.0906905173451,0.0927625790097,0.0987362470672,0.0999300780389,
150,0.0852948603689,0.240946041207,0.0854208284678,0.0877153638804,0.0935935071708,0.0942794490493,
160,0.0849543425712,0.242155121899,0.0849044391354,0.0871589082869,0.0920042890573,0.0921396332656,
170,0.0762986497953,0.2403838694,0.0764189025382,0.0791356628994,0.0836055944261,0.084106801577,
180,0.0744853159847,0.237374674227,0.0743703232646,0.0763874899499,0.0818340025481,0.0822594884347,
190,0.072031681841,0.236753449997,0.0714178764317,0.0741653707423,0.0815222399595,0.0814798768494,
200,0.0687965468399,0.234912382995,0.0687099833056,0.0711921618307,0.0776090095217,0.0783073909601,
210,0.0682599046099,0.234715965639,0.0678467762402,0.069718513182,0.0768446727601,0.0770771535944,
220,0.0690390452059,0.235285434859,0.0688743108854,0.0708591660857,0.0774694563508,0.0779317417248,
230,0.0702882985486,0.235427308238,0.06980279555,0.071615031599,0.0758190913385,0.0757930922289,
240,0.0684452604131,0.236492597676,0.0681151198435,0.0707889144493,0.0731104828815,0.0730915635468,
250,0.0684268521243,0.234668227739,0.0676433182415,0.0696687269147,0.0729218880024,0.0723877909787,
260,0.0652922556091,0.234256986187,0.0648154460923,0.0667977041547,0.0689190184861,0.0689811055972,
270,0.0641965607846,0.23235847017,0.0635818012986,0.0658341116425,0.0673279953582,0.066983205481,
280,0.0620029762268,0.231619557423,0.0612375397703,0.0629132618143,0.0642870590683,0.0634443101857,
290,0.0603313653215,0.233060220287,0.0601158878374,0.061750244477,0.0615319846793,0.0614441453559,
300,0.0595665497838,0.233031529306,0.0595226795247,0.0615070805744,0.0621435647645,0.0623333402228,
310,0.0589112618398,0.234789807872,0.0586189477773,0.0603360777441,0.0617596519088,0.0619946945877,
320,0.0567665619209,0.234469487104,0.0567501728549,0.0587775362146,0.0607953947058,0.0612187371416,
330,0.054242660642,0.233829543777,0.0551120117548,0.0571079912871,0.0588084507799,0.0598186220491,
340,0.0551910186414,0.233690627921,0.0563276331122,0.058150040557,0.0600742454186,0.0612015947784,
350,0.0543354538786,0.232753866768,0.0555220601657,0.0569395114235,0.0591638647296,0.0603740509172,
360,0.0548408204969,0.23289115072,0.055969391841,0.0574807626204,0.0609670505577,0.0622261823129,
370,0.0545399053773,0.233471209617,0.0554340716425,0.0570400900116,0.060657632663,0.0619447498191,
380,0.0548081655977,0.232934167193,0.0555652004295,0.0569682006111,0.0622434920643,0.0631547311762,
390,0.0533924194835,0.231697728379,0.0539263191649,0.0556166981632,0.0615147996586,0.0622803175747,
400,0.0528530385392,0.230787915885,0.053165761247,0.0542474127754,0.0617639666162,0.0625097536208,
410,0.0514496720432,0.230265797365,0.0516731873317,0.0529689126112,0.0611459281072,0.0616709623396,
420,0.0517798837937,0.231642459123,0.0521521088858,0.0537493797014,0.0613853435181,0.0624262711036,
430,0.0503049542654,0.229441885644,0.0505132799133,0.0515915210916,0.0586309217747,0.0594979806616,
440,0.0504625005399,0.23010002037,0.0512042282116,0.0520103332052,0.0585322918745,0.0599127968033,
450,0.0500044139131,0.229977313232,0.0502499223202,0.0513238714054,0.0582769584502,0.0588947427476,
460,0.0507647072072,0.230554162272,0.0509115927832,0.0521932095592,0.0595954250531,0.0602250853107,
470,0.0504620984028,0.231088652487,0.050727399891,0.05210785068,0.0589576213433,0.0595861060214,
480,0.0510668490686,0.231009227506,0.0509331624461,0.0522487199487,0.0595825051381,0.0599739649911,
490,0.0503478579179,0.230080524659,0.0507088257427,0.0521132978529,0.0589215991062,0.0596046720142,
