Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,13.0904222148,15.5511752981,11.3190491168,13.57658359
10,30.7324138115,38.6786752464,28.9785372729,41.1655324174
20,34.7184127103,44.3969789062,32.6976319794,46.7141228073
30,37.0072165214,47.7546221467,35.0867170709,50.3855670166
40,39.1264784302,49.6226523546,36.5131091964,52.8422970866
50,40.1925033623,51.1135014255,37.56794145,54.4650185879
60,41.0762016306,52.347660146,38.2722310094,55.7584464227
70,41.5321289295,53.4804942175,38.7142768394,56.5632073055
80,42.3279883022,54.2796583969,39.5151728047,57.698776511
90,43.0037208407,55.1270841049,40.1252970415,58.5626383448
100,43.7166096594,56.1556765265,40.6405045584,59.5236772399
110,44.2815564117,56.8385475021,41.1556337195,60.1996257788
120,45.1374905704,58.0475107673,41.9486111271,61.3510478523
130,45.6280858838,58.9449041198,42.4381100847,62.0723091216
140,45.8186265571,59.4517851818,42.6193843187,62.5076350903
150,46.4415966895,60.1783960505,43.2287684481,63.3543923433
160,47.1458728807,61.2484048472,43.9346029082,64.4451198587
170,47.5871984513,61.894067625,44.3343005366,65.1409686072
180,48.0040468487,62.3360154188,44.7140117408,65.7788919573
190,48.2651976737,62.8896469613,44.9578417675,66.4071349569
200,48.6287927504,63.4116128236,45.2750863865,66.9391372838
210,48.8326179643,63.8203143819,45.4922237229,67.2577776109
220,49.1659861751,64.3263868129,45.761456631,67.7150586019
