Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,16.2535045417,7.91112606592,14.461136818,15.1940833276
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,14.901637065,16.1964094006,14.8091477992,13.561889453
10,34.584869057,39.2789233725,33.0843354091,39.5232529792
10,45.281810324,31.2894844216,41.6129387018,46.0997992416
20,37.2674045585,45.9148134433,36.0950123264,45.2260838641
20,50.272749081,35.0264831867,45.2433505555,50.4958220949
30,39.1208389897,49.5971351324,38.0232589377,48.2886735863
30,52.8115351546,38.2835761734,47.4865154296,53.0667334734
40,40.4845114403,51.9710688414,38.9290266073,50.1863804845
40,53.9396255165,40.4640354875,48.9328773563,54.5667315017
50,41.9869997706,54.1201910677,40.1939530772,52.1445925632
50,54.9875658786,41.4892760638,49.9381216632,55.5455610851
60,43.3459407385,55.6804449081,41.5085993494,53.9198570121
60,56.4177333852,43.7735788023,51.2467640573,57.1960554344
70,44.3685360713,56.9622812913,43.0861910576,55.979285359
70,57.2048069083,45.2231907173,51.9970376332,58.0594125221
80,45.6850326102,58.8449551634,44.1816243234,57.9195034647
80,58.0724039891,46.1206884415,52.7786183432,59.1009964753
90,46.4815429102,60.1222502381,44.9996636846,59.0409644549
90,58.5445174211,46.8412321398,53.1457787767,59.6933633811
100,47.3252312103,60.990403883,45.653597971,59.9434986035
110,47.9920243055,62.2980435831,46.1356013047,60.9260357042
100,59.1848827988,47.6811463487,53.7036380517,60.3703379693
120,48.7875096858,63.3366516289,46.9383838494,61.9185964164
110,59.8757800901,48.4372910049,54.4078941818,61.1158131139
130,49.6424646073,63.9638136122,47.7222339678,62.9485019663
120,60.2272365473,48.7717678086,54.6444199824,61.3788842798
140,50.2459052015,64.8632780632,48.5267568367,63.9807067279
130,60.6048578061,49.2597691734,55.0715477049,61.9199118911
150,50.870531917,65.4799755577,49.2006678069,64.7157255217
160,51.4071117117,66.1634397218,49.7257448163,65.3355885624
140,60.9181989498,49.8837385722,55.3519008884,62.3128419282
170,51.8502826895,66.9354623702,50.1936535328,65.9239215962
180,52.2332032668,67.374619441,50.6146363126,66.4564573653
150,61.4029754411,50.3995768362,55.8281976758,62.8790252462
190,52.5121311733,67.6955717501,50.8899881833,66.7740310331
160,61.7470100641,50.7989499693,56.1597418857,63.2277722153
200,52.8619937806,68.0200250901,51.2654361021,67.1358186264
210,53.1689029711,68.4476853757,51.5330049602,67.5063826734
170,61.9828638091,51.2053926893,56.3998640489,63.5602743866
220,53.5127602359,68.918962229,51.7796921774,67.8423318029
180,62.2921468297,51.5036861325,56.7091470695,63.9521689956
230,53.8760458191,69.3380854329,52.062301631,68.2324447056
190,62.7372728835,52.0634751257,57.132247687,64.4087675905
240,54.1304857176,69.7524199564,52.2953626379,68.716150384
200,63.2324982638,52.5439125289,57.5868504533,64.8633703567
250,54.4811486812,70.2588712244,52.6675468381,69.2029156275
210,63.5575297816,52.8523506125,57.8897125203,65.2405161265
260,54.7308906415,70.8136676563,52.8779404108,69.6795246712
270,54.907145195,71.2077289949,53.0541949643,69.9766288413
220,63.7657939522,53.2931372305,58.0916096798,65.4455384248
280,55.1564970239,71.6476722665,53.2520106719,70.3237823234
230,63.8983835456,53.5894643455,58.2363373935,65.6013463861
290,55.4061306572,72.205904942,53.4814882267,70.581865278
240,64.0689857814,53.8821015014,58.4069396294,65.8341458422
300,55.5758568813,72.506229005,53.7060366968,70.8874793712
250,64.3490822742,54.2461425702,58.6870077425,66.1461818828
310,55.842346382,72.9180838659,53.9877805054,71.2149291294
320,56.0372808952,73.1487428155,54.1523276158,71.4629221241
260,64.5838691318,54.6218798703,58.935691706,66.4744072478
330,56.3427400733,73.482812982,54.446520297,71.7808127059
270,64.7990674625,54.8794460899,59.1324328006,66.6760958886
340,56.624685967,73.8042866555,54.7098991582,72.1554675164
280,64.9872081619,55.1753761008,59.2860175165,66.8677494824
350,56.7657533999,74.0558648033,54.8505898393,72.4025822798
290,65.2349334727,55.4764739059,59.5337428273,67.1154747933
360,57.0276740532,74.3909915962,55.1197883686,72.7539659052
300,65.4062357615,55.6928345795,59.7050451161,67.286777082
370,57.2546050829,74.681670705,55.3599883929,72.9909110739
310,65.595043753,55.9527497744,59.8947048764,67.4764368423
