Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
0,0.781353174123,,
0,0.781408762428,,
10,0.212185281743,,
20,0.178320033299,,
30,0.164004310578,,
10,0.202883202205,,
40,0.146755648228,,
20,0.166515804659,,
50,0.139133063364,,
30,0.147856425177,,
60,0.130551914669,,
40,0.137019397218,,
70,0.124250485522,,
50,0.127088757328,,
80,0.117382123434,,
60,0.119214928687,,
90,0.10955585563,,
70,0.114446492963,,
100,0.103754801592,,
80,0.110745017283,,
110,0.0990966287948,,
90,0.106073275905,,
120,0.0961723292127,,
100,0.100268580522,,
130,0.0942212366698,,
110,0.0963531447466,,
140,0.092331448207,,
120,0.0926036387495,,
150,0.0922655008906,,
130,0.0910007585694,,
160,0.0879118303771,,
140,0.0892948681908,,
170,0.0855454522867,,
150,0.0857006660813,,
180,0.0856181733676,,
160,0.0838172476949,,
190,0.0825655953275,,
170,0.0818421628751,,
200,0.0805796122407,,
180,0.0785454640421,,
210,0.0810574917299,,
190,0.0763917704709,,
220,0.0783334833822,,
200,0.0754541256344,,
230,0.0765238082803,,
210,0.0745817559725,,
220,0.0726431024041,,
240,0.0739894095465,,
250,0.0758903935173,,
230,0.0719068566421,,
260,0.074924271154,,
240,0.0714496572789,,
270,0.0735291281736,,
250,0.0689480400104,,
280,0.0725741371401,,
260,0.0676217902451,,
290,0.0720366139209,,
270,0.0661055557573,,
300,0.0727125409196,,
280,0.0643333757985,,
310,0.0726279440836,,
290,0.0621831557449,,
320,0.0719253649756,,
300,0.0619161066747,,
330,0.0703509431472,,
310,0.0617383248051,,
340,0.0697247804337,,
320,0.0612707381151,,
350,0.0694001421481,,
330,0.0610693211232,,
360,0.0700554299497,,
340,0.0599422903084,,
370,0.0685679029497,,
350,0.0590512498215,,
380,0.0672688562721,,
360,0.0591893697806,,
390,0.0673186755385,,
370,0.0584209055903,,
380,0.0574186963038,,
400,0.0668625564132,,
390,0.0561610407709,,
410,0.0669677318137,,
400,0.0555887308304,,
420,0.0662719522999,,
410,0.0548307435315,,
430,0.0655954212328,,
420,0.0549961636261,,
440,0.0650750146988,,
450,0.0646352669648,,
430,0.0553262320489,,
440,0.0551646273103,,
460,0.0640558717981,,
450,0.0544021286707,,
470,0.0619162780723,,
460,0.0534808986624,,
480,0.061447408034,,
470,0.0537349564316,,
490,0.0602401194958,,
480,0.0530692809219,,
490,0.0539321983737,,
