Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,10.6205620129,14.0705455381,9.28572708309,12.2015807656
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
Time(Iteration),syncCoLinUCB,GOBLin,AsyncCoLinUCB,LinUCB
0,12.9673447878,7.13303049933,10.5718798159,12.9983365498
0,13.7364351521,6.45378256867,13.2747961034,15.3477115824
10,34.6642373043,37.9858554323,32.231866723,41.8418301301
10,45.9541696068,30.0717268421,46.8081012586,50.7613497835
10,38.2033613858,31.5608810275,35.8429944829,45.5311729915
20,39.5167323502,43.862444544,36.8677231242,47.583394201
20,51.130422229,37.7697818854,52.5711559498,56.8891047773
30,53.2287695768,40.9215673756,54.707351014,59.1915052701
30,42.7449449177,48.3352865384,40.2299697016,51.9339912383
20,42.9307800919,37.6615017547,40.5009780712,50.5897048229
40,54.5306140555,43.488499307,56.4152856439,61.1277222678
40,43.515056856,50.6165583684,41.5258943974,53.5143607276
30,44.934350248,41.5438054912,43.621357949,53.4669708333
50,55.9446650925,45.2085263171,58.1572125902,62.957998754
50,44.2435032843,52.6175774577,42.6651228568,55.5897710725
40,46.9553348989,44.549570133,45.4817149603,55.6763661425
60,57.0673669729,46.7933520499,59.5417623735,64.3800933843
60,44.9753329179,54.3827020956,43.5091411074,57.1119740951
70,58.2771878115,48.3290102175,60.8844102249,65.7749075195
70,45.9220300254,55.5112477517,44.6533900203,58.581297842
50,48.6648173046,46.1811449345,47.0550624796,57.704601876
80,59.0516576904,49.3439852931,61.6700582551,66.4913381585
80,47.1432780209,57.0376825064,45.8360919223,59.9987626019
60,49.6545749053,47.717562212,48.0812526086,58.9502254262
90,59.5856214185,50.2020821336,62.2757314199,67.2366326476
90,47.8238701101,57.9131574046,46.5942332382,60.9849142221
100,48.6987390261,59.2958812677,47.3122028452,62.1885436435
100,60.1388799618,50.9050023842,62.8595242788,67.8917535706
110,49.3148743238,60.1395067576,47.8952296984,63.1157730713
70,50.9321836582,48.8225692615,49.4013887968,60.2826699549
120,49.7193892454,61.2156073788,48.3589715812,63.9775656643
110,60.7062895365,51.6698057253,63.2946726547,68.5180410534
80,51.7055206968,49.4916002192,50.1485793138,61.0520789899
130,50.300115402,61.947889945,48.9099389866,64.7520700568
120,61.3429348043,52.6823738027,64.0429809994,69.3382682032
90,52.5912588384,50.0750806242,51.0971850082,61.8927574099
140,50.7268342621,62.4846264038,49.3719281121,65.5763084551
130,61.7504689021,53.28923636,64.6053997694,69.9006869733
150,51.2362237778,63.0626875027,49.865606484,66.1589852729
140,62.06265146,53.7163333041,64.9593151857,70.2836663364
100,53.0001490243,50.5653767296,51.5528904641,62.4149593686
160,51.7564214205,63.6361801299,50.3943147448,66.8821753485
150,62.4470420288,54.2816921696,65.3494925806,70.7310861709
110,53.3177964797,51.2501585549,51.987077946,62.8336512342
170,52.070680542,64.0036155807,50.717937769,67.4543533516
160,62.8968761103,54.7514057871,65.7471519542,71.1631184987
