
New Run at  02/10/2015 10:12:57
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; greedyCTRRatio_1, greedyCTRRatio_2, greedyCTRRatio_3, greedyCTRRatio_4, greedyCTRRatio_5, greedyCTRRatio_6, greedyCTRRatio_7, greedyCTRRatio_8, greedyCTRRatio_9  
data,1241938500,1.34704681479;1.35652617939;1.3066529706;1.34971199012;1.22117576497;1.13950125605;1.14011957524;1.09523049584;1.04370167263;0.96835583397;1.46756581746;1.44980442164;1.37973525946;1.3554763627;1.30002974818;1.24300286667;1.17836900427;1.12191179463
