
New Run at  02/10/2015 10:21:43
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; greedyCTRRatio_1, greedyCTRRatio_2, greedyCTRRatio_3, greedyCTRRatio_4, greedyCTRRatio_5, greedyCTRRatio_6, greedyCTRRatio_7, greedyCTRRatio_8, greedyCTRRatio_9  
data,1241938500,1.0650042512;1.05618440129;1.03407608746;1.06797355916;1.02298626494;0.960195375543;1.03929453989;1.00550985965;1.0004724131;0.891083215687;1.51429076465;1.45069702132;1.40810600445;1.35085769979;1.28117114626;1.23492740273;1.17782410227;1.11194324787
