
New Run at  02/10/2015 04:30:35
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; greedyCTRRatio_1, greedyCTRRatio_2, greedyCTRRatio_3, greedyCTRRatio_4, greedyCTRRatio_5, greedyCTRRatio_6, greedyCTRRatio_7, greedyCTRRatio_8, greedyCTRRatio_9  
data,1241592900,1.33729469675;1.33432700424;1.29006642083;1.34274011833;1.21599613278;1.13732739886;1.13813475435;1.09113309012;1.04352395164;0.907401742493;1.44444789649;1.42789211935;1.360205606;1.3289577526;1.30009487353;1.23685398022;1.182867075;1.11768094935
