
New Run at  02/09/2015 20:37:11
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; greedyCTRRatio_1, greedyCTRRatio_2, greedyCTRRatio_3, greedyCTRRatio_4, greedyCTRRatio_5, greedyCTRRatio_6, greedyCTRRatio_7, greedyCTRRatio_8, greedyCTRRatio_9  
data,1241333700,1.30486695001;1.28935847123;1.25518954673;1.29777412564;1.17992582267;1.13459712912;1.13466555065;1.07495802511;1.04060021762;1.02391819607;1.45147263711;1.40128141455;1.35295456022;1.29275652418;1.26134855043;1.19602976706;1.15083066531;1.09107668167
