Algorithm, SimulationType, environmentVars, #Articles,#users,iterations,CTR

decLinUCB,ConstantTheta,,10,1000,10000,0.366403732919,0.3,0.99,-0.0201822212804
LinUCB,ConstantTheta,,10,1000,10000,0.372403066326,0.3,0.99,-0.265112582114
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Random,ConstantTheta,,10,1000,10000,0.3,0.99,nan
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Random,ConstantTheta,,10,1000,10000,0.3,0.99,nan
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Random,ConstantTheta,,10,1000,10000,0.3,0.99,nan
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Random,ConstantTheta,,10,1000,10000,0.3,0.99,nan
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Random,ConstantTheta,,10,1000,10000,0.3,0.99,nan
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Random,ConstantTheta,,10,1000,10000,0.3,0.99,nan
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Random,ConstantTheta,,10,1000,10000,0.3,0.99,nan
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Random,ConstantTheta,,10,1000,10000,0.3,0.99,nan
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Random,ConstantTheta,,10,1000,10000,0.3,0.99,nan
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
Random,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
Random,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
decLinUCB,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
Random,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
LinUCB,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
decLinUCB,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
Random,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
LinUCB,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
decLinUCB,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
Random,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
LinUCB,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
decLinUCB,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
Random,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
LinUCB,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
decLinUCB,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
Random,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
LinUCB,ConstantTheta,,10,1000,10000,0.3,0.99,0.0
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Random,ConstantTheta,,10,1000,10000,0.3,0.99,nan
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Random,ConstantTheta,,10,1000,10000,0.3,0.99,nan
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Exp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
AgeQueueExp3,ConstantTheta,,10,1000,10000,0.3,0.99,nan
Random,ConstantTheta,,10,1000,10000,0.3,0.99,nan
decExp3_0.99,ConstantTheta,,10,1000,10000,0.3,0.99,nan
