data,1241584500,1080052.0;39821.0;1084699.0;49690.0;1015217.0;38350.0;1086569.0;55509.0;1.24248816434;1.02456375986;1.38560230338,7240.0 209.0 109601;5564.0 98.0 109613;6834.0 368.0 109616;3884.0 147.0 109624;4315.0 180.0 109625;2792.0 70.0 109627;3005.0 86.0 109628;3905.0 153.0 109629;7564.0 403.0 109631;9040.0 519.0 109632;1636.0 27.0 109633;1667.0 38.0 109634;8469.0 456.0 109635;1056.0 32.0 109636;1858.0 63.0 109637;11913.0 724.0 109638;3056.0 147.0 109641;897.0 35.0 109644;4969.0 249.0 109646;101.0 6.0 109647;2315.0 110.0 109650;395.0 19.0 109652;238.0 8.0 109653,109601.0 11277;109613.0 11277;109616.0 11277;109624.0 11277;109625.0 11277;109627.0 11277;109628.0 11277;109629.0 11277;109631.0 11277;109632.0 11277;109633.0 11277;109634.0 11277;109635.0 11277;109636.0 11277;109637.0 11277;109638.0 11277;109641.0 11277;109644.0 11277;109646.0 11277;109647.0 11277;109650.0 11277;109652.0 11277;109653.0 11277,109601 485;109613 477;109616 488;109624 518;109625 482;109627 466;109628 520;109629 512;109631 474;109632 530;109633 476;109634 484;109635 495;109636 503;109637 512;109638 497;109641 457;109644 491;109646 498;109647 481;109650 483;109652 462;109653 486
data,1241584800,1080450.0;39839.0;1085134.0;49699.0;1015599.0;38360.0;1086975.0;55523.0;1.24211133292;1.02435992368;1.38531843412,7261.0 209.0 109601;5581.0 98.0 109613;6858.0 368.0 109616;3908.0 148.0 109624;4338.0 180.0 109625;2802.0 70.0 109627;3024.0 87.0 109628;3923.0 153.0 109629;7577.0 403.0 109631;9061.0 520.0 109632;1656.0 27.0 109633;1682.0 39.0 109634;8484.0 456.0 109635;1070.0 33.0 109636;1877.0 63.0 109637;11929.0 724.0 109638;3071.0 147.0 109641;927.0 38.0 109644;4993.0 250.0 109646;121.0 6.0 109647;2329.0 110.0 109650;414.0 19.0 109652;262.0 8.0 109653,109601.0 8723;109613.0 8723;109616.0 8723;109624.0 8723;109625.0 8723;109627.0 8723;109628.0 8723;109629.0 8723;109631.0 8723;109632.0 8723;109633.0 8723;109634.0 8723;109635.0 8723;109636.0 8723;109637.0 8723;109638.0 8723;109641.0 8723;109644.0 8723;109646.0 8723;109647.0 8723;109650.0 8723;109652.0 8723;109653.0 8723,109601 380;109613 394;109616 389;109624 359;109625 382;109627 386;109628 381;109629 372;109631 374;109632 382;109633 398;109634 370;109635 362;109636 353;109637 380;109638 390;109641 393;109644 362;109646 394;109647 371;109650 363;109652 390;109653 398
data,1241585100,1081343.0;39869.0;1086009.0;49732.0;1016481.0;38382.0;1087848.0;55563.0;1.2420258393;1.02413324983;1.38530563014,7286.0 209.0 109601;5613.0 99.0 109613;6886.0 369.0 109616;3965.0 153.0 109624;4374.0 181.0 109625;2835.0 71.0 109627;3063.0 88.0 109628;3962.0 154.0 109629;7619.0 403.0 109631;9094.0 521.0 109632;1689.0 28.0 109633;1720.0 39.0 109634;8531.0 458.0 109635;1097.0 33.0 109636;1910.0 63.0 109637;11951.0 724.0 109638;3115.0 149.0 109641;983.0 39.0 109644;5032.0 254.0 109646;184.0 13.0 109647;2369.0 113.0 109650;445.0 19.0 109652;300.0 9.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 867;109613 881;109616 859;109624 887;109625 856;109627 859;109628 857;109629 940;109631 885;109632 880;109633 876;109634 848;109635 902;109636 884;109637 817;109638 851;109641 865;109644 867;109646 822;109647 918;109650 873;109652 855;109653 851
data,1241585700,1082252.0;39898.0;1086880.0;49753.0;1017356.0;38410.0;1088786.0;55597.0;1.24169504116;1.02411476486;1.3851158563,7326.0 212.0 109601;5640.0 100.0 109613;6912.0 369.0 109616;4038.0 154.0 109624;4404.0 182.0 109625;2861.0 71.0 109627;3114.0 89.0 109628;3992.0 154.0 109629;7640.0 403.0 109631;9135.0 522.0 109632;1719.0 28.0 109633;1751.0 39.0 109634;8554.0 458.0 109635;1138.0 34.0 109636;1929.0 63.0 109637;11978.0 725.0 109638;3163.0 151.0 109641;1025.0 42.0 109644;5101.0 256.0 109646;257.0 14.0 109647;2412.0 115.0 109650;464.0 19.0 109652;341.0 10.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 828;109613 876;109616 845;109624 874;109625 881;109627 881;109628 906;109629 858;109631 927;109632 867;109633 845;109634 878;109635 887;109636 900;109637 914;109638 853;109641 855;109644 865;109646 833;109647 810;109650 887;109652 837;109653 893
data,1241586000,1083069.0;39922.0;1087753.0;49780.0;1018195.0;38433.0;1089703.0;55628.0;1.24156207392;1.02404056614;1.38493418282,7370.0 213.0 109601;5665.0 100.0 109613;6937.0 371.0 109616;4096.0 156.0 109624;4433.0 183.0 109625;2888.0 71.0 109627;3141.0 89.0 109628;4010.0 154.0 109629;7669.0 404.0 109631;9165.0 523.0 109632;1735.0 28.0 109633;1775.0 39.0 109634;8595.0 458.0 109635;1161.0 34.0 109636;1947.0 63.0 109637;12008.0 726.0 109638;3195.0 152.0 109641;1086.0 44.0 109644;5178.0 261.0 109646;355.0 19.0 109647;2478.0 118.0 109650;491.0 20.0 109652;389.0 11.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 891;109613 887;109616 861;109624 880;109625 833;109627 887;109628 849;109629 873;109631 952;109632 830;109633 916;109634 871;109635 857;109636 829;109637 896;109638 885;109641 818;109644 849;109646 833;109647 871;109650 867;109652 901;109653 864
data,1241586600,1083919.0;39944.0;1088592.0;49817.0;1019038.0;38459.0;1090543.0;55662.0;1.24181730705;1.02412480345;1.38503672335,7408.0 215.0 109601;5679.0 100.0 109613;6967.0 371.0 109616;4148.0 158.0 109624;4459.0 184.0 109625;2902.0 72.0 109627;3179.0 91.0 109628;4032.0 155.0 109629;7696.0 406.0 109631;9208.0 526.0 109632;1754.0 28.0 109633;1794.0 39.0 109634;8624.0 460.0 109635;1182.0 35.0 109636;1960.0 63.0 109637;12034.0 728.0 109638;3243.0 154.0 109641;1169.0 50.0 109644;5264.0 266.0 109646;433.0 21.0 109647;2538.0 120.0 109650;508.0 20.0 109652;425.0 12.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 858;109613 852;109616 830;109624 799;109625 889;109627 913;109628 891;109629 896;109631 855;109632 860;109633 828;109634 850;109635 908;109636 909;109637 850;109638 866;109641 899;109644 891;109646 909;109647 919;109650 881;109652 852;109653 795
data,1241587200,1084792.0;39961.0;1089535.0;49857.0;1019950.0;38480.0;1091383.0;55704.0;1.24221017616;1.02415645636;1.38554081473,7449.0 215.0 109601;5706.0 101.0 109613;6988.0 371.0 109616;4220.0 162.0 109624;4484.0 185.0 109625;2923.0 73.0 109627;3205.0 92.0 109628;4058.0 157.0 109629;7733.0 408.0 109631;9271.0 532.0 109632;1766.0 28.0 109633;1810.0 39.0 109634;8669.0 463.0 109635;1211.0 35.0 109636;1981.0 63.0 109637;12060.0 729.0 109638;3287.0 156.0 109641;1276.0 56.0 109644;5374.0 271.0 109646;503.0 23.0 109647;2599.0 123.0 109650;521.0 20.0 109652;455.0 12.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 877;109613 922;109616 855;109624 908;109625 894;109627 892;109628 885;109629 872;109631 859;109632 886;109633 854;109634 888;109635 809;109636 854;109637 848;109638 825;109641 848;109644 863;109646 915;109647 829;109650 859;109652 869;109653 889
data,1241587500,1085630.0;39981.0;1090394.0;49876.0;1020846.0;38509.0;1092289.0;55746.0;1.24204218548;1.02430712387;1.38581205198,7476.0 216.0 109601;5722.0 102.0 109613;7001.0 371.0 109616;4293.0 164.0 109624;4505.0 185.0 109625;2944.0 73.0 109627;3230.0 92.0 109628;4084.0 159.0 109629;7771.0 409.0 109631;9352.0 533.0 109632;1779.0 28.0 109633;1826.0 39.0 109634;8709.0 464.0 109635;1235.0 36.0 109636;1994.0 63.0 109637;12091.0 730.0 109638;3332.0 158.0 109641;1374.0 58.0 109644;5467.0 273.0 109646;547.0 23.0 109647;2663.0 125.0 109650;538.0 20.0 109652;475.0 12.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 857;109613 850;109616 894;109624 844;109625 901;109627 860;109628 823;109629 860;109631 856;109632 892;109633 925;109634 917;109635 893;109636 828;109637 884;109638 872;109641 895;109644 887;109646 819;109647 870;109650 885;109652 829;109653 859
data,1241588100,1086524.0;40010.0;1091318.0;49909.0;1021766.0;38532.0;1093153.0;55781.0;1.24193344362;1.02409648829;1.38572201655,7502.0 216.0 109601;5739.0 102.0 109613;7031.0 375.0 109616;4376.0 168.0 109624;4532.0 185.0 109625;2958.0 73.0 109627;3248.0 92.0 109628;4129.0 161.0 109629;7797.0 409.0 109631;9413.0 534.0 109632;1796.0 28.0 109633;1844.0 39.0 109634;8759.0 465.0 109635;1252.0 36.0 109636;2009.0 65.0 109637;12113.0 730.0 109638;3387.0 160.0 109641;1479.0 60.0 109644;5589.0 281.0 109646;603.0 26.0 109647;2723.0 126.0 109650;555.0 21.0 109652;498.0 14.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 881;109613 860;109616 922;109624 864;109625 884;109627 874;109628 864;109629 838;109631 842;109632 867;109633 883;109634 877;109635 902;109636 892;109637 812;109638 861;109641 841;109644 910;109646 866;109647 843;109650 857;109652 872;109653 888
data,1241588700,1087339.0;40026.0;1092165.0;49928.0;1022593.0;38559.0;1094009.0;55813.0;1.24187730068;1.02434374784;1.38591707786,7521.0 216.0 109601;5756.0 103.0 109613;7074.0 378.0 109616;4447.0 168.0 109624;4552.0 185.0 109625;2973.0 73.0 109627;3261.0 92.0 109628;4166.0 161.0 109629;7822.0 409.0 109631;9463.0 537.0 109632;1809.0 29.0 109633;1852.0 39.0 109634;8803.0 467.0 109635;1276.0 37.0 109636;2021.0 65.0 109637;12134.0 730.0 109638;3433.0 162.0 109641;1553.0 61.0 109644;5717.0 282.0 109646;666.0 27.0 109647;2783.0 128.0 109650;569.0 21.0 109652;528.0 15.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 848;109613 928;109616 841;109624 881;109625 879;109627 871;109628 887;109629 892;109631 861;109632 817;109633 857;109634 842;109635 913;109636 871;109637 869;109638 844;109641 868;109644 906;109646 877;109647 880;109650 885;109652 854;109653 829
data,1241589300,1088203.0;40052.0;1093055.0;49957.0;1023432.0;38583.0;1094887.0;55849.0;1.24176680637;1.02428947981;1.38589974032,7547.0 216.0 109601;5768.0 103.0 109613;7141.0 381.0 109616;4509.0 171.0 109624;4567.0 185.0 109625;2987.0 73.0 109627;3290.0 93.0 109628;4189.0 161.0 109629;7848.0 411.0 109631;9524.0 537.0 109632;1823.0 29.0 109633;1865.0 39.0 109634;8846.0 467.0 109635;1300.0 37.0 109636;2035.0 66.0 109637;12159.0 732.0 109638;3502.0 164.0 109641;1630.0 65.0 109644;5855.0 291.0 109646;715.0 28.0 109647;2836.0 129.0 109650;583.0 21.0 109652;550.0 15.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 929;109613 851;109616 882;109624 878;109625 863;109627 865;109628 891;109629 889;109631 863;109632 814;109633 851;109634 852;109635 901;109636 861;109637 824;109638 906;109641 917;109644 857;109646 889;109647 848;109650 893;109652 804;109653 872
