data,1241395200,527973.0;18600.0;528634.0;21634.0;497050.0;17193.0;527741.0;24659.0;1.16166392517;0.981861779012;1.32633550176,5310.0 165.0 109569;3812.0 135.0 109572;3496.0 130.0 109573;2668.0 103.0 109574;4297.0 160.0 109575;1780.0 63.0 109576;1943.0 66.0 109577;1144.0 20.0 109578;1483.0 51.0 109579;1033.0 32.0 109580;1624.0 71.0 109581;5483.0 317.0 109582;219.0 2.0 109583;152.0 5.0 109585;127.0 2.0 109586;9108.0 280.0 109476;2237.0 75.0 109517;23167.0 901.0 109524;11010.0 181.0 109536;2018.0 56.0 109539;17271.0 684.0 109551;10423.0 375.0 109561,109569.0 9853;109572.0 9853;109573.0 9853;109574.0 9853;109575.0 9853;109576.0 9853;109577.0 9853;109578.0 9853;109579.0 9853;109580.0 9853;109581.0 9853;109582.0 9853;109583.0 9853;109585.0 9853;109586.0 9853;109476.0 9853;109517.0 9853;109524.0 9853;109536.0 9853;109539.0 9853;109551.0 9853;109561.0 9853,109569 459;109572 458;109573 500;109574 436;109575 425;109576 453;109577 426;109578 439;109579 430;109580 472;109581 433;109582 453;109583 433;109585 452;109586 476;109476 430;109517 450;109524 445;109536 422;109539 438;109551 480;109561 443
data,1241395200,528462.0;18610.0;529115.0;21650.0;497523.0;17211.0;528213.0;24682.0;1.16191729985;0.982336617257;1.32690140318,5337.0 166.0 109569;3833.0 136.0 109572;3519.0 130.0 109573;2687.0 103.0 109574;4330.0 163.0 109575;1809.0 65.0 109576;1959.0 66.0 109577;1162.0 20.0 109578;1498.0 52.0 109579;1050.0 32.0 109580;1666.0 73.0 109581;5501.0 317.0 109582;235.0 2.0 109583;172.0 5.0 109585;150.0 2.0 109586;9130.0 281.0 109476;2249.0 75.0 109517;23191.0 902.0 109524;11036.0 183.0 109536;2036.0 58.0 109539;17289.0 684.0 109551;10447.0 375.0 109561,109569.0 10147;109572.0 10147;109573.0 10147;109574.0 10147;109575.0 10147;109576.0 10147;109577.0 10147;109578.0 10147;109579.0 10147;109580.0 10147;109581.0 10147;109582.0 10147;109583.0 10147;109585.0 10147;109586.0 10147;109476.0 10147;109517.0 10147;109524.0 10147;109536.0 10147;109539.0 10147;109551.0 10147;109561.0 10147,109569 519;109572 416;109573 469;109574 438;109575 484;109576 449;109577 409;109578 489;109579 441;109580 483;109581 475;109582 484;109583 477;109585 425;109586 426;109476 447;109517 430;109524 466;109536 469;109539 490;109551 474;109561 487
data,1241395800,529363.0;18651.0;529990.0;21681.0;498415.0;17250.0;529149.0;24718.0;1.16108254163;0.982312014981;1.32582684717,5361.0 168.0 109569;3882.0 139.0 109572;3558.0 131.0 109573;2709.0 104.0 109574;4410.0 169.0 109575;1863.0 65.0 109576;1987.0 66.0 109577;1198.0 21.0 109578;1530.0 53.0 109579;1085.0 32.0 109580;1730.0 74.0 109581;5535.0 318.0 109582;266.0 3.0 109583;227.0 9.0 109585;189.0 3.0 109586;9159.0 282.0 109476;2297.0 79.0 109517;23223.0 902.0 109524;11091.0 185.0 109536;2072.0 58.0 109539;17318.0 684.0 109551;10471.0 376.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 914;109572 929;109573 898;109574 905;109575 881;109576 920;109577 952;109578 922;109579 973;109580 873;109581 896;109582 923;109583 943;109585 889;109586 899;109476 884;109517 983;109524 884;109536 863;109539 875;109551 930;109561 864
data,1241396100,530299.0;18682.0;530880.0;21709.0;499339.0;17277.0;530066.0;24761.0;1.16075588635;0.982132960976;1.32597602724,5407.0 169.0 109569;3945.0 144.0 109572;3578.0 131.0 109573;2737.0 104.0 109574;4536.0 171.0 109575;1887.0 65.0 109576;2017.0 66.0 109577;1232.0 23.0 109578;1577.0 55.0 109579;1104.0 32.0 109580;1779.0 76.0 109581;5560.0 318.0 109582;297.0 4.0 109583;289.0 13.0 109585;219.0 3.0 109586;9191.0 283.0 109476;2364.0 83.0 109517;23252.0 905.0 109524;11140.0 185.0 109536;2095.0 58.0 109539;17337.0 684.0 109551;10508.0 377.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 863;109572 943;109573 923;109574 872;109575 937;109576 933;109577 897;109578 903;109579 946;109580 987;109581 907;109582 925;109583 877;109585 885;109586 879;109476 884;109517 920;109524 898;109536 893;109539 886;109551 888;109561 954
data,1241396400,531244.0;18715.0;531782.0;21745.0;500232.0;17304.0;530985.0;24800.0;1.16072672941;0.981927092321;1.3257866291,5451.0 170.0 109569;4013.0 145.0 109572;3606.0 132.0 109573;2766.0 104.0 109574;4585.0 173.0 109575;1920.0 67.0 109576;2041.0 67.0 109577;1266.0 23.0 109578;1619.0 58.0 109579;1140.0 33.0 109580;1838.0 78.0 109581;5584.0 319.0 109582;326.0 5.0 109583;413.0 20.0 109585;238.0 4.0 109586;9243.0 288.0 109476;2416.0 83.0 109517;23296.0 906.0 109524;11167.0 185.0 109536;2126.0 61.0 109539;17355.0 684.0 109551;10544.0 380.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 869;109572 926;109573 909;109574 915;109575 922;109576 861;109577 837;109578 940;109579 900;109580 945;109581 889;109582 955;109583 924;109585 909;109586 876;109476 902;109517 918;109524 881;109536 909;109539 964;109551 935;109561 914
data,1241396700,532125.0;18739.0;532715.0;21782.0;501116.0;17332.0;531919.0;24842.0;1.16110121636;0.982149642521;1.32619780861,5479.0 171.0 109569;4075.0 148.0 109572;3630.0 133.0 109573;2793.0 104.0 109574;4683.0 177.0 109575;1951.0 69.0 109576;2101.0 74.0 109577;1293.0 24.0 109578;1689.0 63.0 109579;1158.0 33.0 109580;1869.0 78.0 109581;5613.0 320.0 109582;345.0 5.0 109583;539.0 27.0 109585;259.0 4.0 109586;9294.0 288.0 109476;2457.0 84.0 109517;23330.0 907.0 109524;11187.0 185.0 109536;2166.0 62.0 109539;17384.0 684.0 109551;10591.0 382.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 865;109572 914;109573 926;109574 901;109575 960;109576 875;109577 919;109578 896;109579 933;109580 838;109581 867;109582 909;109583 920;109585 952;109586 831;109476 980;109517 968;109524 927;109536 885;109539 882;109551 924;109561 928
data,1241397000,533012.0;18774.0;533659.0;21816.0;502024.0;17367.0;532823.0;24877.0;1.16062376775;0.982156053325;1.32554725847,5504.0 171.0 109569;4146.0 152.0 109572;3665.0 136.0 109573;2811.0 104.0 109574;4744.0 177.0 109575;1989.0 71.0 109576;2157.0 75.0 109577;1320.0 25.0 109578;1790.0 67.0 109579;1179.0 33.0 109580;1894.0 78.0 109581;5641.0 322.0 109582;375.0 7.0 109583;700.0 36.0 109585;287.0 5.0 109586;9350.0 290.0 109476;2488.0 85.0 109517;23355.0 908.0 109524;11204.0 186.0 109536;2191.0 62.0 109539;17415.0 684.0 109551;10625.0 382.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 881;109572 972;109573 932;109574 864;109575 919;109576 896;109577 896;109578 953;109579 939;109580 933;109581 836;109582 922;109583 921;109585 931;109586 901;109476 894;109517 910;109524 881;109536 879;109539 868;109551 918;109561 954
data,1241397300,533910.0;18805.0;534609.0;21852.0;502916.0;17396.0;533694.0;24917.0;1.16051202137;0.982084063513;1.32555621193,5532.0 171.0 109569;4277.0 163.0 109572;3698.0 137.0 109573;2833.0 104.0 109574;4788.0 178.0 109575;2027.0 73.0 109576;2228.0 78.0 109577;1349.0 25.0 109578;1880.0 70.0 109579;1201.0 36.0 109580;1923.0 78.0 109581;5662.0 322.0 109582;394.0 7.0 109583;845.0 42.0 109585;309.0 5.0 109586;9383.0 291.0 109476;2521.0 85.0 109517;23374.0 908.0 109524;11225.0 186.0 109536;2226.0 63.0 109539;17445.0 685.0 109551;10660.0 385.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 911;109572 920;109573 912;109574 881;109575 895;109576 936;109577 893;109578 911;109579 942;109580 986;109581 917;109582 879;109583 905;109585 890;109586 877;109476 940;109517 857;109524 934;109536 936;109539 877;109551 931;109561 870
data,1241397600,534804.0;18843.0;535557.0;21880.0;503863.0;17433.0;534679.0;24959.0;1.15954128535;0.981983658828;1.32488643226,5554.0 171.0 109569;4414.0 165.0 109572;3738.0 139.0 109573;2858.0 105.0 109574;4816.0 178.0 109575;2073.0 74.0 109576;2284.0 79.0 109577;1382.0 26.0 109578;1956.0 72.0 109579;1222.0 37.0 109580;1949.0 79.0 109581;5681.0 322.0 109582;425.0 8.0 109583;1005.0 50.0 109585;328.0 5.0 109586;9412.0 291.0 109476;2543.0 85.0 109517;23393.0 908.0 109524;11249.0 186.0 109536;2249.0 64.0 109539;17463.0 685.0 109551;10734.0 391.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 921;109572 889;109573 915;109574 929;109575 849;109576 862;109577 904;109578 933;109579 999;109580 927;109581 867;109582 933;109583 933;109585 871;109586 928;109476 927;109517 902;109524 926;109536 912;109539 878;109551 914;109561 881
data,1241397900,535678.0;18876.0;536458.0;21921.0;504784.0;17465.0;535567.0;25006.0;1.15962742487;0.981876466574;1.32502557046,5576.0 173.0 109569;4510.0 167.0 109572;3771.0 143.0 109573;2883.0 106.0 109574;4851.0 180.0 109575;2096.0 74.0 109576;2314.0 80.0 109577;1407.0 26.0 109578;2048.0 79.0 109579;1242.0 37.0 109580;1974.0 79.0 109581;5702.0 322.0 109582;445.0 9.0 109583;1175.0 58.0 109585;348.0 5.0 109586;9444.0 293.0 109476;2561.0 86.0 109517;23415.0 908.0 109524;11272.0 186.0 109536;2272.0 64.0 109539;17488.0 688.0 109551;10835.0 398.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 893;109572 950;109573 945;109574 853;109575 952;109576 921;109577 870;109578 926;109579 910;109580 912;109581 936;109582 881;109583 975;109585 887;109586 894;109476 964;109517 859;109524 934;109536 867;109539 846;109551 938;109561 887
data,1241398200,536589.0;18906.0;537397.0;21957.0;505753.0;17501.0;536482.0;25048.0;1.15963115867;0.982124418742;1.32513465362,5593.0 174.0 109569;4578.0 168.0 109572;3830.0 146.0 109573;2906.0 108.0 109574;4877.0 180.0 109575;2121.0 75.0 109576;2346.0 82.0 109577;1433.0 26.0 109578;2220.0 88.0 109579;1266.0 38.0 109580;1998.0 79.0 109581;5727.0 322.0 109582;470.0 10.0 109583;1296.0 61.0 109585;372.0 5.0 109586;9477.0 294.0 109476;2582.0 87.0 109517;23432.0 908.0 109524;11286.0 186.0 109536;2304.0 67.0 109539;17505.0 689.0 109551;10949.0 404.0 109561,109569.0 20000;109572.0 20000;109573.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109577.0 20000;109578.0 20000;109579.0 20000;109580.0 20000;109581.0 20000;109582.0 20000;109583.0 20000;109585.0 20000;109586.0 20000;109476.0 20000;109517.0 20000;109524.0 20000;109536.0 20000;109539.0 20000;109551.0 20000;109561.0 20000,109569 892;109572 928;109573 865;109574 932;109575 894;109576 940;109577 907;109578 900;109579 889;109580 946;109581 939;109582 893;109583 905;109585 879;109586 875;109476 879;109517 938;109524 871;109536 943;109539 896;109551 909;109561 980
