data,1241350800,415426.0;14851.0;416147.0;17411.0;390621.0;13705.0;415340.0;20194.0;1.17034774648;0.981434743502;1.36005530638,1422.0 36.0 109568;1035.0 26.0 109569;15088.0 919.0 109571;7940.0 134.0 109536;5327.0 173.0 109541;11015.0 395.0 109542;9024.0 346.0 109551;4895.0 106.0 109553;5764.0 181.0 109476;16261.0 626.0 109524;4080.0 137.0 109557;3558.0 97.0 109560;5183.0 180.0 109561;2702.0 51.0 109562;3505.0 99.0 109563;2448.0 67.0 109564;3859.0 131.0 109565;1991.0 45.0 109566;3606.0 129.0 109567,109536.0 16129;109568.0 16129;109571.0 16129;109476.0 16129;109541.0 16129;109542.0 16129;109569.0 16129;109551.0 16129;109553.0 16129;109524.0 16129;109557.0 16129;109560.0 16129;109561.0 16129;109562.0 16129;109563.0 16129;109564.0 16129;109565.0 16129;109566.0 16129;109567.0 16129,109568 847;109569 847;109571 854;109536 839;109541 886;109542 848;109551 857;109553 826;109476 792;109524 823;109557 851;109560 862;109561 831;109562 877;109563 840;109564 851;109565 878;109566 803;109567 917
data,1241351100,415623.0;14857.0;416353.0;17414.0;390842.0;13710.0;415551.0;20198.0;1.17005234484;0.981306503892;1.35972939253,7951.0 134.0 109536;1431.0 36.0 109568;15102.0 919.0 109571;5773.0 181.0 109476;5337.0 173.0 109541;11027.0 395.0 109542;1048.0 27.0 109569;9032.0 346.0 109551;4904.0 106.0 109553;16275.0 628.0 109524;4099.0 137.0 109557;3568.0 97.0 109560;5193.0 180.0 109561;2713.0 51.0 109562;3514.0 99.0 109563;2456.0 67.0 109564;3869.0 131.0 109565;2002.0 45.0 109566;3615.0 129.0 109567,109536.0 3871;109568.0 3871;109571.0 3871;109476.0 3871;109541.0 3871;109542.0 3871;109569.0 3871;109551.0 3871;109553.0 3871;109524.0 3871;109557.0 3871;109560.0 3871;109561.0 3871;109562.0 3871;109563.0 3871;109564.0 3871;109565.0 3871;109566.0 3871;109567.0 3871,109536 190;109568 201;109571 189;109476 190;109541 183;109542 199;109569 226;109551 208;109553 231;109524 193;109557 223;109560 192;109561 215;109562 195;109563 215;109564 207;109565 213;109566 201;109567 200
data,1241351700,416692.0;14884.0;417403.0;17447.0;391845.0;13733.0;416625.0;20219.0;1.17020162313;0.981175311365;1.35865705055,1476.0 36.0 109568;1108.0 29.0 109569;15194.0 926.0 109571;5822.0 181.0 109476;7995.0 134.0 109536;11070.0 395.0 109542;9087.0 349.0 109551;4988.0 111.0 109553;16361.0 631.0 109524;4154.0 138.0 109557;3557.0 100.0 109563;3624.0 99.0 109560;5254.0 182.0 109561;2763.0 52.0 109562;5379.0 174.0 109541;2519.0 69.0 109564;3908.0 132.0 109565;2040.0 45.0 109566;3660.0 131.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1045;109569 1046;109571 998;109476 1097;109536 1011;109542 1073;109551 1013;109553 1049;109524 1090;109557 1069;109563 1071;109560 1043;109561 1093;109562 1054;109541 1074;109564 1010;109565 998;109566 1107;109567 1059
data,1241352300,417759.0;14915.0;418495.0;17496.0;392923.0;13779.0;417685.0;20259.0;1.17098424968;0.982229121416;1.35853766184,8036.0 134.0 109536;1166.0 31.0 109569;15402.0 944.0 109571;5846.0 182.0 109476;11104.0 396.0 109542;1511.0 36.0 109568;9145.0 353.0 109551;5059.0 114.0 109553;5501.0 185.0 109541;16422.0 634.0 109524;4187.0 139.0 109557;3665.0 99.0 109560;5311.0 184.0 109561;2796.0 52.0 109562;3602.0 100.0 109563;2556.0 69.0 109564;3953.0 133.0 109565;2078.0 45.0 109566;3711.0 133.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1055;109569 1022;109571 1026;109476 1030;109542 1050;109568 1008;109551 1070;109553 1088;109541 1057;109524 1023;109557 1059;109560 1054;109561 1079;109562 1037;109563 1123;109564 1089;109565 1067;109566 1036;109567 1027
data,1241352900,418820.0;14942.0;419489.0;17520.0;394002.0;13814.0;418688.0;20304.0;1.1706638434;0.982742426677;1.35928264312,8063.0 134.0 109536;1533.0 37.0 109568;15618.0 952.0 109571;5876.0 184.0 109476;5645.0 189.0 109541;11133.0 396.0 109542;1207.0 31.0 109569;9210.0 354.0 109551;5114.0 115.0 109553;16485.0 634.0 109524;4214.0 140.0 109557;3698.0 99.0 109560;5350.0 185.0 109561;2825.0 52.0 109562;3629.0 100.0 109563;2600.0 72.0 109564;3980.0 133.0 109565;2108.0 45.0 109566;3757.0 135.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1010;109568 1034;109571 1012;109476 1086;109541 1015;109542 1061;109569 1064;109551 1031;109553 1033;109524 1034;109557 1058;109560 1100;109561 1037;109562 1115;109563 1098;109564 1110;109565 1046;109566 1020;109567 1036
data,1241353500,419892.0;14973.0;420533.0;17564.0;395066.0;13852.0;419751.0;20364.0;1.17125679326;0.983267316028;1.36050494498,8088.0 134.0 109536;1249.0 32.0 109569;15937.0 975.0 109571;5912.0 186.0 109476;5737.0 192.0 109541;11161.0 398.0 109542;1568.0 39.0 109568;9278.0 357.0 109551;5153.0 117.0 109553;16528.0 634.0 109524;4248.0 140.0 109557;3724.0 100.0 109560;5398.0 187.0 109561;2860.0 52.0 109562;3660.0 100.0 109563;2635.0 73.0 109564;4017.0 135.0 109565;2142.0 45.0 109566;3794.0 135.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1020;109569 1072;109571 1056;109476 1101;109541 1098;109542 1041;109568 1090;109551 1076;109553 989;109524 1075;109557 1026;109560 1052;109561 1053;109562 1077;109563 1057;109564 1041;109565 994;109566 1033;109567 1049
data,1241354100,420871.0;15001.0;421562.0;17610.0;396147.0;13867.0;420778.0;20427.0;1.17199751407;0.982098244966;1.36201018321,1596.0 39.0 109568;1273.0 32.0 109569;16338.0 1003.0 109571;5945.0 187.0 109476;5808.0 196.0 109541;11187.0 398.0 109542;9355.0 361.0 109551;5197.0 120.0 109553;16556.0 635.0 109524;4279.0 141.0 109557;8119.0 134.0 109536;3745.0 100.0 109560;5431.0 187.0 109561;2891.0 52.0 109562;3688.0 100.0 109563;2666.0 73.0 109564;4050.0 138.0 109565;2174.0 46.0 109566;3820.0 135.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1057;109569 1114;109571 1017;109476 1006;109541 1112;109542 1010;109551 1031;109553 1075;109524 1042;109557 1027;109536 1090;109560 1097;109561 1010;109562 1016;109563 1061;109564 1075;109565 1012;109566 1065;109567 1083
data,1241354700,421957.0;15021.0;422603.0;17650.0;397175.0;13897.0;421812.0;20476.0;1.17322547313;0.98289811716;1.36362683764,8137.0 135.0 109536;1302.0 32.0 109569;16818.0 1032.0 109571;5980.0 189.0 109476;5862.0 198.0 109541;11207.0 398.0 109542;1627.0 39.0 109568;9418.0 363.0 109551;5237.0 121.0 109553;16577.0 635.0 109524;4314.0 141.0 109557;3770.0 100.0 109560;5463.0 187.0 109561;2920.0 53.0 109562;3713.0 100.0 109563;2685.0 74.0 109564;4084.0 138.0 109565;2203.0 46.0 109566;3842.0 136.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1071;109569 1070;109571 1055;109476 1017;109541 1005;109542 1042;109568 1048;109551 1085;109553 1092;109524 1063;109557 1020;109560 1028;109561 1092;109562 1061;109563 1071;109564 1020;109565 1084;109566 1079;109567 997
data,1241355300,423007.0;15047.0;423598.0;17684.0;398213.0;13926.0;422882.0;20527.0;1.17361118145;0.983124661095;1.36459544035,8168.0 135.0 109536;1333.0 33.0 109569;17304.0 1055.0 109571;6007.0 189.0 109476;11237.0 399.0 109542;1659.0 39.0 109568;9458.0 364.0 109551;5275.0 121.0 109553;16608.0 636.0 109524;4338.0 141.0 109557;3732.0 101.0 109563;3792.0 100.0 109560;5486.0 187.0 109561;2940.0 53.0 109562;3869.0 136.0 109567;2705.0 75.0 109564;4110.0 141.0 109565;2228.0 47.0 109566;5905.0 199.0 109541,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109536 1069;109569 1070;109571 1074;109476 1023;109542 1045;109568 1018;109551 1043;109553 1157;109524 1068;109557 1050;109563 1020;109560 1074;109561 1025;109562 960;109567 1091;109564 1042;109565 1035;109566 1111;109541 1025
data,1241355600,424042.0;15080.0;424658.0;17734.0;399292.0;13951.0;423946.0;20579.0;1.17428882169;0.98247670625;1.3649641903,1690.0 39.0 109568;1360.0 33.0 109569;17849.0 1092.0 109571;6029.0 189.0 109476;8199.0 135.0 109536;11266.0 399.0 109542;9487.0 365.0 109551;5302.0 121.0 109553;5938.0 200.0 109541;16636.0 637.0 109524;4367.0 141.0 109557;3816.0 103.0 109560;5518.0 188.0 109561;2968.0 54.0 109562;3768.0 103.0 109563;2734.0 77.0 109564;4140.0 142.0 109565;2255.0 47.0 109566;3892.0 136.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 1048;109569 1023;109571 1080;109476 1110;109536 1032;109542 1041;109551 1073;109553 1093;109541 1048;109524 1047;109557 1043;109560 1037;109561 1024;109562 1076;109563 1031;109564 1011;109565 1018;109566 1075;109567 1090
data,1241356200,425021.0;15114.0;425753.0;17781.0;400393.0;13991.0;425022.0;20652.0;1.17443621854;0.982637313074;1.36641202922,1724.0 39.0 109568;1391.0 34.0 109569;18410.0 1128.0 109571;6054.0 191.0 109476;5978.0 201.0 109541;11292.0 400.0 109542;9522.0 366.0 109551;5338.0 122.0 109553;16671.0 637.0 109524;4392.0 141.0 109557;8220.0 135.0 109536;3850.0 104.0 109560;5538.0 189.0 109561;2990.0 54.0 109562;3794.0 104.0 109563;2765.0 78.0 109564;4166.0 142.0 109565;2287.0 47.0 109566;3927.0 136.0 109567,109536.0 20000;109568.0 20000;109571.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109569.0 20000;109551.0 20000;109553.0 20000;109524.0 20000;109557.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109564.0 20000;109565.0 20000;109566.0 20000;109567.0 20000,109568 999;109569 1108;109571 1108;109476 976;109541 1051;109542 1043;109551 1024;109553 1082;109524 1112;109557 1091;109536 1020;109560 1062;109561 979;109562 1066;109563 1071;109564 1059;109565 1079;109566 1032;109567 1038
