data,1241842800,1794722.0;65223.0;1803750.0;82715.0;1685332.0;62257.0;1805805.0;93848.0;1.26184016099;1.01648070247;1.43004790583,7472.0 150.0 109697;2914.0 112.0 109711;223.0 4.0 109714;4624.0 140.0 109720;22323.0 1241.0 109721;5086.0 191.0 109722;2560.0 35.0 109723;2690.0 80.0 109725;2329.0 61.0 109726;2071.0 48.0 109728;5919.0 296.0 109732;3504.0 166.0 109734;1594.0 46.0 109735;2441.0 112.0 109737;2354.0 120.0 109742;6348.0 343.0 109743;794.0 10.0 109744;883.0 25.0 109745;4025.0 205.0 109746;562.0 20.0 109747;1303.0 63.0 109748;1584.0 81.0 109749;12058.0 272.0 109667,109697.0 16553;109711.0 16553;109714.0 16553;109720.0 16553;109721.0 16553;109722.0 16553;109723.0 16553;109725.0 16553;109726.0 16553;109728.0 16553;109732.0 16553;109734.0 16553;109735.0 16553;109737.0 16553;109742.0 16553;109743.0 16553;109744.0 16553;109745.0 16553;109746.0 16553;109747.0 16553;109748.0 16553;109749.0 16553;109667.0 16553,109697 746;109711 695;109714 741;109720 752;109721 714;109722 766;109723 742;109725 760;109726 696;109728 682;109732 722;109734 752;109735 728;109737 692;109742 726;109743 731;109744 709;109745 685;109746 709;109747 684;109748 763;109749 692;109667 666
data,1241843100,1794880.0;65228.0;1803894.0;82724.0;1685457.0;62260.0;1805955.0;93852.0;1.26189107203;1.01646585636;1.43000634083,7478.0 150.0 109697;2919.0 113.0 109711;229.0 4.0 109714;4638.0 142.0 109720;22330.0 1241.0 109721;5095.0 192.0 109722;2561.0 35.0 109723;2697.0 80.0 109725;2336.0 61.0 109726;2075.0 48.0 109728;5923.0 296.0 109732;3516.0 168.0 109734;1602.0 46.0 109735;2444.0 112.0 109737;2358.0 120.0 109742;6352.0 343.0 109743;798.0 10.0 109744;894.0 25.0 109745;4037.0 206.0 109746;569.0 21.0 109747;1306.0 64.0 109748;1588.0 81.0 109749;12060.0 272.0 109667,109697.0 3447;109711.0 3447;109714.0 3447;109720.0 3447;109721.0 3447;109722.0 3447;109723.0 3447;109725.0 3447;109726.0 3447;109728.0 3447;109732.0 3447;109734.0 3447;109735.0 3447;109737.0 3447;109742.0 3447;109743.0 3447;109744.0 3447;109745.0 3447;109746.0 3447;109747.0 3447;109748.0 3447;109749.0 3447;109667.0 3447,109697 166;109711 135;109714 125;109720 169;109721 141;109722 152;109723 158;109725 140;109726 160;109728 166;109732 135;109734 143;109735 144;109737 157;109742 130;109743 155;109744 164;109745 177;109746 133;109747 151;109748 143;109749 154;109667 149
data,1241843400,1795756.0;65260.0;1804787.0;82759.0;1686376.0;62299.0;1806858.0;93896.0;1.26179713504;1.01654572775;1.42995814353,7526.0 155.0 109697;2985.0 117.0 109711;265.0 7.0 109714;4675.0 142.0 109720;22361.0 1243.0 109721;5132.0 197.0 109722;2600.0 36.0 109723;2724.0 80.0 109725;2368.0 61.0 109726;2109.0 48.0 109728;5978.0 300.0 109732;3568.0 170.0 109734;1632.0 46.0 109735;2470.0 112.0 109737;2400.0 121.0 109742;6391.0 344.0 109743;828.0 11.0 109744;921.0 25.0 109745;4078.0 207.0 109746;613.0 22.0 109747;1340.0 65.0 109748;1642.0 84.0 109749;12092.0 272.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 845;109711 900;109714 881;109720 880;109721 872;109722 835;109723 927;109725 896;109726 869;109728 836;109732 896;109734 854;109735 835;109737 883;109742 892;109743 909;109744 819;109745 835;109746 873;109747 841;109748 844;109749 906;109667 872
data,1241844000,1796621.0;65283.0;1805656.0;82791.0;1687219.0;62327.0;1807741.0;93945.0;1.26184055392;1.01662581622;1.43019030832,7577.0 156.0 109697;3049.0 121.0 109711;308.0 8.0 109714;4717.0 144.0 109720;22404.0 1245.0 109721;5217.0 198.0 109722;2625.0 37.0 109723;2752.0 80.0 109725;2387.0 61.0 109726;2131.0 49.0 109728;6037.0 304.0 109732;3624.0 173.0 109734;1649.0 46.0 109735;2493.0 112.0 109737;2430.0 123.0 109742;6415.0 345.0 109743;853.0 11.0 109744;939.0 25.0 109745;4110.0 208.0 109746;649.0 22.0 109747;1403.0 69.0 109748;1693.0 88.0 109749;12105.0 272.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 874;109711 855;109714 874;109720 864;109721 833;109722 872;109723 844;109725 900;109726 831;109728 845;109732 830;109734 877;109735 887;109737 920;109742 922;109743 922;109744 851;109745 825;109746 868;109747 930;109748 824;109749 897;109667 855
data,1241844300,1797456.0;65307.0;1806524.0;82829.0;1688113.0;62350.0;1808659.0;93997.0;1.26193567044;1.016561078;1.43039450514,7631.0 158.0 109697;3149.0 131.0 109711;341.0 8.0 109714;4751.0 146.0 109720;22434.0 1246.0 109721;5269.0 200.0 109722;2653.0 37.0 109723;2783.0 81.0 109725;2409.0 62.0 109726;2146.0 49.0 109728;6099.0 307.0 109732;3683.0 175.0 109734;1660.0 46.0 109735;2509.0 112.0 109737;2480.0 126.0 109742;6452.0 347.0 109743;868.0 11.0 109744;960.0 25.0 109745;4144.0 209.0 109746;673.0 23.0 109747;1462.0 72.0 109748;1755.0 92.0 109749;12124.0 272.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 879;109711 903;109714 848;109720 889;109721 875;109722 878;109723 854;109725 879;109726 812;109728 891;109732 871;109734 902;109735 802;109737 886;109742 924;109743 887;109744 844;109745 900;109746 818;109747 865;109748 821;109749 919;109667 853
data,1241844900,1798375.0;65344.0;1807429.0;82857.0;1689037.0;62378.0;1809526.0;94042.0;1.26166047878;1.01640507128;1.43031459316,7682.0 159.0 109697;3275.0 135.0 109711;372.0 9.0 109714;4787.0 146.0 109720;22462.0 1247.0 109721;5298.0 200.0 109722;2677.0 37.0 109723;2813.0 82.0 109725;2426.0 62.0 109726;2168.0 50.0 109728;6179.0 309.0 109732;3739.0 179.0 109734;1678.0 46.0 109735;2536.0 113.0 109737;2546.0 131.0 109742;6488.0 347.0 109743;887.0 11.0 109744;979.0 25.0 109745;4171.0 209.0 109746;702.0 23.0 109747;1517.0 77.0 109748;1812.0 94.0 109749;12146.0 272.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 864;109711 918;109714 833;109720 863;109721 860;109722 807;109723 858;109725 918;109726 828;109728 874;109732 821;109734 891;109735 881;109737 878;109742 878;109743 889;109744 892;109745 911;109746 913;109747 885;109748 863;109749 836;109667 839
data,1241845500,1799222.0;65376.0;1808382.0;82889.0;1689933.0;62407.0;1810388.0;94079.0;1.26145897924;1.0163194266;1.43016925657,7725.0 160.0 109697;3403.0 139.0 109711;402.0 10.0 109714;4813.0 146.0 109720;22499.0 1247.0 109721;5332.0 200.0 109722;2695.0 37.0 109723;2835.0 82.0 109725;2451.0 64.0 109726;2189.0 50.0 109728;6245.0 313.0 109732;3805.0 180.0 109734;1695.0 46.0 109735;2561.0 114.0 109737;2640.0 134.0 109742;6542.0 352.0 109743;905.0 13.0 109744;987.0 25.0 109745;4195.0 211.0 109746;715.0 23.0 109747;1595.0 79.0 109748;1900.0 98.0 109749;12164.0 272.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 864;109711 853;109714 896;109720 881;109721 879;109722 884;109723 843;109725 825;109726 854;109728 898;109732 869;109734 867;109735 832;109737 887;109742 881;109743 829;109744 867;109745 867;109746 901;109747 889;109748 823;109749 935;109667 876
data,1241846100,1800135.0;65406.0;1809250.0;82921.0;1690818.0;62443.0;1811239.0;94122.0;1.2614017685;1.01642276494;1.43022008259,7771.0 162.0 109697;3521.0 144.0 109711;435.0 12.0 109714;4838.0 146.0 109720;22513.0 1248.0 109721;5351.0 200.0 109722;2709.0 37.0 109723;2843.0 83.0 109725;2471.0 64.0 109726;2202.0 50.0 109728;6339.0 317.0 109732;3900.0 190.0 109734;1707.0 46.0 109735;2574.0 114.0 109737;2701.0 136.0 109742;6599.0 353.0 109743;927.0 13.0 109744;1001.0 26.0 109745;4228.0 212.0 109746;739.0 24.0 109747;1656.0 80.0 109748;1960.0 98.0 109749;12176.0 272.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 837;109711 888;109714 895;109720 860;109721 941;109722 854;109723 852;109725 885;109726 841;109728 874;109732 932;109734 849;109735 862;109737 896;109742 838;109743 893;109744 889;109745 851;109746 835;109747 875;109748 855;109749 865;109667 833
data,1241846700,1800970.0;65425.0;1810174.0;82952.0;1691705.0;62479.0;1812088.0;94167.0;1.26144780668;1.01665168361;1.43048134195,7812.0 162.0 109697;3636.0 152.0 109711;472.0 12.0 109714;4855.0 146.0 109720;22542.0 1248.0 109721;5377.0 200.0 109722;2729.0 37.0 109723;2877.0 83.0 109725;2482.0 65.0 109726;2210.0 50.0 109728;6430.0 321.0 109732;4023.0 195.0 109734;1722.0 47.0 109735;2592.0 114.0 109737;2783.0 143.0 109742;6650.0 356.0 109743;943.0 13.0 109744;1019.0 26.0 109745;4252.0 212.0 109746;755.0 24.0 109747;1711.0 80.0 109748;2022.0 99.0 109749;12191.0 273.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 905;109711 877;109714 852;109720 919;109721 874;109722 860;109723 897;109725 876;109726 909;109728 894;109732 864;109734 855;109735 862;109737 870;109742 861;109743 834;109744 873;109745 850;109746 832;109747 841;109748 858;109749 896;109667 841
data,1241847300,1801822.0;65449.0;1811080.0;82990.0;1692578.0;62506.0;1812959.0;94205.0;1.26152830695;1.01667439493;1.43052298822,7840.0 163.0 109697;3789.0 160.0 109711;511.0 14.0 109714;4875.0 148.0 109720;22562.0 1249.0 109721;5391.0 200.0 109722;2740.0 37.0 109723;2892.0 83.0 109725;2501.0 65.0 109726;2221.0 51.0 109728;6495.0 322.0 109732;4143.0 201.0 109734;1740.0 47.0 109735;2612.0 114.0 109737;2901.0 151.0 109742;6715.0 360.0 109743;960.0 14.0 109744;1037.0 27.0 109745;4283.0 212.0 109746;776.0 25.0 109747;1757.0 81.0 109748;2047.0 99.0 109749;12203.0 273.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 836;109711 845;109714 869;109720 835;109721 856;109722 853;109723 875;109725 826;109726 830;109728 910;109732 923;109734 842;109735 874;109737 901;109742 865;109743 912;109744 837;109745 876;109746 878;109747 881;109748 965;109749 878;109667 833
data,1241847900,1802695.0;65467.0;1811954.0;83025.0;1693418.0;62531.0;1813795.0;94252.0;1.26171576736;1.01678941489;1.43087662281,7870.0 164.0 109697;3957.0 169.0 109711;543.0 15.0 109714;4901.0 149.0 109720;22586.0 1251.0 109721;5404.0 200.0 109722;2750.0 38.0 109723;2903.0 83.0 109725;2518.0 65.0 109726;2233.0 51.0 109728;6534.0 322.0 109732;4269.0 207.0 109734;1756.0 47.0 109735;2619.0 114.0 109737;3046.0 160.0 109742;6767.0 361.0 109743;977.0 14.0 109744;1054.0 28.0 109745;4306.0 213.0 109746;794.0 26.0 109747;1793.0 82.0 109748;2074.0 99.0 109749;12211.0 273.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 859;109711 858;109714 916;109720 835;109721 906;109722 836;109723 864;109725 844;109726 813;109728 886;109732 887;109734 860;109735 932;109737 847;109742 887;109743 856;109744 812;109745 856;109746 918;109747 894;109748 896;109749 875;109667 863
