data,1241490600,809037.0;29080.0;812192.0;32157.0;762282.0;27310.0;815750.0;39413.0;1.10151597465;0.996735707769;1.34417679113,5809.0 278.0 109594;5113.0 234.0 109596;6341.0 346.0 109597;6077.0 330.0 109598;5596.0 268.0 109599;4032.0 121.0 109600;3229.0 107.0 109601;9978.0 648.0 109602;3193.0 169.0 109603;25433.0 884.0 109476;8552.0 603.0 109605;2889.0 103.0 109606;2528.0 98.0 109608;3166.0 173.0 109609;1315.0 48.0 109610;443.0 18.0 109611;299.0 25.0 109612;1264.0 23.0 109613;1118.0 70.0 109614;1146.0 63.0 109615;890.0 38.0 109617;170.0 3.0 109618;15664.0 537.0 109517,109594.0 1314;109596.0 1314;109597.0 1314;109598.0 1314;109599.0 1314;109600.0 1314;109601.0 1314;109602.0 1314;109603.0 1314;109476.0 1314;109605.0 1314;109606.0 1314;109608.0 1314;109609.0 1314;109610.0 1314;109611.0 1314;109612.0 1314;109613.0 1314;109614.0 1314;109615.0 1314;109617.0 1314;109618.0 1314;109517.0 1314,109594 64;109596 42;109597 61;109598 75;109599 58;109600 49;109601 58;109602 55;109603 69;109476 35;109605 44;109606 58;109608 52;109609 63;109610 73;109611 66;109612 67;109613 41;109614 68;109615 59;109617 52;109618 49;109517 56
data,1241490900,809878.0;29103.0;813021.0;32210.0;763086.0;27349.0;816528.0;39471.0;1.10248021353;0.99735508857;1.34520629155,5846.0 280.0 109594;5139.0 235.0 109596;6374.0 349.0 109597;6104.0 331.0 109598;5630.0 268.0 109599;4070.0 122.0 109600;3263.0 108.0 109601;10006.0 651.0 109602;3228.0 172.0 109603;25474.0 887.0 109476;8593.0 609.0 109605;2928.0 105.0 109606;2557.0 100.0 109608;3196.0 174.0 109609;1357.0 50.0 109610;479.0 19.0 109611;381.0 37.0 109612;1295.0 24.0 109613;1151.0 73.0 109614;1174.0 65.0 109615;933.0 39.0 109617;206.0 4.0 109618;15690.0 538.0 109517,109594.0 18686;109596.0 18686;109597.0 18686;109598.0 18686;109599.0 18686;109600.0 18686;109601.0 18686;109602.0 18686;109603.0 18686;109476.0 18686;109605.0 18686;109606.0 18686;109608.0 18686;109609.0 18686;109610.0 18686;109611.0 18686;109612.0 18686;109613.0 18686;109614.0 18686;109615.0 18686;109617.0 18686;109618.0 18686;109517.0 18686,109594 787;109596 812;109597 834;109598 793;109599 885;109600 816;109601 791;109602 795;109603 771;109476 860;109605 809;109606 870;109608 812;109609 773;109610 800;109611 820;109612 805;109613 825;109614 814;109615 849;109617 794;109618 794;109517 777
data,1241491200,810739.0;29156.0;813856.0;32247.0;763969.0;27406.0;817419.0;39529.0;1.1017799665;0.99752328113;1.3446963404,5875.0 281.0 109594;5160.0 235.0 109596;6401.0 351.0 109597;6125.0 332.0 109598;5663.0 268.0 109599;4094.0 125.0 109600;3284.0 110.0 109601;10044.0 654.0 109602;3257.0 172.0 109603;25512.0 890.0 109476;8717.0 619.0 109605;2953.0 105.0 109606;2584.0 100.0 109608;3223.0 174.0 109609;1383.0 50.0 109610;507.0 21.0 109611;502.0 42.0 109612;1316.0 24.0 109613;1195.0 76.0 109614;1209.0 67.0 109615;962.0 39.0 109617;229.0 4.0 109618;15714.0 538.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 876;109596 851;109597 938;109598 863;109599 855;109600 869;109601 821;109602 894;109603 871;109476 836;109605 895;109606 841;109608 863;109609 867;109610 829;109611 847;109612 904;109613 852;109614 848;109615 879;109617 927;109618 892;109517 882
data,1241491500,811658.0;29192.0;814724.0;32291.0;764841.0;27444.0;818268.0;39590.0;1.10199648172;0.997666692186;1.34523809521,5896.0 282.0 109594;5188.0 236.0 109596;6455.0 358.0 109597;6157.0 335.0 109598;5690.0 268.0 109599;4132.0 127.0 109600;3307.0 110.0 109601;10088.0 657.0 109602;3289.0 174.0 109603;25555.0 891.0 109476;8832.0 627.0 109605;2988.0 105.0 109606;2607.0 100.0 109608;3253.0 177.0 109609;1418.0 53.0 109610;540.0 22.0 109611;565.0 45.0 109612;1344.0 24.0 109613;1250.0 79.0 109614;1244.0 69.0 109615;985.0 40.0 109617;259.0 4.0 109618;15735.0 538.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 899;109596 842;109597 886;109598 881;109599 882;109600 835;109601 863;109602 833;109603 884;109476 868;109605 866;109606 897;109608 903;109609 887;109610 859;109611 848;109612 853;109613 838;109614 901;109615 878;109617 879;109618 856;109517 862
data,1241491500,812511.0;29242.0;815606.0;32353.0;765706.0;27487.0;819158.0;39644.0;1.10218963412;0.9974415805;1.34472031835,5927.0 284.0 109594;5213.0 237.0 109596;6511.0 361.0 109597;6195.0 337.0 109598;5712.0 268.0 109599;4162.0 127.0 109600;3336.0 113.0 109601;10136.0 661.0 109602;3317.0 178.0 109603;25591.0 893.0 109476;8956.0 637.0 109605;3010.0 105.0 109606;2631.0 102.0 109608;3284.0 181.0 109609;1448.0 54.0 109610;579.0 25.0 109611;666.0 55.0 109612;1372.0 26.0 109613;1286.0 82.0 109614;1268.0 71.0 109615;1019.0 43.0 109617;278.0 5.0 109618;15762.0 538.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 850;109596 841;109597 891;109598 894;109599 883;109600 852;109601 863;109602 839;109603 851;109476 857;109605 844;109606 833;109608 861;109609 867;109610 895;109611 931;109612 901;109613 838;109614 910;109615 909;109617 855;109618 903;109517 832
data,1241491800,813392.0;29284.0;816487.0;32405.0;766553.0;27527.0;820047.0;39703.0;1.10238234666;0.997438652043;1.3447887833,5951.0 284.0 109594;5238.0 240.0 109596;6544.0 361.0 109597;6226.0 339.0 109598;5735.0 268.0 109599;4188.0 128.0 109600;3361.0 114.0 109601;10175.0 662.0 109602;3352.0 181.0 109603;25620.0 894.0 109476;9083.0 645.0 109605;3041.0 106.0 109606;2659.0 102.0 109608;3313.0 182.0 109609;1476.0 57.0 109610;621.0 28.0 109611;800.0 69.0 109612;1402.0 26.0 109613;1328.0 85.0 109614;1300.0 73.0 109615;1041.0 46.0 109617;302.0 5.0 109618;15784.0 540.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 815;109596 809;109597 857;109598 867;109599 893;109600 863;109601 852;109602 942;109603 892;109476 849;109605 848;109606 875;109608 872;109609 824;109610 987;109611 908;109612 880;109613 884;109614 884;109615 835;109617 846;109618 877;109517 841
data,1241492100,814290.0;29322.0;817333.0;32447.0;767459.0;27572.0;820929.0;39749.0;1.10245539425;0.997696843923;1.34464029434,5981.0 286.0 109594;5259.0 241.0 109596;6570.0 361.0 109597;6262.0 340.0 109598;5765.0 269.0 109599;4212.0 129.0 109600;3384.0 114.0 109601;10202.0 662.0 109602;3387.0 185.0 109603;25643.0 894.0 109476;9141.0 649.0 109605;3071.0 109.0 109606;2679.0 102.0 109608;3340.0 182.0 109609;1505.0 57.0 109610;662.0 31.0 109611;976.0 79.0 109612;1434.0 30.0 109613;1382.0 88.0 109614;1332.0 75.0 109615;1067.0 46.0 109617;330.0 7.0 109618;15802.0 541.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 895;109596 838;109597 873;109598 934;109599 865;109600 879;109601 879;109602 894;109603 878;109476 867;109605 878;109606 882;109608 857;109609 858;109610 827;109611 809;109612 881;109613 862;109614 879;109615 851;109617 892;109618 877;109517 845
data,1241492400,815184.0;29361.0;818257.0;32484.0;768329.0;27606.0;821818.0;39798.0;1.10221058259;0.997564675313;1.34452970734,6001.0 287.0 109594;5280.0 241.0 109596;6605.0 364.0 109597;6284.0 343.0 109598;5799.0 269.0 109599;4242.0 129.0 109600;3414.0 114.0 109601;10231.0 663.0 109602;3441.0 187.0 109603;25667.0 894.0 109476;9207.0 651.0 109605;3103.0 110.0 109606;2705.0 102.0 109608;3378.0 182.0 109609;1534.0 57.0 109610;684.0 33.0 109611;1185.0 90.0 109612;1457.0 30.0 109613;1447.0 94.0 109614;1350.0 76.0 109615;1107.0 49.0 109617;356.0 8.0 109618;15833.0 541.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 856;109596 859;109597 904;109598 885;109599 886;109600 863;109601 906;109602 816;109603 869;109476 845;109605 884;109606 870;109608 894;109609 868;109610 879;109611 867;109612 900;109613 852;109614 836;109615 854;109617 868;109618 867;109517 872
data,1241492700,816046.0;29406.0;819126.0;32523.0;769146.0;27635.0;822681.0;39856.0;1.10184010392;0.997078543396;1.34443846814,6029.0 288.0 109594;5312.0 242.0 109596;6631.0 366.0 109597;6308.0 344.0 109598;5819.0 269.0 109599;4274.0 130.0 109600;3445.0 116.0 109601;10260.0 664.0 109602;3471.0 187.0 109603;25689.0 895.0 109476;9259.0 652.0 109605;3137.0 112.0 109606;2733.0 104.0 109608;3405.0 185.0 109609;1565.0 57.0 109610;714.0 34.0 109611;1350.0 98.0 109612;1485.0 30.0 109613;1539.0 99.0 109614;1381.0 77.0 109615;1138.0 54.0 109617;379.0 9.0 109618;15856.0 541.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 877;109596 888;109597 868;109598 869;109599 874;109600 880;109601 857;109602 845;109603 833;109476 847;109605 845;109606 898;109608 865;109609 857;109610 906;109611 893;109612 857;109613 905;109614 849;109615 884;109617 838;109618 876;109517 889
data,1241493300,816919.0;29445.0;819979.0;32576.0;770050.0;27676.0;823539.0;39916.0;1.10220522293;0.997130120175;1.34471509997,6051.0 290.0 109594;5339.0 246.0 109596;6664.0 367.0 109597;6342.0 345.0 109598;5843.0 270.0 109599;4301.0 132.0 109600;3468.0 116.0 109601;10288.0 668.0 109602;3499.0 189.0 109603;25714.0 895.0 109476;9295.0 653.0 109605;3155.0 112.0 109606;2768.0 106.0 109608;3424.0 185.0 109609;1587.0 57.0 109610;747.0 35.0 109611;1513.0 115.0 109612;1505.0 30.0 109613;1640.0 106.0 109614;1407.0 78.0 109615;1177.0 57.0 109617;415.0 13.0 109618;15890.0 541.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 917;109596 896;109597 851;109598 821;109599 874;109600 905;109601 860;109602 832;109603 859;109476 837;109605 960;109606 859;109608 884;109609 879;109610 861;109611 878;109612 834;109613 871;109614 842;109615 848;109617 930;109618 829;109517 873
data,1241493600,817806.0;29478.0;820816.0;32620.0;770937.0;27714.0;824434.0;39981.0;1.10253001453;0.997315574292;1.34539570364,6081.0 292.0 109594;5364.0 246.0 109596;6694.0 372.0 109597;6364.0 346.0 109598;5863.0 272.0 109599;4319.0 132.0 109600;3497.0 116.0 109601;10321.0 670.0 109602;3530.0 190.0 109603;25740.0 896.0 109476;9318.0 653.0 109605;3184.0 112.0 109606;2791.0 107.0 109608;3445.0 185.0 109609;1621.0 59.0 109610;774.0 35.0 109611;1725.0 134.0 109612;1527.0 31.0 109613;1715.0 111.0 109614;1432.0 78.0 109615;1206.0 59.0 109617;438.0 13.0 109618;15920.0 541.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 818;109596 887;109597 916;109598 870;109599 873;109600 847;109601 871;109602 919;109603 903;109476 806;109605 822;109606 903;109608 857;109609 875;109610 859;109611 838;109612 901;109613 894;109614 872;109615 916;109617 845;109618 886;109517 822
