data,1241866500,1823759.0;65870.0;1830965.0;80888.0;1716452.0;62552.0;1835724.0;95367.0;1.22316160308;1.00899571467;1.43836968015,3795.0 90.0 109728;10477.0 209.0 109697;16976.0 416.0 109667;5509.0 258.0 109734;2676.0 60.0 109735;6739.0 276.0 109711;6050.0 300.0 109746;11859.0 593.0 109742;4740.0 214.0 109743;2679.0 80.0 109745;1136.0 14.0 109714;1718.0 49.0 109747;2883.0 107.0 109748;1473.0 50.0 109749;6020.0 176.0 109720;14170.0 658.0 109721;5891.0 202.0 109722;4253.0 82.0 109723;3231.0 64.0 109726,109728.0 4623;109697.0 4623;109667.0 4623;109734.0 4623;109735.0 4623;109711.0 4623;109714.0 4623;109742.0 4623;109743.0 4623;109745.0 4623;109746.0 4623;109747.0 4623;109748.0 4623;109749.0 4623;109720.0 4623;109721.0 4623;109722.0 4623;109723.0 4623;109726.0 4623,109728 267;109697 252;109667 242;109734 231;109735 240;109711 215;109746 264;109742 252;109743 220;109745 223;109714 254;109747 231;109748 239;109749 282;109720 236;109721 255;109722 255;109723 247;109726 218
data,1241867100,1824585.0;65889.0;1831780.0;80910.0;1717221.0;62572.0;1836534.0;95402.0;1.22315099274;1.00903220955;1.43849941729,3836.0 92.0 109728;10513.0 210.0 109697;17008.0 416.0 109667;5541.0 258.0 109734;2709.0 61.0 109735;1194.0 15.0 109714;11898.0 596.0 109742;6770.0 276.0 109711;4284.0 82.0 109723;2739.0 82.0 109745;6099.0 301.0 109746;1757.0 49.0 109747;2926.0 108.0 109748;1538.0 53.0 109749;6046.0 176.0 109720;14243.0 662.0 109721;5929.0 203.0 109722;4791.0 216.0 109743;3269.0 64.0 109726,109728.0 15377;109697.0 15377;109667.0 15377;109734.0 15377;109735.0 15377;109711.0 15377;109714.0 15377;109742.0 15377;109743.0 15377;109745.0 15377;109746.0 15377;109747.0 15377;109748.0 15377;109749.0 15377;109720.0 15377;109721.0 15377;109722.0 15377;109723.0 15377;109726.0 15377,109728 782;109697 812;109667 756;109734 802;109735 829;109714 786;109742 832;109711 775;109723 810;109745 816;109746 890;109747 844;109748 847;109749 790;109720 788;109721 831;109722 787;109743 800;109726 800
data,1241867700,1825635.0;65913.0;1832816.0;80930.0;1718242.0;62606.0;1837642.0;95447.0;1.2230199668;1.0091936303;1.43861388861,3915.0 94.0 109728;10551.0 210.0 109697;17058.0 417.0 109667;5581.0 259.0 109734;2747.0 61.0 109735;6813.0 276.0 109711;6143.0 302.0 109746;11989.0 599.0 109742;4843.0 218.0 109743;2785.0 82.0 109745;1250.0 16.0 109714;1800.0 49.0 109747;2980.0 109.0 109748;1621.0 56.0 109749;6090.0 176.0 109720;14354.0 665.0 109721;5972.0 204.0 109722;4323.0 82.0 109723;3311.0 65.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1048;109697 1001;109667 1052;109734 1075;109735 1038;109711 1069;109746 1065;109742 1067;109743 1066;109745 1034;109714 1023;109747 1113;109748 1090;109749 1001;109720 1129;109721 1041;109722 994;109723 1041;109726 1053
data,1241868300,1826711.0;65935.0;1833873.0;80962.0;1719230.0;62633.0;1838701.0;95502.0;1.22311081127;1.00930649197;1.43898142485,3987.0 96.0 109728;10578.0 210.0 109697;17096.0 417.0 109667;4928.0 221.0 109743;5637.0 262.0 109734;2779.0 61.0 109735;6182.0 302.0 109746;12112.0 603.0 109742;6840.0 278.0 109711;2819.0 82.0 109745;1293.0 16.0 109714;1830.0 51.0 109747;3035.0 112.0 109748;1715.0 58.0 109749;6122.0 177.0 109720;14492.0 673.0 109721;6023.0 205.0 109722;4350.0 82.0 109723;3365.0 66.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1007;109697 1060;109667 1029;109743 1102;109734 1042;109735 1033;109746 1036;109742 1037;109711 1064;109745 1036;109714 1102;109747 1053;109748 1067;109749 1071;109720 1044;109721 1076;109722 1026;109723 1064;109726 1051
data,1241869200,1827754.0;65959.0;1834948.0;80998.0;1720266.0;62670.0;1839701.0;95554.0;1.22319082352;1.00950336087;1.43928005692,4025.0 96.0 109728;10605.0 210.0 109697;17123.0 418.0 109667;5679.0 262.0 109734;2814.0 61.0 109735;1324.0 16.0 109714;5039.0 228.0 109743;12219.0 605.0 109742;6863.0 279.0 109711;2843.0 83.0 109745;6234.0 306.0 109746;1868.0 52.0 109747;3144.0 118.0 109748;1807.0 63.0 109749;6159.0 177.0 109720;14666.0 679.0 109721;6065.0 207.0 109722;4376.0 82.0 109723;3405.0 66.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1080;109697 1016;109667 1041;109734 1104;109735 1052;109714 1078;109743 1012;109742 1100;109711 1024;109745 1060;109746 988;109747 1097;109748 1038;109749 1036;109720 1027;109721 1058;109722 1096;109723 1034;109726 1059
data,1241869800,1828791.0;65986.0;1836045.0;81041.0;1721352.0;62710.0;1840743.0;95597.0;1.22330216176;1.00966984418;1.43933994766,4077.0 98.0 109728;10629.0 210.0 109697;17155.0 420.0 109667;5711.0 262.0 109734;2840.0 61.0 109735;6902.0 281.0 109711;6289.0 308.0 109746;12297.0 608.0 109742;5162.0 234.0 109743;2880.0 83.0 109745;1358.0 16.0 109714;1904.0 52.0 109747;3284.0 126.0 109748;1928.0 71.0 109749;6191.0 178.0 109720;14809.0 686.0 109721;6105.0 209.0 109722;4402.0 82.0 109723;3432.0 66.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1007;109697 1006;109667 1065;109734 1139;109735 1059;109711 1091;109746 1061;109742 1029;109743 1040;109745 1045;109714 1063;109747 1096;109748 1057;109749 1038;109720 1026;109721 1028;109722 1093;109723 987;109726 1070
data,1241870400,1829831.0;66021.0;1837093.0;81071.0;1722398.0;62747.0;1841795.0;95641.0;1.22310367308;1.00969065507;1.43923496553,4103.0 98.0 109728;10659.0 210.0 109697;17177.0 420.0 109667;5743.0 263.0 109734;2869.0 61.0 109735;6960.0 285.0 109711;6338.0 309.0 109746;12378.0 613.0 109742;5270.0 240.0 109743;2905.0 83.0 109745;1397.0 17.0 109714;1928.0 52.0 109747;3408.0 130.0 109748;2071.0 73.0 109749;6222.0 179.0 109720;14929.0 690.0 109721;6149.0 210.0 109722;4435.0 82.0 109723;3462.0 66.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1040;109697 985;109667 1000;109734 1030;109735 1068;109711 1016;109746 1024;109742 1013;109743 1086;109745 1062;109714 1066;109747 1108;109748 1052;109749 1099;109720 1075;109721 1033;109722 1087;109723 1115;109726 1041
data,1241871000,1830866.0;66047.0;1838097.0;81111.0;1723437.0;62774.0;1842795.0;95686.0;1.22324878607;1.00968953387;1.43937792772,4134.0 99.0 109728;10684.0 210.0 109697;17204.0 420.0 109667;5766.0 263.0 109734;2893.0 61.0 109735;1426.0 17.0 109714;12437.0 613.0 109742;5392.0 245.0 109743;4463.0 82.0 109723;2930.0 84.0 109745;6389.0 311.0 109746;1952.0 53.0 109747;3532.0 138.0 109748;2175.0 78.0 109749;6251.0 183.0 109720;15065.0 696.0 109721;6194.0 211.0 109722;7038.0 290.0 109711;3482.0 67.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1016;109697 1064;109667 1043;109734 1111;109735 1029;109714 1042;109742 1079;109743 1070;109723 1096;109745 1062;109746 1002;109747 1079;109748 1049;109749 1042;109720 1084;109721 1004;109722 1084;109711 1007;109726 1037
data,1241871300,1831912.0;66083.0;1839140.0;81142.0;1724467.0;62802.0;1843871.0;95729.0;1.22305440139;1.00956304178;1.4392221863,4169.0 100.0 109728;10707.0 210.0 109697;17237.0 420.0 109667;5508.0 248.0 109743;5792.0 264.0 109734;2916.0 61.0 109735;1464.0 18.0 109714;12479.0 613.0 109742;7102.0 291.0 109711;2954.0 84.0 109745;6431.0 313.0 109746;1975.0 53.0 109747;3748.0 149.0 109748;2250.0 79.0 109749;6289.0 183.0 109720;15215.0 706.0 109721;6221.0 211.0 109722;4482.0 82.0 109723;3511.0 67.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1077;109697 1025;109667 1043;109743 1078;109734 1044;109735 1027;109714 1015;109742 1037;109711 1036;109745 1054;109746 1052;109747 1072;109748 1079;109749 1076;109720 1065;109721 1064;109722 1006;109723 1073;109726 1077
data,1241871900,1832993.0;66120.0;1840165.0;81188.0;1725504.0;62831.0;1844894.0;95785.0;1.22310301983;1.00945267452;1.43930901866,4191.0 103.0 109728;10744.0 210.0 109697;17265.0 421.0 109667;5815.0 264.0 109734;2948.0 62.0 109735;7136.0 291.0 109711;1490.0 18.0 109714;12522.0 617.0 109742;5579.0 250.0 109743;2987.0 84.0 109745;6492.0 317.0 109746;2001.0 54.0 109747;3956.0 162.0 109748;2293.0 80.0 109749;6308.0 183.0 109720;15447.0 721.0 109721;6252.0 211.0 109722;4504.0 83.0 109723;3545.0 67.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1047;109697 1052;109667 1002;109734 1056;109735 1069;109711 1089;109714 1003;109742 1060;109743 1074;109745 1042;109746 1111;109747 1031;109748 998;109749 1065;109720 1043;109721 1052;109722 1050;109723 1075;109726 1081
data,1241872500,1834022.0;66159.0;1841202.0;81239.0;1726572.0;62862.0;1845916.0;95838.0;1.22314723995;1.00929729524;1.43926716155,4210.0 103.0 109728;10759.0 210.0 109697;17298.0 424.0 109667;5626.0 252.0 109743;5844.0 264.0 109734;2982.0 64.0 109735;6543.0 318.0 109746;12586.0 621.0 109742;7167.0 292.0 109711;3015.0 84.0 109745;1522.0 20.0 109714;2035.0 55.0 109747;4167.0 173.0 109748;2341.0 84.0 109749;6335.0 184.0 109720;15697.0 740.0 109721;6277.0 211.0 109722;4535.0 83.0 109723;3573.0 67.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1058;109697 1004;109667 1029;109743 1055;109734 1114;109735 1047;109746 1051;109742 1072;109711 1052;109745 1109;109714 1103;109747 1031;109748 1075;109749 1032;109720 1035;109721 1021;109722 1026;109723 1054;109726 1032
