data,1241736600,1515013.0;56060.0;1519768.0;64408.0;1420932.0;52836.0;1520117.0;80832.0;1.14531720253;1.004893189;1.43704237502,2997.0 127.0 109696;2621.0 78.0 109697;2305.0 86.0 109698;1946.0 112.0 109699;1550.0 71.0 109700;1226.0 42.0 109701;1011.0 22.0 109702;4928.0 371.0 109703;1795.0 103.0 109704;726.0 31.0 109705;269.0 7.0 109706;30486.0 1540.0 109635;2579.0 85.0 109651;11097.0 133.0 109660;10790.0 238.0 109667;4112.0 156.0 109673;164.0 9.0 109675;6914.0 269.0 109683;4551.0 189.0 109689;3926.0 174.0 109690;13019.0 1062.0 109692;3109.0 93.0 109693,109696.0 1157;109697.0 1157;109698.0 1157;109699.0 1157;109700.0 1157;109701.0 1157;109702.0 1157;109703.0 1157;109704.0 1157;109705.0 1157;109706.0 1157;109635.0 1157;109651.0 1157;109660.0 1157;109667.0 1157;109673.0 1157;109675.0 1157;109683.0 1157;109689.0 1157;109690.0 1157;109692.0 1157;109693.0 1157,109696 51;109697 52;109698 57;109699 56;109700 50;109701 51;109702 62;109703 45;109704 65;109705 64;109706 48;109635 47;109651 51;109660 48;109667 46;109673 52;109675 52;109683 40;109689 51;109690 67;109692 43;109693 59
data,1241739900,1525036.0;56412.0;1529750.0;64810.0;1430835.0;53157.0;1530183.0;81274.0;1.14532873842;1.00433710153;1.43587574829,3357.0 140.0 109696;2969.0 84.0 109697;2743.0 98.0 109698;2277.0 127.0 109699;1871.0 83.0 109700;1557.0 47.0 109701;1315.0 25.0 109702;5700.0 418.0 109703;2123.0 116.0 109704;1104.0 44.0 109705;606.0 17.0 109706;30956.0 1560.0 109635;3003.0 100.0 109651;11409.0 139.0 109660;11136.0 243.0 109667;4470.0 168.0 109673;711.0 39.0 109675;7232.0 275.0 109683;4894.0 198.0 109689;4246.0 184.0 109690;14943.0 1184.0 109692;3481.0 111.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 962;109697 881;109698 955;109699 907;109700 900;109701 858;109702 901;109703 961;109704 920;109705 958;109706 894;109635 842;109651 890;109660 908;109667 884;109673 896;109675 942;109683 917;109689 886;109690 941;109692 899;109693 898
data,1241740200,1525918.0;56456.0;1530665.0;64848.0;1431726.0;53195.0;1531125.0;81331.0;1.14508447417;1.00422722962;1.43570944073,3388.0 140.0 109696;2991.0 84.0 109697;2773.0 98.0 109698;2311.0 130.0 109699;1897.0 87.0 109700;1586.0 48.0 109701;1341.0 26.0 109702;5760.0 423.0 109703;2160.0 116.0 109704;1136.0 45.0 109705;639.0 18.0 109706;30983.0 1561.0 109635;3029.0 101.0 109651;11440.0 139.0 109660;11164.0 243.0 109667;4504.0 168.0 109673;745.0 40.0 109675;7257.0 277.0 109683;4914.0 199.0 109689;4276.0 185.0 109690;15216.0 1199.0 109692;3508.0 111.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 904;109697 894;109698 930;109699 914;109700 900;109701 929;109702 891;109703 920;109704 934;109705 874;109706 937;109635 900;109651 886;109660 938;109667 861;109673 925;109675 930;109683 919;109689 888;109690 938;109692 889;109693 899
data,1241740500,1526823.0;56486.0;1531562.0;64890.0;1432630.0;53240.0;1532027.0;81377.0;1.1452256423;1.00450447853;1.43576422545,3408.0 140.0 109696;3023.0 86.0 109697;2800.0 100.0 109698;2345.0 130.0 109699;1919.0 89.0 109700;1624.0 50.0 109701;1369.0 29.0 109702;5881.0 432.0 109703;2185.0 116.0 109704;1170.0 45.0 109705;671.0 19.0 109706;31015.0 1562.0 109635;3056.0 102.0 109651;11470.0 139.0 109660;11195.0 243.0 109667;4536.0 169.0 109673;780.0 40.0 109675;7286.0 278.0 109683;4943.0 200.0 109689;4302.0 186.0 109690;15400.0 1212.0 109692;3537.0 113.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 931;109697 910;109698 948;109699 913;109700 916;109701 932;109702 923;109703 887;109704 885;109705 923;109706 910;109635 932;109651 878;109660 878;109667 897;109673 901;109675 958;109683 970;109689 883;109690 881;109692 850;109693 894
data,1241740800,1527706.0;56513.0;1532481.0;64930.0;1433489.0;53278.0;1532914.0;81415.0;1.14535924568;1.00471982231;1.43574746585,3439.0 143.0 109696;3059.0 86.0 109697;2824.0 103.0 109698;2379.0 132.0 109699;1953.0 89.0 109700;1652.0 50.0 109701;1392.0 29.0 109702;5966.0 438.0 109703;2211.0 117.0 109704;1203.0 45.0 109705;698.0 20.0 109706;31041.0 1563.0 109635;3085.0 102.0 109651;11500.0 140.0 109660;11224.0 243.0 109667;4567.0 169.0 109673;796.0 41.0 109675;7313.0 279.0 109683;4978.0 201.0 109689;4329.0 186.0 109690;15666.0 1231.0 109692;3559.0 113.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 921;109697 912;109698 926;109699 929;109700 887;109701 824;109702 892;109703 940;109704 869;109705 940;109706 949;109635 917;109651 925;109660 873;109667 862;109673 919;109675 915;109683 947;109689 888;109690 932;109692 946;109693 887
data,1241741100,1528622.0;56532.0;1533392.0;64965.0;1434356.0;53305.0;1533815.0;81463.0;1.14559736239;1.00488589111;1.43612808161,3462.0 147.0 109696;3084.0 87.0 109697;2847.0 103.0 109698;2404.0 133.0 109699;1982.0 89.0 109700;1675.0 52.0 109701;1422.0 30.0 109702;6069.0 442.0 109703;2235.0 119.0 109704;1233.0 45.0 109705;732.0 23.0 109706;31066.0 1564.0 109635;3112.0 102.0 109651;11534.0 141.0 109660;11260.0 244.0 109667;4596.0 169.0 109673;819.0 41.0 109675;7339.0 279.0 109683;5010.0 201.0 109689;4364.0 187.0 109690;15910.0 1241.0 109692;3590.0 116.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 935;109697 889;109698 909;109699 910;109700 946;109701 900;109702 908;109703 962;109704 910;109705 855;109706 912;109635 928;109651 909;109660 875;109667 907;109673 908;109675 819;109683 929;109689 906;109690 922;109692 928;109693 933
data,1241741400,1529471.0;56556.0;1534294.0;65004.0;1435253.0;53334.0;1534717.0;81503.0;1.14576105417;1.00493565285;1.43617661846,3494.0 148.0 109696;3114.0 88.0 109697;2869.0 105.0 109698;2430.0 133.0 109699;2018.0 91.0 109700;1710.0 54.0 109701;1453.0 31.0 109702;6168.0 448.0 109703;2257.0 120.0 109704;1265.0 45.0 109705;753.0 23.0 109706;31095.0 1566.0 109635;3136.0 103.0 109651;11552.0 141.0 109660;11291.0 244.0 109667;4627.0 171.0 109673;846.0 41.0 109675;7380.0 280.0 109683;5039.0 203.0 109689;4386.0 187.0 109690;16155.0 1256.0 109692;3609.0 116.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 912;109697 913;109698 914;109699 964;109700 909;109701 885;109702 949;109703 891;109704 898;109705 871;109706 890;109635 892;109651 926;109660 876;109667 929;109673 858;109675 932;109683 993;109689 900;109690 891;109692 903;109693 904
data,1241741700,1530338.0;56587.0;1535190.0;65044.0;1436121.0;53373.0;1535655.0;81548.0;1.14581842264;1.00508148758;1.4361187368,3518.0 151.0 109696;3141.0 89.0 109697;2896.0 107.0 109698;2452.0 133.0 109699;2044.0 92.0 109700;1734.0 54.0 109701;1481.0 32.0 109702;6266.0 459.0 109703;2284.0 120.0 109704;1293.0 45.0 109705;781.0 23.0 109706;31123.0 1567.0 109635;3166.0 104.0 109651;11578.0 141.0 109660;11315.0 244.0 109667;4658.0 173.0 109673;878.0 43.0 109675;7410.0 280.0 109683;5068.0 204.0 109689;4417.0 187.0 109690;16409.0 1270.0 109692;3631.0 116.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 890;109697 889;109698 945;109699 863;109700 923;109701 919;109702 955;109703 929;109704 905;109705 881;109706 877;109635 905;109651 915;109660 906;109667 863;109673 927;109675 939;109683 915;109689 905;109690 910;109692 938;109693 901
data,1241742000,1531297.0;56634.0;1536070.0;65070.0;1437032.0;53409.0;1536550.0;81587.0;1.14538632752;1.00491702184;1.43567607282,3556.0 153.0 109696;3178.0 89.0 109697;2918.0 107.0 109698;2475.0 135.0 109699;2066.0 92.0 109700;1768.0 55.0 109701;1505.0 32.0 109702;6403.0 463.0 109703;2309.0 121.0 109704;1324.0 45.0 109705;806.0 25.0 109706;31156.0 1567.0 109635;3187.0 105.0 109651;11601.0 141.0 109660;11348.0 244.0 109667;4681.0 175.0 109673;900.0 45.0 109675;7442.0 280.0 109683;5109.0 205.0 109689;4445.0 187.0 109690;16578.0 1277.0 109692;3668.0 117.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 919;109697 937;109698 951;109699 863;109700 862;109701 944;109702 899;109703 895;109704 946;109705 915;109706 894;109635 901;109651 896;109660 922;109667 898;109673 890;109675 878;109683 885;109689 941;109690 918;109692 949;109693 897
data,1241742300,1532193.0;56665.0;1537018.0;65113.0;1437966.0;53435.0;1537479.0;81633.0;1.14547952992;1.00479109398;1.43567171853,3595.0 154.0 109696;3218.0 89.0 109697;2947.0 109.0 109698;2507.0 136.0 109699;2105.0 92.0 109700;1799.0 57.0 109701;1536.0 32.0 109702;6599.0 473.0 109703;2338.0 123.0 109704;1347.0 46.0 109705;831.0 26.0 109706;31179.0 1568.0 109635;3221.0 105.0 109651;11638.0 141.0 109660;11368.0 245.0 109667;4708.0 177.0 109673;941.0 51.0 109675;7463.0 280.0 109683;5146.0 206.0 109689;4477.0 189.0 109690;16719.0 1285.0 109692;3689.0 119.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 913;109697 880;109698 933;109699 918;109700 902;109701 924;109702 904;109703 951;109704 926;109705 900;109706 915;109635 893;109651 911;109660 950;109667 942;109673 911;109675 879;109683 870;109689 888;109690 953;109692 879;109693 858
data,1241742600,1533137.0;56699.0;1537937.0;65150.0;1438883.0;53462.0;1538372.0;81673.0;1.14546398829;1.00467428282;1.43556449009,3626.0 156.0 109696;3260.0 91.0 109697;2970.0 109.0 109698;2527.0 138.0 109699;2131.0 92.0 109700;1833.0 58.0 109701;1570.0 33.0 109702;6769.0 482.0 109703;2369.0 124.0 109704;1375.0 47.0 109705;857.0 27.0 109706;31208.0 1568.0 109635;3246.0 106.0 109651;11669.0 142.0 109660;11396.0 246.0 109667;4737.0 178.0 109673;972.0 51.0 109675;7493.0 280.0 109683;5160.0 206.0 109689;4509.0 189.0 109690;16890.0 1297.0 109692;3723.0 120.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 930;109697 910;109698 942;109699 854;109700 891;109701 935;109702 962;109703 894;109704 921;109705 919;109706 906;109635 856;109651 851;109660 880;109667 876;109673 953;109675 891;109683 937;109689 923;109690 958;109692 882;109693 929
