data,1241736600,1516183.0;56014.0;1524747.0;71676.0;1419906.0;53499.0;1525533.0;80873.0;1.27242153025;1.01986128479;1.43495070779,2255.0 96.0 109696;1302.0 26.0 109697;1319.0 40.0 109698;2389.0 125.0 109699;1461.0 63.0 109700;910.0 34.0 109701;511.0 12.0 109702;7923.0 549.0 109703;974.0 49.0 109704;578.0 20.0 109705;117.0 4.0 109706;29855.0 1386.0 109635;1328.0 35.0 109651;5782.0 65.0 109660;5987.0 150.0 109667;3502.0 157.0 109673;66.0 1.0 109675;5205.0 209.0 109683;4186.0 184.0 109689;3450.0 158.0 109690;25814.0 2042.0 109692;1820.0 61.0 109693,109696.0 1157;109697.0 1157;109698.0 1157;109699.0 1157;109700.0 1157;109701.0 1157;109702.0 1157;109703.0 1157;109704.0 1157;109705.0 1157;109706.0 1157;109635.0 1157;109651.0 1157;109660.0 1157;109667.0 1157;109673.0 1157;109675.0 1157;109683.0 1157;109689.0 1157;109690.0 1157;109692.0 1157;109693.0 1157,109696 51;109697 52;109698 57;109699 56;109700 50;109701 51;109702 62;109703 45;109704 65;109705 64;109706 48;109635 47;109651 51;109660 48;109667 46;109673 52;109675 52;109683 40;109689 51;109690 67;109692 43;109693 59
data,1241739900,1526210.0;56392.0;1534857.0;72117.0;1430052.0;53858.0;1535462.0;81392.0;1.27164688042;1.01928395894;1.43462846851,2543.0 106.0 109696;1620.0 34.0 109697;1584.0 48.0 109698;2821.0 145.0 109699;1910.0 81.0 109700;1296.0 46.0 109701;696.0 15.0 109702;9466.0 650.0 109703;1321.0 61.0 109704;917.0 31.0 109705;490.0 17.0 109706;30150.0 1397.0 109635;1578.0 43.0 109651;5970.0 67.0 109660;6214.0 154.0 109667;3722.0 162.0 109673;1337.0 72.0 109675;5432.0 214.0 109683;4455.0 191.0 109689;3859.0 178.0 109690;27378.0 2128.0 109692;2085.0 67.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 962;109697 881;109698 955;109699 907;109700 900;109701 858;109702 901;109703 961;109704 920;109705 958;109706 894;109635 842;109651 890;109660 908;109667 884;109673 896;109675 942;109683 917;109689 886;109690 941;109692 899;109693 898
data,1241740200,1527133.0;56421.0;1535785.0;72153.0;1430940.0;53887.0;1536373.0;81434.0;1.27162791838;1.01929211572;1.43464742783,2562.0 106.0 109696;1626.0 34.0 109697;1601.0 48.0 109698;2858.0 147.0 109699;1929.0 82.0 109700;1305.0 46.0 109701;712.0 15.0 109702;9753.0 668.0 109703;1336.0 61.0 109704;936.0 31.0 109705;506.0 17.0 109706;30170.0 1397.0 109635;1597.0 44.0 109651;5982.0 67.0 109660;6225.0 154.0 109667;3738.0 162.0 109673;1513.0 81.0 109675;5449.0 214.0 109683;4467.0 191.0 109689;3935.0 181.0 109690;27471.0 2130.0 109692;2101.0 67.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 904;109697 894;109698 930;109699 914;109700 900;109701 929;109702 891;109703 920;109704 934;109705 874;109706 937;109635 900;109651 886;109660 938;109667 861;109673 925;109675 930;109683 919;109689 888;109690 938;109692 889;109693 899
data,1241740500,1528043.0;56449.0;1536740.0;72198.0;1431829.0;53915.0;1537274.0;81478.0;1.27175687571;1.01929003456;1.43472412479,2579.0 106.0 109696;1634.0 34.0 109697;1619.0 48.0 109698;2902.0 149.0 109699;1951.0 83.0 109700;1316.0 46.0 109701;727.0 16.0 109702;10083.0 688.0 109703;1352.0 61.0 109704;955.0 32.0 109705;525.0 18.0 109706;30182.0 1397.0 109635;1630.0 44.0 109651;5992.0 67.0 109660;6236.0 154.0 109667;3754.0 163.0 109673;1684.0 90.0 109675;5464.0 215.0 109683;4483.0 191.0 109689;4002.0 186.0 109690;27545.0 2133.0 109692;2112.0 67.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 931;109697 910;109698 948;109699 913;109700 916;109701 932;109702 923;109703 887;109704 885;109705 923;109706 910;109635 932;109651 878;109660 878;109667 897;109673 901;109675 958;109683 970;109689 883;109690 881;109692 850;109693 894
data,1241740800,1528927.0;56478.0;1537687.0;72244.0;1432812.0;53951.0;1538185.0;81521.0;1.27186577892;1.01933686209;1.43472401435,2595.0 106.0 109696;1645.0 34.0 109697;1643.0 50.0 109698;2944.0 151.0 109699;1973.0 83.0 109700;1329.0 47.0 109701;741.0 16.0 109702;10462.0 710.0 109703;1359.0 61.0 109704;967.0 32.0 109705;545.0 19.0 109706;30199.0 1398.0 109635;1647.0 44.0 109651;6006.0 67.0 109660;6244.0 154.0 109667;3771.0 164.0 109673;1823.0 99.0 109675;5476.0 216.0 109683;4493.0 191.0 109689;4068.0 189.0 109690;27625.0 2136.0 109692;2119.0 67.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 921;109697 912;109698 926;109699 929;109700 887;109701 824;109702 892;109703 940;109704 869;109705 940;109706 949;109635 917;109651 925;109660 873;109667 862;109673 919;109675 915;109683 947;109689 888;109690 932;109692 946;109693 887
data,1241741100,1529823.0;56503.0;1538595.0;72272.0;1433682.0;53977.0;1539141.0;81572.0;1.27179008646;1.01935530953;1.43493550735,2612.0 106.0 109696;1658.0 34.0 109697;1660.0 52.0 109698;2977.0 151.0 109699;1997.0 83.0 109700;1344.0 47.0 109701;755.0 17.0 109702;10863.0 723.0 109703;1373.0 61.0 109704;979.0 33.0 109705;560.0 20.0 109706;30222.0 1400.0 109635;1660.0 44.0 109651;6019.0 67.0 109660;6257.0 154.0 109667;3782.0 164.0 109673;1925.0 101.0 109675;5491.0 216.0 109683;4507.0 192.0 109689;4137.0 191.0 109690;27675.0 2138.0 109692;2129.0 68.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 935;109697 889;109698 909;109699 910;109700 946;109701 900;109702 908;109703 962;109704 910;109705 855;109706 912;109635 928;109651 909;109660 875;109667 907;109673 908;109675 819;109683 929;109689 906;109690 922;109692 928;109693 933
data,1241741400,1530693.0;56528.0;1539444.0;72315.0;1434592.0;54009.0;1540039.0;81620.0;1.27200544767;1.01944126167;1.43512373592,2627.0 106.0 109696;1674.0 35.0 109697;1688.0 53.0 109698;3021.0 154.0 109699;2007.0 83.0 109700;1358.0 48.0 109701;769.0 18.0 109702;11225.0 748.0 109703;1383.0 62.0 109704;995.0 33.0 109705;569.0 20.0 109706;30237.0 1400.0 109635;1672.0 44.0 109651;6028.0 67.0 109660;6271.0 155.0 109667;3791.0 164.0 109673;2011.0 103.0 109675;5503.0 217.0 109683;4514.0 193.0 109689;4210.0 193.0 109690;27737.0 2141.0 109692;2141.0 68.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 912;109697 913;109698 914;109699 964;109700 909;109701 885;109702 949;109703 891;109704 898;109705 871;109706 890;109635 892;109651 926;109660 876;109667 929;109673 858;109675 932;109683 993;109689 900;109690 891;109692 903;109693 904
data,1241741700,1531583.0;56570.0;1540325.0;72364.0;1435461.0;54033.0;1540977.0;81666.0;1.27193394907;1.01911229643;1.43482682061,2641.0 107.0 109696;1686.0 35.0 109697;1727.0 55.0 109698;3055.0 156.0 109699;2014.0 83.0 109700;1368.0 48.0 109701;776.0 18.0 109702;11683.0 780.0 109703;1394.0 63.0 109704;1011.0 33.0 109705;583.0 20.0 109706;30252.0 1400.0 109635;1682.0 44.0 109651;6039.0 67.0 109660;6281.0 155.0 109667;3803.0 164.0 109673;2099.0 110.0 109675;5517.0 217.0 109683;4528.0 194.0 109689;4245.0 194.0 109690;27777.0 2143.0 109692;2151.0 68.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 890;109697 889;109698 945;109699 863;109700 923;109701 919;109702 955;109703 929;109704 905;109705 881;109706 877;109635 905;109651 915;109660 906;109667 863;109673 927;109675 939;109683 915;109689 905;109690 910;109692 938;109693 901
data,1241742000,1532440.0;56602.0;1541228.0;72410.0;1436328.0;54058.0;1541911.0;81725.0;1.27198901161;1.01896214411;1.43498487984,2656.0 107.0 109696;1701.0 35.0 109697;1753.0 57.0 109698;3087.0 158.0 109699;2027.0 83.0 109700;1376.0 48.0 109701;785.0 18.0 109702;12125.0 803.0 109703;1410.0 64.0 109704;1023.0 33.0 109705;593.0 20.0 109706;30263.0 1401.0 109635;1699.0 45.0 109651;6048.0 67.0 109660;6291.0 156.0 109667;3813.0 165.0 109673;2187.0 113.0 109675;5537.0 218.0 109683;4543.0 195.0 109689;4288.0 196.0 109690;27848.0 2150.0 109692;2162.0 68.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 919;109697 937;109698 951;109699 863;109700 862;109701 944;109702 899;109703 895;109704 946;109705 915;109706 894;109635 901;109651 896;109660 922;109667 898;109673 890;109675 878;109683 885;109689 941;109690 918;109692 949;109693 897
data,1241742300,1533328.0;56626.0;1542164.0;72452.0;1437263.0;54091.0;1542769.0;81759.0;1.27215198346;1.01907922168;1.43500643643,2668.0 107.0 109696;1712.0 35.0 109697;1782.0 58.0 109698;3123.0 158.0 109699;2037.0 84.0 109700;1386.0 48.0 109701;795.0 18.0 109702;12637.0 835.0 109703;1424.0 66.0 109704;1034.0 33.0 109705;604.0 21.0 109706;30276.0 1401.0 109635;1715.0 45.0 109651;6061.0 67.0 109660;6305.0 156.0 109667;3827.0 165.0 109673;2257.0 115.0 109675;5550.0 218.0 109683;4554.0 195.0 109689;4322.0 197.0 109690;27909.0 2152.0 109692;2173.0 68.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 913;109697 880;109698 933;109699 918;109700 902;109701 924;109702 904;109703 951;109704 926;109705 900;109706 915;109635 893;109651 911;109660 950;109667 942;109673 911;109675 879;109683 870;109689 888;109690 953;109692 879;109693 858
data,1241742600,1534254.0;56660.0;1543077.0;72498.0;1438143.0;54125.0;1543641.0;81800.0;1.27221092838;1.01909936659;1.43492001217,2680.0 108.0 109696;1727.0 35.0 109697;1815.0 59.0 109698;3162.0 161.0 109699;2055.0 85.0 109700;1401.0 48.0 109701;808.0 18.0 109702;13129.0 866.0 109703;1441.0 67.0 109704;1050.0 33.0 109705;617.0 21.0 109706;30291.0 1401.0 109635;1723.0 45.0 109651;6076.0 67.0 109660;6319.0 157.0 109667;3839.0 165.0 109673;2309.0 116.0 109675;5556.0 218.0 109683;4567.0 196.0 109689;4348.0 197.0 109690;27968.0 2156.0 109692;2183.0 69.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 930;109697 910;109698 942;109699 854;109700 891;109701 935;109702 962;109703 894;109704 921;109705 919;109706 906;109635 856;109651 851;109660 880;109667 876;109673 953;109675 891;109683 937;109689 923;109690 958;109692 882;109693 929
