data,1241736600,1516183.0;56014.0;1524747.0;71676.0;1419906.0;53499.0;1525533.0;80873.0;1.27242153025;1.01986128479;1.43495070779,2255.0 96.0 109696;1302.0 26.0 109697;1319.0 40.0 109698;2389.0 125.0 109699;1461.0 63.0 109700;910.0 34.0 109701;511.0 12.0 109702;7923.0 549.0 109703;974.0 49.0 109704;578.0 20.0 109705;117.0 4.0 109706;29855.0 1386.0 109635;1328.0 35.0 109651;5782.0 65.0 109660;5987.0 150.0 109667;3502.0 157.0 109673;66.0 1.0 109675;5205.0 209.0 109683;4186.0 184.0 109689;3450.0 158.0 109690;25814.0 2042.0 109692;1820.0 61.0 109693,109696.0 1157;109697.0 1157;109698.0 1157;109699.0 1157;109700.0 1157;109701.0 1157;109702.0 1157;109703.0 1157;109704.0 1157;109705.0 1157;109706.0 1157;109635.0 1157;109651.0 1157;109660.0 1157;109667.0 1157;109673.0 1157;109675.0 1157;109683.0 1157;109689.0 1157;109690.0 1157;109692.0 1157;109693.0 1157,109696 51;109697 52;109698 57;109699 56;109700 50;109701 51;109702 62;109703 45;109704 65;109705 64;109706 48;109635 47;109651 51;109660 48;109667 46;109673 52;109675 52;109683 40;109689 51;109690 67;109692 43;109693 59
data,1241736900,1517056.0;56042.0;1525598.0;71704.0;1420758.0;53532.0;1526407.0;80919.0;1.27230507467;1.01995578564;1.43505367358,2298.0 98.0 109696;1367.0 30.0 109697;1360.0 40.0 109698;2425.0 125.0 109699;1498.0 65.0 109700;962.0 36.0 109701;548.0 13.0 109702;7945.0 549.0 109703;1014.0 49.0 109704;617.0 20.0 109705;155.0 5.0 109706;29897.0 1388.0 109635;1363.0 36.0 109651;5813.0 66.0 109660;6024.0 150.0 109667;3531.0 157.0 109673;90.0 3.0 109675;5235.0 209.0 109683;4213.0 184.0 109689;3501.0 161.0 109690;25877.0 2049.0 109692;1852.0 61.0 109693,109696.0 18843;109697.0 18843;109698.0 18843;109699.0 18843;109700.0 18843;109701.0 18843;109702.0 18843;109703.0 18843;109704.0 18843;109705.0 18843;109706.0 18843;109635.0 18843;109651.0 18843;109660.0 18843;109667.0 18843;109673.0 18843;109675.0 18843;109683.0 18843;109689.0 18843;109690.0 18843;109692.0 18843;109693.0 18843,109696 880;109697 836;109698 875;109699 925;109700 834;109701 861;109702 844;109703 841;109704 870;109705 881;109706 893;109635 854;109651 868;109660 816;109667 841;109673 872;109675 797;109683 836;109689 831;109690 865;109692 867;109693 856
data,1241737200,1517968.0;56077.0;1526579.0;71735.0;1421697.0;53568.0;1527331.0;80971.0;1.27200747493;1.01994377013;1.43507361898,2343.0 98.0 109696;1442.0 32.0 109697;1386.0 41.0 109698;2458.0 125.0 109699;1554.0 69.0 109700;1038.0 39.0 109701;582.0 13.0 109702;7989.0 551.0 109703;1045.0 50.0 109704;665.0 22.0 109705;197.0 7.0 109706;29936.0 1389.0 109635;1403.0 36.0 109651;5849.0 66.0 109660;6047.0 150.0 109667;3555.0 157.0 109673;147.0 4.0 109675;5264.0 210.0 109683;4254.0 185.0 109689;3551.0 163.0 109690;25965.0 2054.0 109692;1896.0 64.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 968;109697 910;109698 932;109699 879;109700 891;109701 932;109702 878;109703 967;109704 920;109705 883;109706 914;109635 936;109651 929;109660 881;109667 862;109673 911;109675 937;109683 925;109689 921;109690 870;109692 875;109693 879
data,1241737500,1518889.0;56120.0;1527488.0;71776.0;1422675.0;53596.0;1528236.0;81019.0;1.27177364062;1.01961226986;1.43484446604,2362.0 98.0 109696;1485.0 32.0 109697;1417.0 42.0 109698;2496.0 128.0 109699;1603.0 70.0 109700;1079.0 40.0 109701;599.0 13.0 109702;8056.0 557.0 109703;1101.0 53.0 109704;693.0 24.0 109705;241.0 8.0 109706;29969.0 1389.0 109635;1427.0 37.0 109651;5870.0 66.0 109660;6074.0 152.0 109667;3573.0 157.0 109673;210.0 8.0 109675;5289.0 210.0 109683;4289.0 186.0 109689;3580.0 163.0 109690;26120.0 2068.0 109692;1942.0 65.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 903;109697 909;109698 951;109699 899;109700 867;109701 917;109702 880;109703 903;109704 962;109705 944;109706 883;109635 859;109651 873;109660 937;109667 930;109673 863;109675 920;109683 937;109689 899;109690 903;109692 936;109693 925
data,1241737800,1519815.0;56147.0;1528427.0;71821.0;1423635.0;53632.0;1529137.0;81067.0;1.27195256927;1.01974011991;1.43503295594,2383.0 99.0 109696;1506.0 32.0 109697;1437.0 43.0 109698;2541.0 130.0 109699;1677.0 76.0 109700;1123.0 43.0 109701;617.0 13.0 109702;8133.0 563.0 109703;1132.0 53.0 109704;744.0 26.0 109705;274.0 10.0 109706;30001.0 1390.0 109635;1447.0 38.0 109651;5883.0 66.0 109660;6103.0 153.0 109667;3584.0 158.0 109673;273.0 11.0 109675;5311.0 211.0 109683;4327.0 188.0 109689;3625.0 165.0 109690;26318.0 2078.0 109692;1975.0 65.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 932;109697 887;109698 921;109699 903;109700 831;109701 928;109702 939;109703 900;109704 932;109705 917;109706 934;109635 942;109651 880;109660 856;109667 904;109673 877;109675 914;109683 930;109689 923;109690 932;109692 922;109693 896
data,1241738100,1520760.0;56182.0;1529355.0;71854.0;1424544.0;53666.0;1530031.0;81112.0;1.27176283062;1.01973386886;1.43498831743,2407.0 100.0 109696;1531.0 32.0 109697;1475.0 43.0 109698;2581.0 131.0 109699;1749.0 77.0 109700;1173.0 45.0 109701;638.0 13.0 109702;8200.0 567.0 109703;1157.0 54.0 109704;775.0 27.0 109705;318.0 12.0 109706;30030.0 1391.0 109635;1469.0 38.0 109651;5899.0 66.0 109660;6124.0 153.0 109667;3607.0 159.0 109673;342.0 19.0 109675;5335.0 211.0 109683;4352.0 189.0 109689;3654.0 165.0 109690;26526.0 2087.0 109692;2000.0 65.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 918;109697 940;109698 902;109699 939;109700 911;109701 948;109702 913;109703 833;109704 957;109705 898;109706 916;109635 943;109651 838;109660 925;109667 919;109673 922;109675 919;109683 882;109689 901;109690 917;109692 900;109693 859
data,1241738400,1521725.0;56221.0;1530265.0;71898.0;1425499.0;53701.0;1530946.0;81158.0;1.27170908516;1.01965455939;1.43485849444,2437.0 102.0 109696;1542.0 32.0 109697;1496.0 44.0 109698;2613.0 134.0 109699;1791.0 78.0 109700;1213.0 45.0 109701;652.0 14.0 109702;8289.0 573.0 109703;1180.0 58.0 109704;810.0 27.0 109705;360.0 13.0 109706;30059.0 1393.0 109635;1490.0 39.0 109651;5914.0 66.0 109660;6139.0 153.0 109667;3628.0 159.0 109673;516.0 34.0 109675;5351.0 211.0 109683;4375.0 189.0 109689;3676.0 165.0 109690;26702.0 2094.0 109692;2019.0 65.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 897;109697 919;109698 927;109699 884;109700 888;109701 929;109702 976;109703 861;109704 891;109705 907;109706 910;109635 898;109651 883;109660 932;109667 875;109673 905;109675 903;109683 889;109689 923;109690 955;109692 915;109693 933
data,1241738700,1522635.0;56255.0;1531204.0;71935.0;1426452.0;53728.0;1531853.0;81206.0;1.27157468268;1.01947878254;1.43484737253,2461.0 103.0 109696;1570.0 34.0 109697;1514.0 44.0 109698;2661.0 137.0 109699;1821.0 79.0 109700;1235.0 45.0 109701;662.0 14.0 109702;8398.0 582.0 109703;1234.0 58.0 109704;840.0 28.0 109705;404.0 15.0 109706;30083.0 1393.0 109635;1509.0 39.0 109651;5931.0 67.0 109660;6157.0 153.0 109667;3654.0 160.0 109673;720.0 40.0 109675;5370.0 212.0 109683;4397.0 189.0 109689;3696.0 166.0 109690;26843.0 2101.0 109692;2031.0 66.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 912;109697 923;109698 1008;109699 872;109700 907;109701 863;109702 904;109703 906;109704 963;109705 892;109706 926;109635 921;109651 910;109660 880;109667 844;109673 926;109675 909;109683 909;109689 906;109690 945;109692 899;109693 875
data,1241739000,1523575.0;56289.0;1532102.0;71983.0;1427350.0;53767.0;1532743.0;81249.0;1.27169383997;1.0195901478;1.43479213571,2478.0 103.0 109696;1587.0 34.0 109697;1532.0 45.0 109698;2710.0 142.0 109699;1849.0 80.0 109700;1257.0 45.0 109701;670.0 14.0 109702;8606.0 603.0 109703;1256.0 59.0 109704;856.0 28.0 109705;425.0 15.0 109706;30104.0 1393.0 109635;1523.0 39.0 109651;5941.0 67.0 109660;6175.0 154.0 109667;3678.0 161.0 109673;878.0 49.0 109675;5389.0 213.0 109683;4410.0 189.0 109689;3717.0 166.0 109690;27006.0 2108.0 109692;2042.0 66.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 908;109697 948;109698 909;109699 925;109700 870;109701 922;109702 907;109703 923;109704 905;109705 892;109706 953;109635 925;109651 932;109660 938;109667 882;109673 963;109675 851;109683 883;109689 849;109690 898;109692 900;109693 917
data,1241739300,1524426.0;56323.0;1533042.0;72025.0;1428274.0;53792.0;1533655.0;81302.0;1.27159784137;1.01935798561;1.4348091005,2503.0 105.0 109696;1603.0 34.0 109697;1554.0 45.0 109698;2750.0 143.0 109699;1880.0 80.0 109700;1266.0 45.0 109701;682.0 14.0 109702;8908.0 621.0 109703;1287.0 61.0 109704;874.0 28.0 109705;448.0 15.0 109706;30122.0 1394.0 109635;1536.0 40.0 109651;5947.0 67.0 109660;6192.0 154.0 109667;3696.0 161.0 109673;1031.0 57.0 109675;5400.0 213.0 109683;4426.0 189.0 109689;3738.0 167.0 109690;27133.0 2116.0 109692;2053.0 66.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 871;109697 955;109698 868;109699 901;109700 947;109701 876;109702 909;109703 961;109704 910;109705 956;109706 938;109635 930;109651 921;109660 848;109667 873;109673 900;109675 916;109683 889;109689 923;109690 952;109692 905;109693 851
data,1241739600,1525301.0;56352.0;1533929.0;72073.0;1429120.0;53829.0;1534543.0;81345.0;1.27178460125;1.01951550616;1.4348219824,2526.0 105.0 109696;1609.0 34.0 109697;1570.0 46.0 109698;2787.0 143.0 109699;1896.0 81.0 109700;1282.0 46.0 109701;688.0 14.0 109702;9174.0 634.0 109703;1311.0 61.0 109704;891.0 31.0 109705;470.0 16.0 109706;30133.0 1395.0 109635;1562.0 42.0 109651;5959.0 67.0 109660;6201.0 154.0 109667;3709.0 162.0 109673;1200.0 67.0 109675;5411.0 213.0 109683;4444.0 191.0 109689;3772.0 174.0 109690;27257.0 2121.0 109692;2064.0 66.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 919;109697 934;109698 912;109699 887;109700 931;109701 925;109702 884;109703 852;109704 930;109705 928;109706 911;109635 882;109651 965;109660 887;109667 933;109673 894;109675 888;109683 918;109689 939;109690 894;109692 866;109693 921
