data,1241749200,1555297.0;57367.0;1561101.0;70979.0;1459275.0;54290.0;1564354.0;83818.0;1.23267920525;1.00863467554;1.45262479205,3286.0 131.0 109696;2800.0 62.0 109697;2979.0 103.0 109698;2907.0 135.0 109699;2069.0 74.0 109700;1991.0 55.0 109701;1660.0 26.0 109702;19657.0 1260.0 109703;4353.0 222.0 109704;1479.0 44.0 109706;383.0 12.0 109707;856.0 42.0 109708;300.0 13.0 109709;86.0 2.0 109710;27624.0 1226.0 109635;3032.0 101.0 109651;9037.0 110.0 109660;8876.0 228.0 109667;4356.0 152.0 109673;2068.0 93.0 109675;6778.0 239.0 109683;4651.0 161.0 109689;4848.0 213.0 109690,109696.0 8333;109697.0 8333;109698.0 8333;109699.0 8333;109700.0 8333;109701.0 8333;109702.0 8333;109703.0 8333;109704.0 8333;109706.0 8333;109707.0 8333;109708.0 8333;109709.0 8333;109710.0 8333;109635.0 8333;109651.0 8333;109660.0 8333;109667.0 8333;109673.0 8333;109675.0 8333;109683.0 8333;109689.0 8333;109690.0 8333,109696 378;109697 376;109698 325;109699 357;109700 354;109701 333;109702 402;109703 371;109704 370;109706 377;109707 360;109708 358;109709 377;109710 365;109635 371;109651 363;109660 349;109667 340;109673 359;109675 359;109683 346;109689 377;109690 366
data,1241749500,1555789.0;57373.0;1561599.0;70995.0;1459776.0;54306.0;1564883.0;83837.0;1.2328248458;1.00879920928;1.45277043709,3304.0 131.0 109696;2819.0 64.0 109697;3003.0 104.0 109698;2932.0 137.0 109699;2090.0 75.0 109700;2014.0 56.0 109701;1683.0 26.0 109702;19674.0 1261.0 109703;4376.0 223.0 109704;1492.0 44.0 109706;406.0 12.0 109707;872.0 42.0 109708;329.0 15.0 109709;111.0 2.0 109710;27656.0 1227.0 109635;3058.0 102.0 109651;9051.0 110.0 109660;8900.0 229.0 109667;4378.0 153.0 109673;2093.0 94.0 109675;6792.0 239.0 109683;4672.0 161.0 109689;4869.0 213.0 109690,109696.0 11667;109697.0 11667;109698.0 11667;109699.0 11667;109700.0 11667;109701.0 11667;109702.0 11667;109703.0 11667;109704.0 11667;109706.0 11667;109707.0 11667;109708.0 11667;109709.0 11667;109710.0 11667;109635.0 11667;109651.0 11667;109660.0 11667;109667.0 11667;109673.0 11667;109675.0 11667;109683.0 11667;109689.0 11667;109690.0 11667,109696 462;109697 513;109698 510;109699 505;109700 505;109701 524;109702 483;109703 542;109704 496;109706 550;109707 492;109708 476;109709 509;109710 526;109635 523;109651 499;109660 507;109667 469;109673 498;109675 517;109683 510;109689 496;109690 555
data,1241749800,1556604.0;57411.0;1562474.0;71023.0;1460632.0;54334.0;1565828.0;83872.0;1.23244981543;1.00858823497;1.45229878819,3334.0 132.0 109696;2881.0 65.0 109697;3084.0 109.0 109698;2963.0 138.0 109699;2130.0 77.0 109700;2056.0 57.0 109701;1697.0 26.0 109702;19715.0 1262.0 109703;4397.0 223.0 109704;1521.0 44.0 109706;439.0 14.0 109707;908.0 43.0 109708;375.0 17.0 109709;134.0 2.0 109710;27699.0 1228.0 109635;3090.0 102.0 109651;9084.0 111.0 109660;8942.0 229.0 109667;4421.0 154.0 109673;2125.0 96.0 109675;6839.0 241.0 109683;4706.0 163.0 109689;4909.0 215.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 881;109697 880;109698 912;109699 866;109700 852;109701 870;109702 855;109703 854;109704 834;109706 893;109707 859;109708 874;109709 903;109710 848;109635 895;109651 900;109660 829;109667 857;109673 882;109675 861;109683 891;109689 818;109690 886
data,1241750100,1557441.0;57439.0;1563315.0;71050.0;1461478.0;54357.0;1566722.0;83905.0;1.2323166615;1.00848148805;1.45211373395,3356.0 133.0 109696;2912.0 65.0 109697;3148.0 110.0 109698;2998.0 138.0 109699;2174.0 78.0 109700;2080.0 57.0 109701;1725.0 27.0 109702;19803.0 1267.0 109703;4431.0 223.0 109704;1545.0 44.0 109706;471.0 14.0 109707;927.0 44.0 109708;468.0 25.0 109709;155.0 2.0 109710;27732.0 1230.0 109635;3116.0 102.0 109651;9103.0 111.0 109660;8969.0 229.0 109667;4458.0 155.0 109673;2171.0 97.0 109675;6884.0 244.0 109683;4729.0 163.0 109689;4935.0 217.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 883;109697 855;109698 864;109699 837;109700 864;109701 804;109702 844;109703 895;109704 960;109706 848;109707 828;109708 895;109709 916;109710 875;109635 902;109651 849;109660 875;109667 887;109673 858;109675 846;109683 899;109689 845;109690 871
data,1241750400,1558302.0;57477.0;1564185.0;71096.0;1462382.0;54392.0;1567630.0;83948.0;1.23229471596;1.00839743254;1.4518586076,3393.0 136.0 109696;2941.0 66.0 109697;3182.0 110.0 109698;3030.0 139.0 109699;2217.0 80.0 109700;2099.0 57.0 109701;1755.0 27.0 109702;19908.0 1277.0 109703;4480.0 230.0 109704;1562.0 44.0 109706;499.0 14.0 109707;943.0 45.0 109708;587.0 33.0 109709;181.0 3.0 109710;27774.0 1231.0 109635;3135.0 103.0 109651;9119.0 112.0 109660;8987.0 229.0 109667;4507.0 158.0 109673;2226.0 102.0 109675;6922.0 244.0 109683;4755.0 164.0 109689;4958.0 217.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 843;109697 900;109698 883;109699 897;109700 858;109701 899;109702 872;109703 894;109704 885;109706 821;109707 894;109708 848;109709 859;109710 872;109635 872;109651 884;109660 859;109667 832;109673 855;109675 881;109683 876;109689 848;109690 868
data,1241750700,1559213.0;57504.0;1565025.0;71129.0;1463183.0;54423.0;1568496.0;83987.0;1.23234644108;1.00853557722;1.45189779195,3429.0 138.0 109696;2963.0 67.0 109697;3207.0 112.0 109698;3054.0 139.0 109699;2248.0 81.0 109700;2122.0 57.0 109701;1767.0 27.0 109702;20056.0 1289.0 109703;4553.0 231.0 109704;1582.0 46.0 109706;515.0 14.0 109707;970.0 45.0 109708;686.0 34.0 109709;205.0 5.0 109710;27826.0 1235.0 109635;3152.0 104.0 109651;9137.0 112.0 109660;9005.0 229.0 109667;4537.0 159.0 109673;2280.0 104.0 109675;6946.0 245.0 109683;4781.0 164.0 109689;4979.0 217.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 829;109697 888;109698 849;109699 863;109700 886;109701 852;109702 866;109703 866;109704 914;109706 849;109707 920;109708 871;109709 916;109710 825;109635 928;109651 829;109660 859;109667 844;109673 903;109675 830;109683 845;109689 879;109690 889
data,1241751000,1560077.0;57528.0;1565881.0;71148.0;1464069.0;54447.0;1569406.0;84027.0;1.23217019743;1.00850758463;1.45194547663,3467.0 138.0 109696;2985.0 67.0 109697;3250.0 112.0 109698;3075.0 139.0 109699;2306.0 85.0 109700;2137.0 57.0 109701;1783.0 27.0 109702;20229.0 1291.0 109703;4610.0 233.0 109704;1595.0 46.0 109706;536.0 14.0 109707;989.0 46.0 109708;746.0 36.0 109709;238.0 7.0 109710;27880.0 1236.0 109635;3173.0 105.0 109651;9166.0 112.0 109660;9017.0 229.0 109667;4565.0 160.0 109673;2322.0 105.0 109675;6974.0 247.0 109683;4807.0 164.0 109689;5006.0 217.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 875;109697 863;109698 882;109699 885;109700 918;109701 823;109702 903;109703 895;109704 846;109706 909;109707 882;109708 814;109709 848;109710 859;109635 809;109651 865;109660 900;109667 908;109673 886;109675 877;109683 838;109689 865;109690 850
data,1241751300,1560940.0;57556.0;1566750.0;71181.0;1464877.0;54469.0;1570286.0;84069.0;1.23213980375;1.00842556655;1.45195356933,3494.0 138.0 109696;3000.0 67.0 109697;3284.0 113.0 109698;3082.0 140.0 109699;2349.0 85.0 109700;2153.0 58.0 109701;1814.0 29.0 109702;20425.0 1303.0 109703;4657.0 234.0 109704;1608.0 46.0 109706;560.0 14.0 109707;1015.0 47.0 109708;818.0 37.0 109709;265.0 8.0 109710;27943.0 1241.0 109635;3196.0 105.0 109651;9196.0 112.0 109660;9032.0 229.0 109667;4591.0 161.0 109673;2375.0 108.0 109675;7011.0 248.0 109683;4829.0 166.0 109689;5028.0 217.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 862;109697 845;109698 872;109699 797;109700 869;109701 872;109702 895;109703 906;109704 909;109706 888;109707 905;109708 878;109709 869;109710 859;109635 822;109651 878;109660 877;109667 827;109673 827;109675 897;109683 854;109689 924;109690 868
data,1241751600,1561831.0;57586.0;1567615.0;71210.0;1465771.0;54502.0;1571184.0;84108.0;1.23202267536;1.00847106078;1.45186883802,3511.0 138.0 109696;3025.0 67.0 109697;3301.0 113.0 109698;3103.0 141.0 109699;2400.0 87.0 109700;2177.0 59.0 109701;1840.0 29.0 109702;20630.0 1313.0 109703;4701.0 236.0 109704;1625.0 46.0 109706;577.0 14.0 109707;1045.0 48.0 109708;855.0 37.0 109709;306.0 10.0 109710;28007.0 1243.0 109635;3220.0 106.0 109651;9217.0 114.0 109660;9053.0 229.0 109667;4624.0 161.0 109673;2431.0 111.0 109675;7046.0 248.0 109683;4849.0 167.0 109689;5047.0 218.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 843;109697 888;109698 872;109699 875;109700 855;109701 840;109702 863;109703 894;109704 881;109706 901;109707 824;109708 888;109709 904;109710 848;109635 870;109651 917;109660 809;109667 848;109673 899;109675 843;109683 901;109689 844;109690 893
data,1241751900,1562675.0;57620.0;1568468.0;71236.0;1466657.0;54529.0;1572036.0;84143.0;1.23174064624;1.00831071949;1.45161322156,3530.0 140.0 109696;3050.0 67.0 109697;3316.0 113.0 109698;3119.0 143.0 109699;2437.0 88.0 109700;2200.0 59.0 109701;1866.0 29.0 109702;20859.0 1319.0 109703;4757.0 237.0 109704;1645.0 47.0 109706;598.0 14.0 109707;1062.0 48.0 109708;875.0 38.0 109709;344.0 12.0 109710;28067.0 1245.0 109635;3235.0 106.0 109651;9234.0 114.0 109660;9073.0 230.0 109667;4653.0 162.0 109673;2505.0 114.0 109675;7068.0 249.0 109683;4873.0 169.0 109689;5077.0 218.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 910;109697 864;109698 844;109699 927;109700 794;109701 895;109702 922;109703 863;109704 801;109706 925;109707 857;109708 838;109709 825;109710 863;109635 929;109651 902;109660 844;109667 879;109673 869;109675 832;109683 890;109689 887;109690 840
data,1241752200,1563548.0;57636.0;1569330.0;71273.0;1467583.0;54558.0;1572876.0;84190.0;1.23204947516;1.00849361923;1.45205614639,3547.0 140.0 109696;3069.0 67.0 109697;3337.0 113.0 109698;3145.0 144.0 109699;2466.0 89.0 109700;2215.0 59.0 109701;1883.0 29.0 109702;21099.0 1335.0 109703;4792.0 239.0 109704;1663.0 47.0 109706;616.0 15.0 109707;1084.0 49.0 109708;905.0 39.0 109709;377.0 12.0 109710;28130.0 1247.0 109635;3254.0 108.0 109651;9247.0 114.0 109660;9094.0 230.0 109667;4680.0 164.0 109673;2599.0 119.0 109675;7087.0 250.0 109683;4914.0 171.0 109689;5102.0 218.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 833;109697 843;109698 841;109699 869;109700 897;109701 843;109702 897;109703 889;109704 886;109706 867;109707 883;109708 895;109709 844;109710 841;109635 860;109651 857;109660 856;109667 868;109673 886;109675 879;109683 907;109689 877;109690 882
