data,1241298600,324559.0;12254.0;326164.0;14812.0;301801.0;11296.0;325926.0;16486.0;1.20280011073;0.991333516825;1.33971391869,3781.0 49.0 109536;3070.0 138.0 109476;1425.0 57.0 109541;6533.0 246.0 109542;7018.0 249.0 109544;3623.0 65.0 109545;68.0 0.0 109561;11463.0 445.0 109547;1854.0 71.0 109518;3665.0 151.0 109551;1290.0 27.0 109553;2137.0 69.0 109554;2087.0 60.0 109555;12844.0 536.0 109524;1080.0 33.0 109557;740.0 25.0 109558;427.0 6.0 109559;426.0 10.0 109560;3715.0 162.0 109556;68.0 0.0 109562;81.0 6.0 109563,109536.0 8493;109476.0 8493;109541.0 8493;109542.0 8493;109544.0 8493;109545.0 8493;109547.0 8493;109518.0 8493;109551.0 8493;109553.0 8493;109554.0 8493;109555.0 8493;109524.0 8493;109557.0 8493;109558.0 8493;109559.0 8493;109560.0 8493;109561.0 8493;109562.0 8493;109563.0 8493;109556.0 8493,109536 417;109476 432;109541 406;109542 382;109544 385;109545 427;109561 452;109547 403;109518 398;109551 425;109553 397;109554 431;109555 388;109524 363;109557 428;109558 364;109559 384;109560 385;109556 391;109562 397;109563 438
data,1241298900,325076.0;12273.0;326727.0;14836.0;302357.0;11314.0;326485.0;16503.0;1.20272398689;0.991129310822;1.3388559093,3807.0 50.0 109536;3093.0 138.0 109476;1439.0 57.0 109541;6567.0 249.0 109542;7047.0 250.0 109544;3649.0 65.0 109545;87.0 1.0 109561;11501.0 448.0 109547;1873.0 72.0 109518;3693.0 152.0 109551;1310.0 27.0 109553;2168.0 69.0 109554;2118.0 61.0 109555;12864.0 537.0 109524;1110.0 34.0 109557;762.0 25.0 109558;456.0 7.0 109559;453.0 11.0 109560;3755.0 164.0 109556;101.0 4.0 109562;105.0 8.0 109563,109536.0 11507;109476.0 11507;109541.0 11507;109542.0 11507;109544.0 11507;109545.0 11507;109547.0 11507;109518.0 11507;109551.0 11507;109553.0 11507;109554.0 11507;109555.0 11507;109524.0 11507;109557.0 11507;109558.0 11507;109559.0 11507;109560.0 11507;109561.0 11507;109562.0 11507;109563.0 11507;109556.0 11507,109536 537;109476 560;109541 561;109542 563;109544 564;109545 545;109561 557;109547 521;109518 531;109551 529;109553 578;109554 564;109555 549;109524 538;109557 553;109558 517;109559 541;109560 575;109556 556;109562 534;109563 534
data,1241299200,326032.0;12304.0;327663.0;14864.0;303265.0;11349.0;327429.0;16545.0;1.20204907634;0.991628980624;1.33894745905,3839.0 51.0 109536;3130.0 140.0 109476;1459.0 58.0 109541;6631.0 251.0 109542;7076.0 250.0 109544;3682.0 65.0 109545;11554.0 449.0 109547;1918.0 73.0 109518;3732.0 154.0 109551;1347.0 28.0 109553;2193.0 69.0 109554;2160.0 62.0 109555;3812.0 167.0 109556;1153.0 35.0 109557;813.0 26.0 109558;485.0 8.0 109559;509.0 13.0 109560;137.0 3.0 109561;178.0 5.0 109562;163.0 10.0 109563;12923.0 540.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 953;109476 966;109541 915;109542 1009;109544 923;109545 945;109547 951;109518 916;109551 927;109553 936;109554 936;109555 927;109556 1020;109557 935;109558 1029;109559 942;109560 965;109561 974;109562 944;109563 934;109524 953
data,1241299800,326979.0;12329.0;328612.0;14906.0;304207.0;11385.0;328419.0;16584.0;1.20301130071;0.992557877305;1.33922338259,3868.0 51.0 109536;3176.0 146.0 109476;1491.0 60.0 109541;6706.0 255.0 109542;7122.0 252.0 109544;3707.0 65.0 109545;192.0 5.0 109561;11634.0 452.0 109547;1966.0 76.0 109518;3772.0 155.0 109551;1369.0 28.0 109553;2222.0 69.0 109554;2202.0 65.0 109555;3869.0 167.0 109556;1190.0 35.0 109557;841.0 27.0 109558;509.0 9.0 109559;555.0 16.0 109560;12994.0 545.0 109524;240.0 9.0 109562;218.0 12.0 109563,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 912;109476 1011;109541 928;109542 935;109544 953;109545 1006;109561 998;109547 964;109518 948;109551 953;109553 859;109554 940;109555 971;109556 999;109557 939;109558 975;109559 923;109560 987;109524 928;109562 914;109563 957
data,1241300100,327984.0;12365.0;329587.0;14945.0;305127.0;11416.0;329354.0;16614.0;1.2027749746;0.992411660461;1.33804217081,3891.0 51.0 109536;3261.0 149.0 109476;1530.0 60.0 109541;6803.0 261.0 109542;7188.0 261.0 109544;3724.0 66.0 109545;11685.0 453.0 109547;2010.0 78.0 109518;3806.0 155.0 109551;1398.0 29.0 109553;2239.0 70.0 109554;2256.0 67.0 109555;3907.0 169.0 109556;1213.0 35.0 109557;886.0 29.0 109558;550.0 10.0 109559;616.0 19.0 109560;219.0 5.0 109561;308.0 9.0 109562;268.0 13.0 109563;13060.0 549.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 1002;109476 945;109541 966;109542 936;109544 977;109545 893;109547 910;109518 971;109551 965;109553 948;109554 908;109555 1010;109556 970;109557 919;109558 969;109559 959;109560 939;109561 927;109562 961;109563 960;109524 965
data,1241300700,328904.0;12389.0;330555.0;14978.0;306033.0;11444.0;330280.0;16658.0;1.20293731764;0.992755934302;1.33897813162,3912.0 51.0 109536;3336.0 151.0 109476;1546.0 60.0 109541;6896.0 262.0 109542;7275.0 263.0 109544;3745.0 66.0 109545;11720.0 455.0 109547;2085.0 84.0 109518;3823.0 155.0 109551;1422.0 29.0 109553;2249.0 70.0 109554;2298.0 68.0 109555;3941.0 169.0 109556;1231.0 36.0 109557;926.0 30.0 109558;575.0 11.0 109559;663.0 20.0 109560;247.0 5.0 109561;392.0 14.0 109562;306.0 14.0 109563;13198.0 558.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 938;109476 986;109541 956;109542 981;109544 967;109545 985;109547 937;109518 961;109551 992;109553 974;109554 913;109555 930;109556 983;109557 924;109558 910;109559 975;109560 950;109561 921;109562 971;109563 906;109524 940
data,1241301000,329823.0;12422.0;331441.0;15003.0;307018.0;11475.0;331193.0;16692.0;1.20188050656;0.992380606821;1.33818648576,3924.0 51.0 109536;3380.0 151.0 109476;1561.0 60.0 109541;6961.0 264.0 109542;7346.0 263.0 109544;3763.0 66.0 109545;11755.0 455.0 109547;2187.0 89.0 109518;3838.0 155.0 109551;1439.0 30.0 109553;2265.0 70.0 109554;2328.0 69.0 109555;3963.0 169.0 109556;1268.0 37.0 109557;963.0 31.0 109558;601.0 11.0 109559;728.0 25.0 109560;277.0 5.0 109561;465.0 16.0 109562;327.0 14.0 109563;13333.0 565.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 978;109476 911;109541 948;109542 970;109544 930;109545 1009;109547 972;109518 921;109551 924;109553 955;109554 933;109555 949;109556 930;109557 1005;109558 936;109559 982;109560 956;109561 943;109562 965;109563 924;109524 959
data,1241301300,330803.0;12446.0;332379.0;15040.0;307977.0;11505.0;332160.0;16743.0;1.20269056002;0.992905649076;1.33975562218,3942.0 51.0 109536;3432.0 154.0 109476;1571.0 60.0 109541;7026.0 265.0 109542;7423.0 267.0 109544;3779.0 67.0 109545;11798.0 457.0 109547;2278.0 93.0 109518;3857.0 157.0 109551;1455.0 30.0 109553;2278.0 70.0 109554;2366.0 69.0 109555;3979.0 170.0 109556;1285.0 37.0 109557;997.0 33.0 109558;302.0 8.0 109561;823.0 28.0 109560;13523.0 573.0 109524;521.0 17.0 109562;349.0 15.0 109563;626.0 12.0 109559,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 949;109476 973;109541 944;109542 961;109544 931;109545 981;109547 972;109518 913;109551 919;109553 944;109554 911;109555 1001;109556 949;109557 964;109558 956;109561 970;109560 922;109524 972;109562 961;109563 925;109559 982
data,1241301900,331767.0;12475.0;333298.0;15074.0;308968.0;11531.0;333146.0;16783.0;1.20278619466;0.992535620683;1.33976189873,3959.0 51.0 109536;3514.0 161.0 109476;1587.0 60.0 109541;7077.0 267.0 109542;7480.0 269.0 109544;3796.0 67.0 109545;11833.0 459.0 109547;2410.0 100.0 109518;3888.0 158.0 109551;1469.0 30.0 109553;2290.0 71.0 109554;2396.0 70.0 109555;13716.0 581.0 109524;1296.0 37.0 109557;1022.0 33.0 109558;645.0 12.0 109559;882.0 29.0 109560;332.0 8.0 109561;548.0 17.0 109562;374.0 15.0 109563;4015.0 172.0 109556,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 915;109476 973;109541 998;109542 947;109544 916;109545 982;109547 922;109518 992;109551 952;109553 941;109554 926;109555 948;109524 933;109557 946;109558 963;109559 943;109560 942;109561 950;109562 1025;109563 910;109556 976
data,1241302200,332710.0;12505.0;334241.0;15116.0;309912.0;11566.0;334097.0;16829.0;1.20325955622;0.992949024474;1.34019468954,3979.0 51.0 109536;3653.0 173.0 109476;1597.0 60.0 109541;7130.0 270.0 109542;7558.0 271.0 109544;3811.0 67.0 109545;11868.0 460.0 109547;2519.0 103.0 109518;3912.0 158.0 109551;1484.0 31.0 109553;2307.0 72.0 109554;2441.0 73.0 109555;4035.0 172.0 109556;1312.0 39.0 109557;1051.0 35.0 109558;665.0 13.0 109559;935.0 31.0 109560;360.0 10.0 109561;579.0 18.0 109562;394.0 15.0 109563;13882.0 587.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 975;109476 940;109541 975;109542 944;109544 915;109545 911;109547 978;109518 944;109551 997;109553 869;109554 954;109555 1017;109556 991;109557 942;109558 966;109559 946;109560 945;109561 920;109562 916;109563 1015;109524 940
data,1241302500,333672.0;12529.0;335197.0;15151.0;310860.0;11599.0;335060.0;16870.0;1.20377281228;0.993708628793;1.34089834166,3987.0 51.0 109536;3806.0 182.0 109476;1611.0 60.0 109541;7177.0 270.0 109542;7603.0 271.0 109544;3824.0 67.0 109545;11906.0 461.0 109547;2611.0 104.0 109518;3937.0 160.0 109551;1514.0 33.0 109553;2323.0 72.0 109554;2471.0 73.0 109555;14082.0 597.0 109524;1343.0 41.0 109557;1080.0 35.0 109558;690.0 14.0 109559;981.0 31.0 109560;388.0 12.0 109561;618.0 20.0 109562;411.0 15.0 109563;4065.0 175.0 109556,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 980;109476 969;109541 962;109542 911;109544 966;109545 935;109547 979;109518 936;109551 977;109553 946;109554 914;109555 943;109524 968;109557 972;109558 957;109559 939;109560 959;109561 929;109562 1006;109563 911;109556 941
