data,1242005400,2117745.0;75331.0;2124175.0;92009.0;1993410.0;71580.0;2131150.0;107806.0;1.21769900122;1.00947366565;1.42209577592,19097.0 840.0 109762;7300.0 252.0 109731;1358.0 52.0 109780;3011.0 120.0 109765;8725.0 274.0 109763;97.0 3.0 109730;8960.0 337.0 109769;2894.0 56.0 109770;2976.0 88.0 109771;16288.0 711.0 109740;2564.0 98.0 109773;9742.0 481.0 109774;5042.0 244.0 109775;2070.0 60.0 109776;1505.0 40.0 109777;1863.0 69.0 109778;1884.0 69.0 109779;14175.0 627.0 109684;956.0 37.0 109782;256.0 8.0 109783;12462.0 335.0 109745,109730.0 2003;109731.0 2003;109765.0 2003;109763.0 2003;109777.0 2003;109762.0 2003;109769.0 2003;109770.0 2003;109771.0 2003;109740.0 2003;109773.0 2003;109774.0 2003;109775.0 2003;109776.0 2003;109745.0 2003;109778.0 2003;109779.0 2003;109780.0 2003;109782.0 2003;109783.0 2003;109684.0 2003,109762 92;109731 102;109780 94;109765 91;109763 111;109730 93;109769 92;109770 106;109771 92;109740 94;109773 92;109774 102;109775 83;109776 88;109777 97;109778 76;109779 98;109684 105;109782 103;109783 106;109745 86
data,1242005400,2118625.0;75369.0;2125044.0;92031.0;1994239.0;71603.0;2132032.0;107845.0;1.21738390018;1.0092885655;1.42189535544,19148.0 842.0 109762;7331.0 252.0 109731;3076.0 124.0 109765;1923.0 70.0 109779;12494.0 335.0 109745;9011.0 339.0 109769;2929.0 56.0 109770;3019.0 88.0 109771;16327.0 713.0 109740;136.0 4.0 109730;9779.0 481.0 109774;2598.0 98.0 109773;2114.0 61.0 109776;1551.0 41.0 109777;1902.0 70.0 109778;8756.0 275.0 109763;14208.0 627.0 109684;1001.0 39.0 109782;301.0 9.0 109783;1389.0 52.0 109780;5101.0 247.0 109775,109730.0 17997;109731.0 17997;109765.0 17997;109763.0 17997;109777.0 17997;109762.0 17997;109769.0 17997;109770.0 17997;109771.0 17997;109740.0 17997;109773.0 17997;109774.0 17997;109775.0 17997;109776.0 17997;109745.0 17997;109778.0 17997;109779.0 17997;109780.0 17997;109782.0 17997;109783.0 17997;109684.0 17997,109762 821;109731 838;109765 866;109779 871;109745 902;109769 899;109770 837;109771 828;109740 868;109730 901;109774 866;109773 858;109776 857;109777 867;109778 849;109763 882;109684 840;109782 846;109783 805;109780 855;109775 841
data,1242005700,2119565.0;75402.0;2125965.0;92061.0;1995196.0;71627.0;2132917.0;107872.0;1.217260282;1.00914847967;1.42166950924,19195.0 843.0 109762;8793.0 277.0 109763;7362.0 252.0 109731;1585.0 41.0 109777;9064.0 339.0 109769;2952.0 57.0 109770;3052.0 89.0 109771;16371.0 714.0 109740;183.0 6.0 109730;9811.0 481.0 109774;2656.0 102.0 109773;2145.0 62.0 109776;12526.0 335.0 109745;1944.0 70.0 109778;1973.0 73.0 109779;14230.0 627.0 109684;1066.0 42.0 109782;339.0 10.0 109783;1421.0 52.0 109780;5172.0 251.0 109775;3175.0 130.0 109765,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 951;109763 968;109731 927;109777 921;109769 960;109770 945;109771 927;109740 950;109730 911;109774 914;109773 1017;109776 952;109745 945;109778 938;109779 936;109684 969;109782 979;109783 984;109780 953;109775 976;109765 977
data,1242006000,2120509.0;75438.0;2126972.0;92102.0;1996116.0;71660.0;2133901.0;107916.0;1.21718682367;1.00911574443;1.42154799339,12555.0 337.0 109745;19235.0 847.0 109762;7389.0 254.0 109731;3287.0 134.0 109765;8862.0 281.0 109763;252.0 11.0 109730;9105.0 339.0 109769;2985.0 57.0 109770;3075.0 89.0 109771;16414.0 715.0 109740;2715.0 104.0 109773;9837.0 481.0 109774;5255.0 255.0 109775;2187.0 62.0 109776;1621.0 41.0 109777;1969.0 72.0 109778;2061.0 77.0 109779;14260.0 627.0 109684;1125.0 44.0 109782;374.0 11.0 109783;1459.0 56.0 109780,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109745 961;109762 969;109731 970;109765 964;109763 968;109730 994;109769 956;109770 941;109771 987;109740 972;109773 950;109774 957;109775 962;109776 961;109777 949;109778 896;109779 963;109684 948;109782 920;109783 910;109780 902
data,1242006600,2121427.0;75474.0;2128019.0;92143.0;1997065.0;71684.0;2134846.0;107956.0;1.21707564313;1.00892934821;1.4213824767,19345.0 851.0 109762;8931.0 284.0 109763;3383.0 137.0 109765;12582.0 339.0 109745;9127.0 339.0 109769;3019.0 58.0 109770;3101.0 90.0 109771;16439.0 715.0 109740;2777.0 106.0 109773;9865.0 481.0 109774;5359.0 259.0 109775;2215.0 62.0 109776;1642.0 41.0 109777;2017.0 75.0 109778;2149.0 82.0 109779;14279.0 629.0 109684;1189.0 46.0 109782;403.0 12.0 109783;1497.0 57.0 109780;7417.0 257.0 109731;333.0 15.0 109730,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 967;109763 950;109765 961;109745 930;109769 937;109770 951;109771 937;109740 970;109773 968;109774 975;109775 972;109776 960;109777 961;109778 878;109779 991;109684 924;109782 990;109783 963;109780 967;109731 912;109730 936
data,1242006900,2122411.0;75512.0;2128992.0;92180.0;1998024.0;71721.0;2135816.0;107993.0;1.21695967858;1.0089256201;1.42116755806,19424.0 853.0 109762;7472.0 261.0 109731;1593.0 63.0 109780;3438.0 139.0 109765;9018.0 291.0 109763;404.0 17.0 109730;9143.0 340.0 109769;3043.0 58.0 109770;3129.0 90.0 109771;16457.0 715.0 109740;2823.0 107.0 109773;9893.0 483.0 109774;5430.0 261.0 109775;2234.0 62.0 109776;1665.0 41.0 109777;2060.0 75.0 109778;2252.0 88.0 109779;14301.0 629.0 109684;1219.0 47.0 109782;426.0 12.0 109783;12618.0 340.0 109745,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 951;109731 989;109780 941;109765 932;109763 931;109730 995;109769 959;109770 1000;109771 948;109740 941;109773 947;109774 1001;109775 972;109776 941;109777 899;109778 963;109779 964;109684 905;109782 964;109783 945;109745 912
data,1242007200,2123418.0;75559.0;2129997.0;92225.0;1998929.0;71754.0;2136827.0;108033.0;1.21679933898;1.00878366354;1.42081118288,19487.0 855.0 109762;9121.0 297.0 109763;3528.0 146.0 109765;483.0 19.0 109730;9164.0 341.0 109769;3069.0 58.0 109770;3150.0 91.0 109771;16476.0 718.0 109740;2856.0 108.0 109773;9916.0 486.0 109774;5493.0 266.0 109775;2260.0 63.0 109776;12657.0 340.0 109745;2086.0 75.0 109778;2372.0 91.0 109779;14329.0 633.0 109684;1250.0 47.0 109782;449.0 12.0 109783;1688.0 68.0 109780;7523.0 262.0 109731;1690.0 41.0 109777,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 982;109763 930;109765 1011;109730 1024;109769 932;109770 929;109771 920;109740 919;109773 953;109774 939;109775 942;109776 965;109745 926;109778 893;109779 966;109684 965;109782 1001;109783 956;109780 951;109731 949;109777 947
data,1242007500,2124355.0;75589.0;2130927.0;92253.0;1999874.0;71786.0;2137781.0;108072.0;1.21669134629;1.00880125461;1.42075263156,19543.0 860.0 109762;9232.0 299.0 109763;3640.0 151.0 109765;2436.0 93.0 109779;1705.0 41.0 109777;2114.0 76.0 109778;9191.0 343.0 109769;3101.0 59.0 109770;3172.0 91.0 109771;16492.0 718.0 109740;548.0 20.0 109730;9957.0 487.0 109774;5558.0 267.0 109775;2289.0 64.0 109776;12677.0 341.0 109745;2895.0 108.0 109773;7557.0 262.0 109731;1750.0 69.0 109780;1295.0 50.0 109782;469.0 12.0 109783;14356.0 634.0 109684,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 951;109763 995;109765 986;109779 975;109777 959;109778 963;109769 948;109770 928;109771 886;109740 928;109730 948;109774 977;109775 939;109776 951;109745 973;109773 951;109731 938;109780 952;109782 976;109783 935;109684 941
data,1242007800,2125333.0;75622.0;2131871.0;92281.0;2000839.0;71831.0;2138752.0;108116.0;1.21655065432;1.00897079353;1.42071958503,591.0 20.0 109730;7593.0 264.0 109731;3764.0 155.0 109765;2513.0 97.0 109779;12709.0 342.0 109745;2134.0 76.0 109778;9224.0 345.0 109769;3121.0 59.0 109770;3196.0 92.0 109771;16521.0 719.0 109740;19627.0 862.0 109762;9992.0 490.0 109774;5630.0 269.0 109775;2306.0 64.0 109776;1737.0 41.0 109777;2936.0 109.0 109773;9285.0 299.0 109763;14398.0 636.0 109684;1346.0 51.0 109782;491.0 12.0 109783;1807.0 71.0 109780,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109730 970;109731 983;109765 924;109779 911;109745 945;109778 991;109769 917;109770 948;109771 941;109740 985;109762 943;109774 951;109775 988;109776 897;109777 961;109773 983;109763 919;109684 967;109782 993;109783 929;109780 954
data,1242008100,2126289.0;75645.0;2132790.0;92309.0;2001733.0;71869.0;2139720.0;108153.0;1.21657255714;1.00920064259;1.42076971053,19722.0 865.0 109762;9335.0 301.0 109763;3867.0 157.0 109765;2594.0 99.0 109779;1762.0 41.0 109777;9277.0 349.0 109769;3146.0 59.0 109770;3221.0 92.0 109771;16542.0 719.0 109740;2978.0 110.0 109773;10021.0 490.0 109774;5687.0 270.0 109775;2322.0 66.0 109776;12737.0 343.0 109745;2157.0 76.0 109778;7627.0 264.0 109731;14464.0 639.0 109684;1377.0 51.0 109782;518.0 14.0 109783;1871.0 73.0 109780;615.0 23.0 109730,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 891;109763 968;109765 911;109779 964;109777 942;109769 980;109770 971;109771 900;109740 910;109773 977;109774 989;109775 977;109776 941;109745 950;109778 964;109731 959;109684 1004;109782 985;109783 944;109780 931;109730 942
data,1242008400,2127215.0;75683.0;2133793.0;92349.0;2002720.0;71907.0;2140623.0;108197.0;1.21644634822;1.00916919054;1.42065321916,658.0 23.0 109730;7653.0 264.0 109731;3997.0 164.0 109765;9386.0 302.0 109763;12780.0 348.0 109745;19838.0 870.0 109762;9354.0 354.0 109769;3167.0 60.0 109770;3241.0 93.0 109771;16563.0 720.0 109740;3008.0 113.0 109773;10047.0 490.0 109774;5744.0 271.0 109775;2352.0 66.0 109776;1791.0 41.0 109777;2194.0 78.0 109778;2666.0 101.0 109779;1931.0 75.0 109780;1405.0 51.0 109782;542.0 16.0 109783;14526.0 641.0 109684,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109730 902;109731 925;109765 987;109763 1028;109745 939;109762 972;109769 951;109770 957;109771 888;109740 968;109773 915;109774 943;109775 973;109776 960;109777 934;109778 973;109779 947;109780 953;109782 1001;109783 908;109684 976
