data,1242005400,2115352.0;75722.0;2121868.0;85794.0;1992623.0;71482.0;2123502.0;107431.0;1.12953351737;1.00214860325;1.4133102646,15329.0 705.0 109762;6934.0 234.0 109731;1453.0 54.0 109780;3190.0 100.0 109765;9157.0 310.0 109763;171.0 8.0 109730;8264.0 282.0 109769;3557.0 54.0 109770;3240.0 77.0 109771;12406.0 497.0 109740;3088.0 107.0 109773;8213.0 406.0 109774;6065.0 285.0 109775;2142.0 56.0 109776;1819.0 40.0 109777;1790.0 63.0 109778;2086.0 75.0 109779;14426.0 600.0 109684;1293.0 52.0 109782;367.0 12.0 109783;12906.0 316.0 109745,109730.0 2003;109731.0 2003;109765.0 2003;109763.0 2003;109777.0 2003;109762.0 2003;109769.0 2003;109770.0 2003;109771.0 2003;109740.0 2003;109773.0 2003;109774.0 2003;109775.0 2003;109776.0 2003;109745.0 2003;109778.0 2003;109779.0 2003;109780.0 2003;109782.0 2003;109783.0 2003;109684.0 2003,109762 92;109731 102;109780 94;109765 91;109763 111;109730 93;109769 92;109770 106;109771 92;109740 94;109773 92;109774 102;109775 83;109776 88;109777 97;109778 76;109779 98;109684 105;109782 103;109783 106;109745 86
data,1242005400,2116219.0;75752.0;2122750.0;85819.0;1993477.0;71516.0;2124378.0;107470.0;1.12940864013;1.00220944698;1.41325964936,15365.0 706.0 109762;6971.0 234.0 109731;3253.0 103.0 109765;2124.0 76.0 109779;12952.0 317.0 109745;8310.0 284.0 109769;3589.0 54.0 109770;3265.0 78.0 109771;12439.0 497.0 109740;219.0 10.0 109730;8247.0 407.0 109774;3157.0 110.0 109773;2175.0 58.0 109776;1864.0 40.0 109777;1823.0 64.0 109778;9192.0 311.0 109763;14465.0 600.0 109684;1353.0 55.0 109782;406.0 12.0 109783;1498.0 55.0 109780;6111.0 287.0 109775,109730.0 17997;109731.0 17997;109765.0 17997;109763.0 17997;109777.0 17997;109762.0 17997;109769.0 17997;109770.0 17997;109771.0 17997;109740.0 17997;109773.0 17997;109774.0 17997;109775.0 17997;109776.0 17997;109745.0 17997;109778.0 17997;109779.0 17997;109780.0 17997;109782.0 17997;109783.0 17997;109684.0 17997,109762 821;109731 838;109765 866;109779 871;109745 902;109769 899;109770 837;109771 828;109740 868;109730 901;109774 866;109773 858;109776 857;109777 867;109778 849;109763 882;109684 840;109782 846;109783 805;109780 855;109775 841
data,1242005700,2117203.0;75781.0;2123707.0;85848.0;1994392.0;71554.0;2125294.0;107490.0;1.12937391358;1.00236423419;1.41302945698,15432.0 709.0 109762;9236.0 312.0 109763;7001.0 236.0 109731;1908.0 41.0 109777;8383.0 289.0 109769;3617.0 54.0 109770;3296.0 79.0 109771;12478.0 498.0 109740;262.0 11.0 109730;8279.0 407.0 109774;3240.0 112.0 109773;2219.0 58.0 109776;12982.0 318.0 109745;1859.0 64.0 109778;2159.0 78.0 109779;14506.0 602.0 109684;1412.0 56.0 109782;447.0 14.0 109783;1556.0 56.0 109780;6162.0 289.0 109775;3301.0 104.0 109765,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 951;109763 968;109731 927;109777 921;109769 960;109770 945;109771 927;109740 950;109730 911;109774 914;109773 1017;109776 952;109745 945;109778 938;109779 936;109684 969;109782 979;109783 984;109780 953;109775 976;109765 977
data,1242006000,2118100.0;75816.0;2124670.0;85878.0;1995352.0;71595.0;2126231.0;107522.0;1.12921341394;1.00241778965;1.41277330738,13034.0 320.0 109745;15487.0 710.0 109762;7043.0 237.0 109731;3360.0 106.0 109765;9278.0 313.0 109763;323.0 13.0 109730;8444.0 290.0 109769;3655.0 54.0 109770;3336.0 79.0 109771;12517.0 498.0 109740;3290.0 114.0 109773;8322.0 409.0 109774;6234.0 296.0 109775;2269.0 60.0 109776;1939.0 41.0 109777;1886.0 64.0 109778;2200.0 79.0 109779;14550.0 606.0 109684;1457.0 57.0 109782;476.0 14.0 109783;1598.0 57.0 109780,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109745 961;109762 969;109731 970;109765 964;109763 968;109730 994;109769 956;109770 941;109771 987;109740 972;109773 950;109774 957;109775 962;109776 961;109777 949;109778 896;109779 963;109684 948;109782 920;109783 910;109780 902
data,1242006600,2119068.0;75847.0;2125581.0;85915.0;1996315.0;71623.0;2127204.0;107558.0;1.12927007733;1.00237430068;1.41266785407,15518.0 711.0 109762;9315.0 313.0 109763;3403.0 106.0 109765;13065.0 320.0 109745;8490.0 291.0 109769;3685.0 55.0 109770;3372.0 81.0 109771;12549.0 499.0 109740;3333.0 115.0 109773;8351.0 410.0 109774;6405.0 309.0 109775;2307.0 61.0 109776;1974.0 43.0 109777;1906.0 64.0 109778;2253.0 81.0 109779;14631.0 610.0 109684;1486.0 59.0 109782;503.0 14.0 109783;1626.0 58.0 109780;7080.0 240.0 109731;357.0 14.0 109730,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 967;109763 950;109765 961;109745 930;109769 937;109770 951;109771 937;109740 970;109773 968;109774 975;109775 972;109776 960;109777 961;109778 878;109779 991;109684 924;109782 990;109783 963;109780 967;109731 912;109730 936
data,1242006900,2120060.0;75879.0;2126506.0;85944.0;1997258.0;71661.0;2128174.0;107605.0;1.12921204932;1.00247891803;1.4127062681,15565.0 713.0 109762;7123.0 242.0 109731;1653.0 58.0 109780;3429.0 106.0 109765;9352.0 314.0 109763;400.0 16.0 109730;8537.0 292.0 109769;3724.0 55.0 109770;3407.0 85.0 109771;12575.0 499.0 109740;3373.0 117.0 109773;8379.0 410.0 109774;6600.0 314.0 109775;2340.0 62.0 109776;2009.0 45.0 109777;1931.0 64.0 109778;2293.0 82.0 109779;14693.0 612.0 109684;1516.0 60.0 109782;540.0 15.0 109783;13095.0 322.0 109745,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 951;109731 989;109780 941;109765 932;109763 931;109730 995;109769 959;109770 1000;109771 948;109740 941;109773 947;109774 1001;109775 972;109776 941;109777 899;109778 963;109779 964;109684 905;109782 964;109783 945;109745 912
data,1242007200,2120997.0;75916.0;2127415.0;85982.0;1998236.0;71693.0;2129135.0;107640.0;1.12917710258;1.00238996917;1.41246347767,15624.0 716.0 109762;9375.0 315.0 109763;3468.0 106.0 109765;433.0 18.0 109730;8576.0 294.0 109769;3747.0 56.0 109770;3469.0 89.0 109771;12606.0 501.0 109740;3441.0 121.0 109773;8408.0 413.0 109774;6741.0 315.0 109775;2384.0 64.0 109776;13125.0 323.0 109745;1966.0 65.0 109778;2325.0 84.0 109779;14749.0 614.0 109684;1558.0 61.0 109782;570.0 18.0 109783;1683.0 58.0 109780;7162.0 244.0 109731;2033.0 46.0 109777,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 982;109763 930;109765 1011;109730 1024;109769 932;109770 929;109771 920;109740 919;109773 953;109774 939;109775 942;109776 965;109745 926;109778 893;109779 966;109684 965;109782 1001;109783 956;109780 951;109731 949;109777 947
data,1242007500,2121968.0;75955.0;2128338.0;86018.0;1999175.0;71721.0;2130027.0;107676.0;1.12909687051;1.00225443402;1.41226523189,15679.0 719.0 109762;9408.0 317.0 109763;3502.0 107.0 109765;2357.0 85.0 109779;2070.0 47.0 109777;2001.0 65.0 109778;8597.0 294.0 109769;3779.0 56.0 109770;3564.0 95.0 109771;12640.0 502.0 109740;482.0 20.0 109730;8437.0 414.0 109774;6846.0 320.0 109775;2425.0 65.0 109776;13159.0 324.0 109745;3487.0 121.0 109773;7204.0 246.0 109731;1717.0 59.0 109780;1591.0 63.0 109782;602.0 20.0 109783;14819.0 618.0 109684,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 951;109763 995;109765 986;109779 975;109777 959;109778 963;109769 948;109770 928;109771 886;109740 928;109730 948;109774 977;109775 939;109776 951;109745 973;109773 951;109731 938;109780 952;109782 976;109783 935;109684 941
data,1242007800,2122887.0;75987.0;2129251.0;86053.0;2000185.0;71757.0;2131037.0;107731.0;1.12908525103;1.00226297296;1.41233356264,543.0 24.0 109730;7255.0 248.0 109731;3527.0 109.0 109765;2384.0 85.0 109779;13197.0 326.0 109745;2029.0 66.0 109778;8635.0 295.0 109769;3806.0 57.0 109770;3621.0 96.0 109771;12673.0 504.0 109740;15717.0 719.0 109762;8459.0 414.0 109774;6995.0 328.0 109775;2452.0 66.0 109776;2104.0 47.0 109777;3537.0 123.0 109773;9434.0 318.0 109763;14921.0 623.0 109684;1622.0 63.0 109782;621.0 20.0 109783;1747.0 61.0 109780,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109730 970;109731 983;109765 924;109779 911;109745 945;109778 991;109769 917;109770 948;109771 941;109740 985;109762 943;109774 951;109775 988;109776 897;109777 961;109773 983;109763 919;109684 967;109782 993;109783 929;109780 954
data,1242008100,2123798.0;76015.0;2130226.0;86092.0;2001119.0;71784.0;2131971.0;107775.0;1.12914840032;1.00223288112;1.41237703124,15760.0 721.0 109762;9465.0 320.0 109763;3550.0 109.0 109765;2420.0 87.0 109779;2142.0 49.0 109777;8674.0 295.0 109769;3836.0 58.0 109770;3658.0 96.0 109771;12703.0 505.0 109740;3579.0 123.0 109773;8494.0 416.0 109774;7155.0 337.0 109775;2481.0 67.0 109776;13238.0 327.0 109745;2063.0 68.0 109778;7292.0 249.0 109731;15018.0 627.0 109684;1653.0 64.0 109782;649.0 21.0 109783;1779.0 62.0 109780;645.0 30.0 109730,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 891;109763 968;109765 911;109779 964;109777 942;109769 980;109770 971;109771 900;109740 910;109773 977;109774 989;109775 977;109776 941;109745 950;109778 964;109731 959;109684 1004;109782 985;109783 944;109780 931;109730 942
data,1242008400,2124827.0;76053.0;2131143.0;86118.0;2002062.0;71821.0;2132931.0;107814.0;1.12898603411;1.00226173847;1.41223047497,781.0 38.0 109730;7341.0 249.0 109731;3581.0 111.0 109765;9502.0 321.0 109763;13275.0 327.0 109745;15793.0 721.0 109762;8713.0 296.0 109769;3865.0 58.0 109770;3681.0 96.0 109771;12746.0 506.0 109740;3611.0 125.0 109773;8529.0 416.0 109774;7294.0 340.0 109775;2510.0 68.0 109776;2172.0 49.0 109777;2094.0 69.0 109778;2447.0 88.0 109779;1806.0 63.0 109780;1685.0 65.0 109782;682.0 22.0 109783;15063.0 629.0 109684,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109730 902;109731 925;109765 987;109763 1028;109745 939;109762 972;109769 951;109770 957;109771 888;109740 968;109773 915;109774 943;109775 973;109776 960;109777 934;109778 973;109779 947;109780 953;109782 1001;109783 908;109684 976
data,1242008700,2125770.0;76083.0;2132060.0;86155.0;2003026.0;71846.0;2133802.0;107845.0;1.12904099019;1.00217750969;1.41212955268,15836.0 725.0 109762;9529.0 323.0 109763;3605.0 111.0 109765;2483.0 88.0 109779;13308.0 327.0 109745;8739.0 300.0 109769;3903.0 58.0 109770;3708.0 97.0 109771;12783.0 511.0 109740;3649.0 126.0 109773;8567.0 416.0 109774;7429.0 345.0 109775;2535.0 69.0 109776;2208.0 51.0 109777;2117.0 70.0 109778;7373.0 250.0 109731;1829.0 64.0 109780;1715.0 66.0 109782;708.0 23.0 109783;15108.0 629.0 109684;956.0 45.0 109730,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 1014;109763 982;109765 912;109779 986;109745 943;109769 933;109770 938;109771 1029;109740 939;109773 964;109774 969;109775 901;109776 893;109777 904;109778 998;109731 952;109780 949;109782 966;109783 937;109684 896;109730 995
data,1242009000,2126730.0;76115.0;2133021.0;86193.0;2003921.0;71872.0;2134712.0;107880.0;1.12906506872;1.00212348353;1.41202944126,15943.0 731.0 109762;7409.0 252.0 109731;3645.0 112.0 109765;3681.0 126.0 109773;13340.0 328.0 109745;8784.0 303.0 109769;3930.0 59.0 109770;3742.0 97.0 109771;12819.0 514.0 109740;1125.0 53.0 109730;8599.0 417.0 109774;7511.0 346.0 109775;2574.0 70.0 109776;2237.0 51.0 109777;2150.0 72.0 109778;2514.0 89.0 109779;1868.0 66.0 109780;1739.0 68.0 109782;737.0 23.0 109783;15140.0 629.0 109684;9562.0 326.0 109763,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 955;109731 948;109765 961;109773 949;109745 978;109769 970;109770 955;109771 980;109740 866;109730 1018;109774 970;109775 969;109776 927;109777 906;109778 946;109779 968;109780 936;109782 957;109783 965;109684 975;109763 901
data,1242009300,2127665.0;76146.0;2133977.0;86237.0;2004863.0;71904.0;2135641.0;107922.0;1.12917189659;1.00213101837;1.41201038291,1331.0 67.0 109730;9610.0 328.0 109763;3672.0 112.0 109765;13372.0 330.0 109745;2188.0 76.0 109778;8821.0 304.0 109769;3965.0 59.0 109770;3774.0 98.0 109771;12874.0 517.0 109740;16009.0 736.0 109762;8627.0 419.0 109774;7564.0 346.0 109775;2599.0 70.0 109776;2269.0 52.0 109777;3713.0 126.0 109773;2549.0 90.0 109779;15171.0 632.0 109684;1777.0 68.0 109782;775.0 24.0 109783;1899.0 68.0 109780;7446.0 254.0 109731,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109730 938;109763 997;109765 1003;109745 959;109778 960;109769 921;109770 993;109771 997;109740 947;109762 957;109774 965;109775 946;109776 943;109777 917;109773 894;109779 938;109684 918;109782 958;109783 953;109780 984;109731 912
data,1242009600,2128597.0;76186.0;2134915.0;86275.0;2005823.0;71935.0;2136613.0;107960.0;1.12907463958;1.00199583063;1.41174182896,16109.0 738.0 109762;9643.0 330.0 109763;3697.0 114.0 109765;13416.0 330.0 109745;2213.0 77.0 109778;8858.0 307.0 109769;3987.0 59.0 109770;3800.0 99.0 109771;12931.0 520.0 109740;1511.0 72.0 109730;8667.0 421.0 109774;7595.0 351.0 109775;2633.0 71.0 109776;2295.0 52.0 109777;3750.0 129.0 109773;2588.0 92.0 109779;1939.0 69.0 109780;1802.0 68.0 109782;817.0 28.0 109783;15205.0 633.0 109684;7487.0 254.0 109731,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 941;109763 958;109765 980;109745 929;109778 923;109769 928;109770 925;109771 995;109740 1003;109730 941;109774 967;109775 981;109776 997;109777 908;109773 951;109779 959;109780 932;109782 944;109783 935;109684 943;109731 960
