data,1241298600,324194.0;12103.0;324896.0;14121.0;303112.0;11256.0;323706.0;16340.0;1.16421456469;0.994701777273;1.35211379134,5226.0 81.0 109536;2983.0 120.0 109476;848.0 24.0 109541;7690.0 292.0 109542;7199.0 265.0 109544;4549.0 88.0 109545;113.0 4.0 109561;8830.0 347.0 109547;2260.0 87.0 109518;2834.0 111.0 109551;1857.0 36.0 109553;1702.0 44.0 109554;2136.0 69.0 109555;11783.0 469.0 109524;994.0 36.0 109557;698.0 24.0 109558;591.0 7.0 109559;357.0 9.0 109560;2681.0 107.0 109556;113.0 0.0 109562;108.0 2.0 109563,109536.0 8493;109476.0 8493;109541.0 8493;109542.0 8493;109544.0 8493;109545.0 8493;109547.0 8493;109518.0 8493;109551.0 8493;109553.0 8493;109554.0 8493;109555.0 8493;109524.0 8493;109557.0 8493;109558.0 8493;109559.0 8493;109560.0 8493;109561.0 8493;109562.0 8493;109563.0 8493;109556.0 8493,109536 417;109476 432;109541 406;109542 382;109544 385;109545 427;109561 452;109547 403;109518 398;109551 425;109553 397;109554 431;109555 388;109524 363;109557 428;109558 364;109559 384;109560 385;109556 391;109562 397;109563 438
data,1241298900,324752.0;12133.0;325446.0;14135.0;303615.0;11273.0;324265.0;16361.0;1.16252020959;0.993802122268;1.35049632404,5249.0 81.0 109536;3002.0 120.0 109476;880.0 26.0 109541;7711.0 292.0 109542;7227.0 267.0 109544;4572.0 88.0 109545;137.0 4.0 109561;8854.0 347.0 109547;2281.0 88.0 109518;2862.0 113.0 109551;1886.0 36.0 109553;1764.0 48.0 109554;2162.0 69.0 109555;11808.0 470.0 109524;1021.0 36.0 109557;720.0 24.0 109558;615.0 7.0 109559;381.0 9.0 109560;2703.0 107.0 109556;134.0 1.0 109562;133.0 3.0 109563,109536.0 11507;109476.0 11507;109541.0 11507;109542.0 11507;109544.0 11507;109545.0 11507;109547.0 11507;109518.0 11507;109551.0 11507;109553.0 11507;109554.0 11507;109555.0 11507;109524.0 11507;109557.0 11507;109558.0 11507;109559.0 11507;109560.0 11507;109561.0 11507;109562.0 11507;109563.0 11507;109556.0 11507,109536 537;109476 560;109541 561;109542 563;109544 564;109545 545;109561 557;109547 521;109518 531;109551 529;109553 578;109554 564;109555 549;109524 538;109557 553;109558 517;109559 541;109560 575;109556 556;109562 534;109563 534
data,1241299200,325688.0;12154.0;326450.0;14154.0;304513.0;11295.0;325204.0;16395.0;1.16183657359;0.993946302824;1.35094624176,5297.0 81.0 109536;3063.0 122.0 109476;936.0 27.0 109541;7751.0 294.0 109542;7295.0 269.0 109544;4603.0 89.0 109545;8886.0 347.0 109547;2331.0 88.0 109518;2919.0 115.0 109551;1928.0 36.0 109553;1855.0 52.0 109554;2198.0 69.0 109555;2746.0 108.0 109556;1055.0 36.0 109557;764.0 25.0 109558;657.0 7.0 109559;425.0 10.0 109560;163.0 4.0 109561;183.0 2.0 109562;176.0 3.0 109563;11875.0 471.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 953;109476 966;109541 915;109542 1009;109544 923;109545 945;109547 951;109518 916;109551 927;109553 936;109554 936;109555 927;109556 1020;109557 935;109558 1029;109559 942;109560 965;109561 974;109562 944;109563 934;109524 953
data,1241299800,326672.0;12190.0;327397.0;14184.0;305523.0;11322.0;326180.0;16427.0;1.16100003502;0.99308734242;1.34961263229,5320.0 82.0 109536;3101.0 122.0 109476;986.0 27.0 109541;7787.0 294.0 109542;7361.0 271.0 109544;4629.0 89.0 109545;207.0 6.0 109561;8941.0 352.0 109547;2372.0 90.0 109518;2991.0 119.0 109551;1968.0 39.0 109553;1945.0 54.0 109554;2231.0 70.0 109555;2790.0 109.0 109556;1088.0 36.0 109557;802.0 25.0 109558;688.0 7.0 109559;461.0 11.0 109560;11927.0 473.0 109524;245.0 5.0 109562;213.0 4.0 109563,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 912;109476 1011;109541 928;109542 935;109544 953;109545 1006;109561 998;109547 964;109518 948;109551 953;109553 859;109554 940;109555 971;109556 999;109557 939;109558 975;109559 923;109560 987;109524 928;109562 914;109563 957
data,1241300100,327645.0;12222.0;328354.0;14222.0;306519.0;11345.0;327160.0;16459.0;1.16112674489;0.992220888401;1.34866631713,5355.0 84.0 109536;3132.0 124.0 109476;1019.0 28.0 109541;7811.0 294.0 109542;7455.0 276.0 109544;4658.0 89.0 109545;9010.0 355.0 109547;2400.0 90.0 109518;3158.0 131.0 109551;2002.0 39.0 109553;2022.0 58.0 109554;2251.0 70.0 109555;2830.0 110.0 109556;1119.0 36.0 109557;837.0 28.0 109558;715.0 8.0 109559;502.0 12.0 109560;238.0 6.0 109561;282.0 5.0 109562;237.0 4.0 109563;11977.0 476.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 1002;109476 945;109541 966;109542 936;109544 977;109545 893;109547 910;109518 971;109551 965;109553 948;109554 908;109555 1010;109556 970;109557 919;109558 969;109559 959;109560 939;109561 927;109562 961;109563 960;109524 965
data,1241300700,328590.0;12242.0;329260.0;14265.0;307477.0;11375.0;328163.0;16497.0;1.16287964676;0.99298054002;1.34932736563,5386.0 84.0 109536;3161.0 126.0 109476;1056.0 30.0 109541;7843.0 297.0 109542;7544.0 280.0 109544;4682.0 91.0 109545;9117.0 361.0 109547;2429.0 91.0 109518;3290.0 135.0 109551;2021.0 39.0 109553;2093.0 59.0 109554;2286.0 71.0 109555;2854.0 110.0 109556;1137.0 36.0 109557;863.0 28.0 109558;745.0 10.0 109559;538.0 17.0 109560;266.0 9.0 109561;306.0 5.0 109562;265.0 8.0 109563;12034.0 479.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 938;109476 986;109541 956;109542 981;109544 967;109545 985;109547 937;109518 961;109551 992;109553 974;109554 913;109555 930;109556 983;109557 924;109558 910;109559 975;109560 950;109561 921;109562 971;109563 906;109524 940
data,1241301000,329549.0;12273.0;330189.0;14289.0;308432.0;11395.0;329103.0;16531.0;1.1620063442;0.99202853249;1.34876581046,5416.0 85.0 109536;3203.0 128.0 109476;1094.0 32.0 109541;7867.0 298.0 109542;7606.0 280.0 109544;4722.0 91.0 109545;9232.0 365.0 109547;2453.0 91.0 109518;3406.0 139.0 109551;2043.0 41.0 109553;2148.0 61.0 109554;2309.0 71.0 109555;2877.0 110.0 109556;1160.0 36.0 109557;888.0 29.0 109558;771.0 10.0 109559;608.0 18.0 109560;298.0 10.0 109561;330.0 5.0 109562;333.0 11.0 109563;12081.0 479.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 978;109476 911;109541 948;109542 970;109544 930;109545 1009;109547 972;109518 921;109551 924;109553 955;109554 933;109555 949;109556 930;109557 1005;109558 936;109559 982;109560 956;109561 943;109562 965;109563 924;109524 959
data,1241301300,330570.0;12314.0;331107.0;14319.0;309403.0;11425.0;330067.0;16581.0;1.16093689983;0.991279162225;1.34856816091,5444.0 87.0 109536;3258.0 129.0 109476;1128.0 32.0 109541;7899.0 298.0 109542;7651.0 282.0 109544;4743.0 93.0 109545;9321.0 367.0 109547;2469.0 92.0 109518;3539.0 144.0 109551;2077.0 43.0 109553;2208.0 62.0 109554;2332.0 71.0 109555;2896.0 111.0 109556;1185.0 36.0 109557;922.0 30.0 109558;360.0 14.0 109561;672.0 21.0 109560;12126.0 482.0 109524;354.0 5.0 109562;384.0 11.0 109563;795.0 10.0 109559,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 949;109476 973;109541 944;109542 961;109544 931;109545 981;109547 972;109518 913;109551 919;109553 944;109554 911;109555 1001;109556 949;109557 964;109558 956;109561 970;109560 922;109524 972;109562 961;109563 925;109559 982
data,1241301900,331532.0;12347.0;332121.0;14350.0;310309.0;11454.0;331070.0;16622.0;1.16016449275;0.99112130652;1.34811659432,5487.0 88.0 109536;3297.0 129.0 109476;1154.0 32.0 109541;7954.0 301.0 109542;7703.0 283.0 109544;4775.0 93.0 109545;9377.0 367.0 109547;2495.0 92.0 109518;3708.0 152.0 109551;2115.0 44.0 109553;2273.0 65.0 109554;2358.0 71.0 109555;12227.0 488.0 109524;1209.0 37.0 109557;957.0 31.0 109558;815.0 10.0 109559;741.0 22.0 109560;413.0 15.0 109561;380.0 6.0 109562;413.0 11.0 109563;2926.0 114.0 109556,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 915;109476 973;109541 998;109542 947;109544 916;109545 982;109547 922;109518 992;109551 952;109553 941;109554 926;109555 948;109524 933;109557 946;109558 963;109559 943;109560 942;109561 950;109562 1025;109563 910;109556 976
data,1241302200,332503.0;12382.0;333108.0;14376.0;311207.0;11474.0;331983.0;16675.0;1.15893150618;0.99007992981;1.34882238793,5522.0 88.0 109536;3338.0 131.0 109476;1178.0 32.0 109541;8019.0 306.0 109542;7737.0 283.0 109544;4798.0 93.0 109545;9416.0 367.0 109547;2516.0 94.0 109518;3929.0 160.0 109551;2144.0 44.0 109553;2324.0 66.0 109554;2384.0 71.0 109555;2963.0 114.0 109556;1238.0 37.0 109557;1003.0 34.0 109558;836.0 10.0 109559;797.0 24.0 109560;460.0 17.0 109561;403.0 6.0 109562;447.0 11.0 109563;12312.0 489.0 109524,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 975;109476 940;109541 975;109542 944;109544 915;109545 911;109547 978;109518 944;109551 997;109553 869;109554 954;109555 1017;109556 991;109557 942;109558 966;109559 946;109560 945;109561 920;109562 916;109563 1015;109524 940
data,1241302500,333467.0;12415.0;334057.0;14403.0;312186.0;11502.0;332941.0;16720.0;1.15807989658;0.989614565182;1.34888564243,5555.0 88.0 109536;3369.0 132.0 109476;1199.0 32.0 109541;8093.0 307.0 109542;7763.0 283.0 109544;4823.0 93.0 109545;9452.0 367.0 109547;2542.0 96.0 109518;4200.0 178.0 109551;2163.0 44.0 109553;2368.0 66.0 109554;2401.0 71.0 109555;12387.0 490.0 109524;1247.0 37.0 109557;1041.0 35.0 109558;863.0 10.0 109559;840.0 24.0 109560;518.0 18.0 109561;429.0 7.0 109562;466.0 11.0 109563;2994.0 115.0 109556,109536.0 20000;109476.0 20000;109541.0 20000;109542.0 20000;109544.0 20000;109545.0 20000;109547.0 20000;109518.0 20000;109551.0 20000;109553.0 20000;109554.0 20000;109555.0 20000;109524.0 20000;109557.0 20000;109558.0 20000;109559.0 20000;109560.0 20000;109561.0 20000;109562.0 20000;109563.0 20000;109556.0 20000,109536 980;109476 969;109541 962;109542 911;109544 966;109545 935;109547 979;109518 936;109551 977;109553 946;109554 914;109555 943;109524 968;109557 972;109558 957;109559 939;109560 959;109561 929;109562 1006;109563 911;109556 941
