
New Run at  02/05/2015 17:23:43
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; greedyAccesses; greedyClicks; exp3CTRRatio; ucb1CTRRatio; greedyCTRRatio; extremeGreedyCTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241420700,587439.0;20347.0;590548.0;23991.0;551588.0;19097.0;590767.0;25188.0;1.17288528731;0.999568886788;1.2309483985;1.05867557079,9314.0 118.0 109536;9683.0 357.0 109572;6206.0 232.0 109574;8472.0 313.0 109575;6752.0 245.0 109576;5227.0 194.0 109577;2696.0 61.0 109578;4866.0 165.0 109580;4909.0 163.0 109517;8391.0 373.0 109582;6037.0 225.0 109581;2298.0 93.0 109584;2900.0 96.0 109585;1311.0 21.0 109586;468.0 5.0 109587;81.0 0.0 109588;100.0 3.0 109589;14593.0 525.0 109476;1484.0 30.0 109583;28352.0 1114.0 109524,109536.0 11950;109476.0 11950;109574.0 11950;109575.0 11950;109576.0 11950;109580.0 11950;109578.0 11950;109581.0 11950;109517.0 11950;109582.0 11950;109583.0 11950;109584.0 11950;109585.0 11950;109586.0 11950;109587.0 11950;109588.0 11950;109589.0 11950;109577.0 11950;109524.0 11950;109572.0 11950,109536 597;109572 617;109574 633;109575 587;109576 626;109577 611;109578 627;109580 563;109517 587;109582 595;109581 616;109584 576;109585 598;109586 601;109587 571;109588 544;109589 597;109476 617;109583 584;109524 603
data,1241421300,588465.0;20364.0;591607.0;24011.0;552632.0;19116.0;591764.0;25206.0;1.17282845141;0.999582264763;1.23087213419;1.05906455222,9333.0 118.0 109536;14610.0 525.0 109476;6231.0 233.0 109574;8843.0 322.0 109575;6809.0 246.0 109576;5241.0 194.0 109577;2721.0 61.0 109578;4915.0 165.0 109580;6167.0 227.0 109581;8466.0 373.0 109582;1503.0 30.0 109583;2312.0 93.0 109584;2925.0 97.0 109585;1328.0 21.0 109586;488.0 5.0 109587;96.0 1.0 109588;114.0 3.0 109589;28404.0 1117.0 109524;4928.0 164.0 109517;9765.0 358.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 963;109476 1080;109574 1002;109575 1045;109576 994;109577 1002;109578 986;109580 1036;109581 1048;109582 979;109583 980;109584 1045;109585 976;109586 954;109587 970;109588 974;109589 989;109524 984;109517 1024;109572 969
data,1241421900,589498.0;20382.0;592538.0;24026.0;553585.0;19127.0;592796.0;25243.0;1.17273747739;0.999305051296;1.23160442765;1.05900552484,9344.0 118.0 109536;9833.0 359.0 109572;6253.0 234.0 109574;9145.0 328.0 109575;6861.0 248.0 109576;5262.0 194.0 109577;2739.0 61.0 109578;4966.0 165.0 109580;6268.0 229.0 109581;8526.0 375.0 109582;4940.0 164.0 109517;2333.0 93.0 109584;2945.0 97.0 109585;1344.0 21.0 109586;504.0 5.0 109587;28486.0 1118.0 109524;127.0 3.0 109589;117.0 1.0 109588;1516.0 30.0 109583;14621.0 525.0 109476,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1013;109572 1039;109574 984;109575 912;109576 1032;109577 947;109578 1065;109580 1018;109581 1027;109582 1014;109517 1047;109584 1018;109585 969;109586 999;109587 935;109524 1013;109589 1015;109588 1032;109583 1003;109476 918
data,1241422800,590494.0;20399.0;593512.0;24041.0;554596.0;19142.0;593730.0;25263.0;1.17254531399;0.999118936053;1.23169318853;1.05943848073,9354.0 118.0 109536;9892.0 359.0 109572;6300.0 236.0 109574;9475.0 332.0 109575;6952.0 253.0 109576;5274.0 194.0 109577;2759.0 61.0 109578;5008.0 166.0 109580;4956.0 164.0 109517;8574.0 375.0 109582;1533.0 30.0 109583;2345.0 93.0 109584;2974.0 97.0 109585;1358.0 21.0 109586;518.0 5.0 109587;124.0 1.0 109588;144.0 3.0 109589;28539.0 1119.0 109524;14634.0 525.0 109476;6391.0 231.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1009;109572 981;109574 1056;109575 1047;109576 932;109577 1025;109578 1007;109580 958;109517 1003;109582 995;109583 936;109584 1029;109585 1010;109586 999;109587 1010;109588 1035;109589 997;109524 981;109476 1004;109581 986
data,1241423400,591506.0;20419.0;594533.0;24057.0;555550.0;19157.0;594707.0;25283.0;1.17216888218;0.998916144977;1.23154486977;1.05973184128,9370.0 119.0 109536;9940.0 360.0 109572;6331.0 237.0 109574;9799.0 339.0 109575;7089.0 255.0 109576;5296.0 194.0 109577;2777.0 61.0 109578;5065.0 168.0 109580;6497.0 232.0 109581;8616.0 375.0 109582;1547.0 30.0 109583;2357.0 93.0 109584;2998.0 97.0 109585;1368.0 21.0 109586;536.0 5.0 109587;142.0 1.0 109588;157.0 3.0 109589;28614.0 1120.0 109524;14654.0 525.0 109476;4972.0 164.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 992;109572 1004;109574 1008;109575 982;109576 975;109577 1028;109578 1001;109580 1006;109581 1027;109582 1021;109583 1032;109584 977;109585 1019;109586 962;109587 946;109588 1028;109589 966;109524 1016;109476 984;109517 1026
data,1241424300,592504.0;20433.0;595518.0;24080.0;556565.0;19173.0;595664.0;25296.0;1.17252130121;0.998926034232;1.23142977608;1.05990034616,9381.0 119.0 109536;10009.0 363.0 109572;6381.0 239.0 109574;10081.0 343.0 109575;7210.0 259.0 109576;5311.0 194.0 109577;2792.0 61.0 109578;5100.0 170.0 109580;6596.0 235.0 109581;8652.0 375.0 109582;1563.0 30.0 109583;2373.0 93.0 109584;3011.0 97.0 109585;1383.0 21.0 109586;546.0 5.0 109587;28726.0 1124.0 109524;169.0 3.0 109589;165.0 1.0 109588;14674.0 526.0 109476;4987.0 164.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1005;109572 1048;109574 992;109575 968;109576 953;109577 1061;109578 929;109580 943;109581 1016;109582 1033;109583 977;109584 1012;109585 981;109586 1044;109587 976;109524 1034;109589 1021;109588 954;109476 991;109517 1062
data,1241425200,593528.0;20451.0;596524.0;24096.0;557555.0;19186.0;596656.0;25312.0;1.17231331123;0.998673183866;1.23120143408;1.06008128184,9397.0 119.0 109536;10077.0 365.0 109572;6449.0 240.0 109574;10347.0 346.0 109575;7323.0 260.0 109576;5327.0 195.0 109577;2805.0 61.0 109578;5169.0 171.0 109580;5009.0 164.0 109517;8680.0 375.0 109582;1571.0 31.0 109583;2388.0 93.0 109584;3025.0 97.0 109585;1394.0 21.0 109586;566.0 5.0 109587;28827.0 1126.0 109524;179.0 3.0 109589;177.0 1.0 109588;14690.0 526.0 109476;6716.0 239.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1003;109572 1019;109574 1004;109575 1029;109576 1002;109577 997;109578 964;109580 967;109517 1014;109582 1017;109583 1024;109584 1061;109585 969;109586 1007;109587 974;109524 1002;109589 1034;109588 973;109476 978;109581 962
